emp_id,cbi1,cbi2,cbi3,cbi4,cbi5,cbi6,cbi7,cbi8,cbi9,cbi10,cbi11,cbi12,cbi13,cbi14,cbi15,cbi16,cbi17,cbi18,cbi19
EI0605295ES,3,3,2,1,3,4,1,3,2,2,1,2,5,1,1,1,5,2,1
EI0500271ES,5,2,1,2,4,4,1,1,4,1,3,5,3,1,4,5,1,2,3
EI9006289ES,3,2,2,3,5,3,1,1,1,2,1,2,3,4,2,5,4,5,2
EI0602884ES,1,1,4,2,1,2,1,2,2,1,4,3,1,3,2,4,1,5,1
EI0105718ES,2,1,2,3,2,2,5,1,5,2,1,5,2,3,4,5,1,1,3
EI9306995ES,2,1,3,4,1,1,5,5,2,3,2,3,3,1,3,3,3,2,4
EI0405433ES,4,1,2,2,3,4,1,2,2,3,5,5,4,3,3,2,1,1,2
EI0100112ES,2,1,2,5,3,1,5,4,1,1,2,3,3,1,4,2,3,1,4
EI1401392ES,3,2,4,1,1,2,1,1,2,4,2,1,4,5,1,1,2,5,2
EI9502601ES,1,2,1,4,2,3,3,2,1,1,4,1,5,1,1,2,3,4,1
EI0800221ES,3,5,1,2,1,2,1,2,1,2,3,1,4,2,2,1,2,4,3
EI1406663ES,2,1,2,3,1,3,3,5,2,4,1,1,1,1,5,4,3,2,2
EI9503026ES,5,2,2,2,1,4,1,2,1,1,3,1,4,2,2,5,2,2,4
EI0804249ES,4,3,5,2,1,4,1,2,3,5,5,3,4,2,2,3,2,4,2
EI0500084ES,1,2,4,2,3,1,5,1,5,1,3,1,3,1,1,1,2,5,4
EI1900874ES,2,1,2,1,2,3,1,4,1,2,2,3,4,2,2,4,3,4,1
EI0206483ES,1,1,2,3,1,3,5,2,1,4,2,5,3,4,1,5,2,3,1
EI2204616ES,3,4,2,1,1,4,4,3,1,2,2,4,5,2,3,4,1,1,5
EI9000462ES,3,1,3,1,4,4,4,2,1,1,4,4,5,1,1,4,3,1,1
EI1106149ES,4,3,1,2,1,2,3,2,2,2,3,3,3,5,4,1,2,1,2
EI0100552ES,2,4,4,3,2,3,2,2,1,2,2,1,5,3,2,3,2,1,1
EI9106508ES,2,1,2,3,1,3,2,2,2,5,2,1,4,2,1,3,4,2,4
EI0502375ES,1,3,1,3,3,1,4,4,2,1,1,1,5,2,2,2,1,4,4
EI0206434ES,5,3,4,1,2,2,2,3,4,2,1,1,4,3,3,2,3,3,5
EI0302247ES,3,2,1,4,1,3,1,2,2,1,3,3,1,2,3,4,2,1,4
EI2206772ES,2,2,1,1,5,1,2,1,5,2,1,2,4,2,5,1,4,2,3
EI2106488ES,3,1,2,3,1,2,2,2,4,4,3,1,3,2,2,4,2,4,2
EI2302451ES,2,1,1,3,1,1,2,1,2,2,5,2,4,3,2,1,5,2,2
EI0602330ES,5,1,2,5,1,1,5,2,2,1,3,1,1,1,1,4,1,2,5
EI0405869ES,2,2,2,4,1,5,2,2,3,2,4,1,2,3,3,3,3,4,3
EI2302147ES,3,5,2,2,1,5,1,1,1,2,3,2,2,2,2,3,2,3,1
EI0405457ES,3,4,5,2,1,2,1,3,3,2,2,2,4,2,1,2,1,1,2
EI0205844ES,1,2,4,3,3,4,2,2,2,1,1,1,2,5,2,5,5,1,1
EI9106172ES,3,1,5,2,3,3,1,3,2,1,4,3,1,2,1,1,3,1,2
EI1100651ES,1,2,2,3,2,1,1,3,3,2,1,3,2,2,5,5,1,3,4
EI2500709ES,1,4,3,1,2,1,3,2,5,4,4,5,2,2,1,4,1,1,2
EI9106655ES,1,1,2,1,2,1,3,1,3,1,4,2,5,5,2,3,3,1,5
EI9506594ES,5,3,2,1,1,2,2,3,5,3,5,1,3,2,1,1,2,3,2
EI0305252ES,3,2,3,4,4,4,2,2,1,3,3,3,4,1,1,4,4,1,4
EI0205411ES,3,2,3,1,1,2,2,2,4,3,3,4,1,2,1,2,2,2,3
EI0205426ES,3,1,1,4,2,4,2,4,2,2,1,1,5,5,2,2,2,5,1
EI9401425ES,2,1,1,1,4,3,3,2,4,3,4,3,2,2,2,5,3,2,4
EI0001217ES,5,1,2,2,4,5,3,1,2,4,2,5,3,4,2,1,1,2,2
EI9505338ES,2,3,5,3,1,3,4,1,1,2,3,4,2,2,3,3,2,3,3
EI0501925ES,1,5,1,3,1,2,3,5,2,4,5,1,3,1,4,5,4,4,2
EI0903775ES,1,2,2,1,1,1,3,2,2,3,3,2,4,2,1,2,4,1,5
EI1204658ES,3,1,3,4,4,3,4,2,2,2,3,5,3,1,1,2,3,3,2
EI1100315ES,3,3,3,1,1,5,1,2,1,3,1,2,3,1,2,1,2,5,2
EI9103769ES,1,2,2,5,1,1,3,4,3,3,1,3,1,2,1,5,1,2,1
EI1701428ES,4,2,2,2,4,2,2,3,3,2,1,5,1,4,1,2,1,2,1
EI0703904ES,3,1,5,1,1,1,3,1,2,2,4,2,2,1,4,5,5,2,1
EI0406068ES,4,3,2,3,4,1,1,3,2,4,3,3,3,3,2,2,2,2,5
EI1403905ES,3,2,3,1,3,2,4,2,2,2,5,2,5,5,3,3,2,2,2
EI0005658ES,5,3,1,3,1,5,1,1,1,2,1,2,2,5,2,2,5,5,2
EI9306748ES,2,3,2,1,1,1,2,1,1,1,3,2,2,5,3,1,3,3,1
EI0501106ES,1,1,1,1,4,2,2,3,3,5,4,2,3,5,1,2,1,1,1
EI2005144ES,3,3,1,2,1,5,3,2,1,5,2,2,1,3,2,3,2,4,1
EI9204288ES,3,3,3,3,1,2,3,2,2,1,2,2,3,3,4,4,1,2,1
EI1907000ES,2,1,2,3,5,3,5,1,1,3,1,2,1,1,5,1,2,3,5
EI0103493ES,5,1,2,2,3,4,4,3,3,4,3,1,2,2,4,5,2,3,2
EI0200685ES,4,4,1,1,4,5,4,1,4,2,1,2,5,1,3,1,5,1,3
EI0405122ES,2,2,2,2,2,1,4,2,2,2,2,1,2,3,4,1,3,2,2
EI1202766ES,3,1,2,5,1,5,2,4,3,3,3,4,4,2,2,1,2,2,4
EI9105489ES,3,2,2,2,4,1,1,1,2,1,1,3,3,1,3,1,4,4,2
EI0104241ES,1,1,1,3,3,2,2,2,2,3,3,1,2,3,2,1,1,3,4
EI9602452ES,3,3,3,2,4,1,4,1,2,3,3,2,4,3,2,3,1,2,5
EI9006007ES,2,1,3,2,2,2,4,3,2,2,1,3,4,1,4,1,4,2,1
EI1300327ES,1,1,1,2,2,1,2,2,4,2,2,2,1,2,2,3,3,4,1
EI2103932ES,4,2,1,3,2,5,1,3,1,2,2,1,4,3,2,1,3,2,1
EI9205934ES,3,2,2,3,5,1,3,1,3,3,2,1,2,3,2,1,3,3,5
EI1602177ES,1,1,2,2,3,2,3,4,5,5,2,4,2,2,1,3,1,1,1
EI9203581ES,1,1,3,2,3,4,4,2,2,4,4,4,3,3,1,4,2,5,4
EI9406971ES,1,1,2,1,1,3,3,1,3,1,3,1,2,4,5,3,2,3,2
EI9806055ES,3,3,1,1,4,2,2,2,2,3,1,2,1,2,5,2,2,3,4
EI0603228ES,2,3,1,5,3,5,2,2,5,2,4,1,4,1,5,2,3,2,2
EI0102788ES,3,2,1,1,5,2,4,3,3,2,2,5,4,4,2,2,4,1,2
EI1204759ES,1,3,1,3,2,1,3,4,2,4,2,2,5,3,5,2,1,2,4
EI0406828ES,2,3,2,3,5,1,4,3,4,3,5,2,4,1,1,4,1,2,3
EI9001677ES,2,4,4,3,4,3,1,2,1,2,3,2,2,1,2,1,2,3,2
EI9600349ES,3,5,5,5,1,2,4,2,1,2,1,2,3,2,1,4,2,3,3
EI0006359ES,5,3,3,2,1,3,2,1,3,3,5,2,5,2,2,2,1,1,1
EI9503555ES,4,1,3,3,2,4,2,2,2,3,1,3,1,2,1,3,4,1,2
EI0405458ES,2,1,5,1,3,2,3,3,2,3,3,3,1,2,4,2,2,2,2
EI0701627ES,4,4,2,2,1,5,3,3,5,4,1,2,1,3,4,3,4,4,1
EI0504578ES,2,4,3,3,5,4,5,1,3,3,4,5,1,4,1,3,1,1,3
EI9903124ES,1,3,1,1,2,4,3,2,3,2,3,2,2,4,3,3,4,1,1
EI9903408ES,1,2,4,3,2,3,1,1,4,1,1,1,2,2,2,1,1,3,2
EI1700872ES,1,3,3,3,3,1,2,3,4,3,1,4,3,2,2,1,4,2,5
EI0704076ES,2,3,4,3,4,2,2,2,4,2,3,1,1,1,3,2,2,4,3
EI9503859ES,1,2,5,1,3,2,2,3,3,2,1,5,2,2,2,2,1,2,3
EI2403827ES,3,2,2,2,1,5,2,2,2,3,4,4,4,3,2,1,4,3,4
EI9502219ES,2,4,3,1,1,3,3,1,4,2,2,1,3,3,2,1,1,4,3
EI9605486ES,4,1,1,3,2,2,4,2,3,3,3,3,3,2,4,3,3,2,1
EI2002122ES,3,2,2,2,5,1,3,1,1,4,4,1,2,4,2,1,3,3,4
EI2505830ES,1,4,4,2,2,1,4,1,2,3,2,1,1,1,3,3,3,1,2
EI9603319ES,2,4,3,2,2,3,4,1,3,1,4,3,5,2,4,1,1,5,4
EI0000086ES,2,3,1,1,3,2,2,3,2,1,4,2,3,3,4,2,3,2,1
EI2603886ES,1,2,2,1,1,3,2,4,5,1,1,2,4,2,2,1,5,2,3
EI0201878ES,4,1,1,4,3,2,4,3,2,1,2,1,2,3,3,3,5,1,2
EI9702802ES,1,2,4,2,2,4,2,1,1,3,1,2,4,5,2,1,4,3,2
EI1705522ES,5,3,2,3,1,1,2,5,1,2,2,3,4,2,2,5,3,2,3
EI9902641ES,2,1,1,4,1,1,4,5,2,1,2,3,4,1,5,2,1,5,3
EI9506368ES,2,4,3,4,1,3,3,1,3,1,3,2,2,4,4,4,2,2,2
EI1302881ES,2,5,1,2,1,3,1,5,5,4,3,1,1,4,4,3,2,2,3
EI9806231ES,1,1,1,3,1,4,3,3,5,2,4,3,1,1,2,2,3,2,3
EI1000495ES,2,4,2,1,1,2,1,4,2,1,2,2,4,1,4,1,3,2,4
EI0104082ES,3,2,1,1,2,3,2,5,2,4,2,3,4,1,4,1,5,3,1
EI1102526ES,4,3,1,1,2,2,3,4,2,3,3,1,3,2,3,2,3,4,3
EI0604408ES,1,1,3,1,2,2,3,1,2,3,4,2,2,1,1,2,1,2,1
EI0503354ES,1,1,1,1,1,1,3,2,1,4,2,5,1,2,2,3,2,2,1
EI2203808ES,2,1,4,1,3,3,1,4,4,1,3,1,4,4,1,1,1,2,2
EI2101271ES,5,5,1,3,4,2,4,1,2,3,1,5,3,1,4,1,3,2,2
EI2505559ES,4,1,2,2,2,3,2,5,1,3,1,1,5,4,1,2,2,4,3
EI2006996ES,2,2,2,4,1,3,2,5,3,4,2,2,2,3,2,1,3,4,1
EI9102896ES,1,5,1,2,2,3,5,3,3,5,5,3,4,1,2,1,5,4,2
EI0405684ES,5,4,3,2,1,5,1,2,2,4,2,1,2,2,1,2,1,2,3
EI0405784ES,4,5,4,5,3,3,2,5,4,2,2,3,4,3,4,4,4,1,5
EI2300619ES,2,5,2,1,3,4,2,4,2,4,4,1,1,3,2,2,1,4,2
EI9206021ES,3,3,1,3,3,1,3,5,2,5,2,2,2,2,4,2,2,3,4
EI9503631ES,3,1,2,3,1,4,1,1,2,1,1,3,1,2,1,1,3,3,2
EI9904055ES,2,2,5,1,1,1,5,3,2,2,1,4,5,3,5,4,3,5,4
EI0805762ES,1,3,2,5,5,4,2,2,3,1,2,4,3,1,4,1,3,3,5
EI9903078ES,1,5,5,2,2,2,3,5,3,1,1,5,1,3,2,2,5,3,5
EI9004153ES,1,1,1,2,5,4,2,3,2,3,4,3,5,2,4,1,1,3,4
EI9701414ES,1,3,4,4,1,2,3,3,1,5,3,3,1,2,3,2,4,3,2
EI0202202ES,2,1,1,1,5,3,4,2,2,5,3,2,2,1,2,1,1,2,3
EI0102002ES,1,1,1,2,5,3,3,3,5,3,2,3,2,5,2,5,3,4,4
EI9905428ES,1,2,1,1,2,5,2,3,3,3,3,5,2,5,2,4,3,2,2
EI9400870ES,2,3,4,2,4,1,2,1,4,5,1,2,1,2,2,2,4,3,1
EI1202359ES,5,2,2,1,2,2,4,2,3,4,1,3,5,1,3,3,1,4,2
EI9002007ES,2,2,1,2,5,1,3,4,1,1,2,4,1,3,4,2,5,3,1
EI1503607ES,4,5,4,2,3,2,4,3,2,4,4,2,2,2,4,2,2,4,2
EI0704843ES,4,1,1,4,1,2,1,4,3,2,3,1,3,2,1,4,2,4,2
EI0700357ES,5,2,3,2,1,4,4,5,2,5,2,2,3,4,3,2,4,3,1
EI9501163ES,1,1,1,2,3,1,4,2,2,2,1,4,2,5,1,2,2,2,1
EI0705994ES,4,1,3,1,2,3,2,1,1,2,2,1,3,1,2,5,3,3,2
EI0803090ES,2,2,2,4,3,3,1,5,1,3,1,4,4,1,2,3,5,2,4
EI9006180ES,2,5,2,1,3,2,4,4,3,5,1,2,3,1,1,4,2,1,5
EI1005584ES,2,2,1,1,5,1,1,2,3,2,2,2,3,1,2,5,2,5,4
EI9404086ES,1,3,1,5,4,2,2,3,3,3,2,1,2,4,3,2,3,5,2
EI1306904ES,4,4,2,2,4,4,2,1,1,1,2,5,1,5,1,5,1,5,1
EI1801891ES,5,1,1,4,4,5,1,2,3,2,2,4,1,3,1,4,1,3,2
EI2100580ES,1,2,1,4,5,3,2,3,4,1,3,3,4,4,2,2,4,3,4
EI0002320ES,2,4,4,4,2,4,2,5,1,1,4,1,2,2,3,2,1,1,2
EI9803533ES,3,1,3,2,4,1,3,4,2,1,3,1,5,4,1,4,5,2,3
EI0001692ES,2,2,2,1,1,2,4,1,2,3,1,1,2,3,2,4,3,1,3
EI2600863ES,1,4,2,2,1,1,3,2,4,2,1,5,2,2,3,1,1,1,5
EI2104735ES,1,1,2,1,3,5,1,2,4,2,2,3,5,5,4,4,3,3,4
EI2406912ES,2,2,3,3,3,3,3,2,2,1,5,4,2,2,3,2,3,3,2
EI9102381ES,3,2,2,1,2,1,2,1,1,5,4,4,1,3,1,1,5,5,2
EI0102379ES,5,5,2,2,4,4,1,2,4,2,2,2,3,4,1,5,4,3,2
EI9804929ES,4,2,5,3,5,3,2,3,2,4,2,1,2,5,1,2,2,1,3
EI0406044ES,1,2,3,2,1,2,3,1,1,1,2,5,5,2,2,3,3,3,2
EI0903559ES,5,5,4,3,2,2,2,1,2,5,4,3,3,1,2,2,3,4,1
EI9701117ES,3,3,1,2,4,1,2,2,5,5,2,3,5,4,1,1,3,4,1
EI2101542ES,3,1,3,2,4,4,4,4,1,2,4,1,4,2,4,3,1,1,3
EI1403793ES,1,4,3,2,4,2,5,2,5,2,4,1,1,3,2,2,3,3,2
EI2405381ES,2,2,2,5,2,2,3,1,4,5,2,5,2,4,4,5,3,5,2
EI1906437ES,3,2,2,2,2,1,1,1,4,3,3,2,1,1,2,2,2,2,4
EI0804595ES,2,3,2,5,4,4,3,2,3,5,3,2,2,1,2,3,2,5,1
EI1206022ES,2,3,2,1,1,2,1,1,3,2,4,2,3,3,5,1,2,2,1
EI9605588ES,4,2,2,2,3,3,3,3,2,5,1,1,2,5,4,2,1,5,4
EI0003259ES,2,5,4,5,4,1,2,5,1,2,4,3,2,3,2,1,3,2,5
EI9905323ES,1,2,5,1,1,3,2,2,3,2,1,5,2,4,1,3,2,5,1
EI9404553ES,2,4,3,5,2,1,4,2,5,4,2,1,3,5,1,3,4,1,4
EI0902501ES,5,3,2,4,3,1,5,4,5,2,2,1,2,4,2,2,5,1,2
EI9106181ES,1,1,1,5,1,3,3,3,2,3,1,4,3,3,4,3,3,1,2
EI0804246ES,3,3,1,2,5,2,3,2,3,2,3,1,5,2,4,1,2,1,3
EI9206200ES,1,5,2,4,1,1,1,4,3,2,2,4,4,3,1,3,3,2,3
EI9106208ES,2,2,2,3,1,4,1,1,3,1,2,4,5,4,1,5,1,2,3
EI9306889ES,5,2,2,1,4,4,2,1,5,5,3,4,1,1,4,2,5,3,5
EI0803318ES,4,2,1,4,2,3,3,1,3,2,1,2,2,2,3,1,4,1,1
EI2305266ES,4,1,2,4,1,4,5,2,2,4,1,3,5,4,2,3,3,5,2
EI9106166ES,2,1,3,2,2,4,1,5,1,4,2,5,2,1,4,5,5,3,2
EI9406670ES,4,2,4,5,1,1,2,3,2,3,3,1,4,3,1,2,1,3,2
EI9804987ES,3,3,2,4,1,2,3,2,3,2,2,2,2,2,2,2,3,5,1
EI9204106ES,5,2,3,2,3,3,1,2,1,4,4,2,3,1,4,3,5,4,3
EI1405197ES,2,1,2,1,3,1,2,1,4,1,5,2,2,4,1,2,5,5,5
EI9206902ES,1,2,2,3,1,2,1,2,1,5,3,3,3,1,4,1,3,1,3
EI9306712ES,2,3,2,4,2,4,2,1,5,5,3,1,3,3,1,2,2,4,1
EI0002053ES,3,2,5,1,2,2,3,1,3,4,2,1,5,1,5,2,4,2,4
EI9301777ES,4,2,4,1,4,1,3,2,1,4,2,1,1,1,2,2,2,2,2
EI1703456ES,2,3,2,2,2,1,2,1,4,4,5,1,2,4,2,2,1,1,2
EI9304276ES,2,2,4,3,1,1,1,4,2,3,2,2,1,2,2,1,4,2,2
EI9202537ES,2,2,1,2,2,3,2,4,2,4,1,4,2,2,1,1,1,1,4
EI2305022ES,1,3,1,4,3,3,3,1,4,4,5,1,4,2,2,4,3,4,3
EI1004751ES,3,1,1,2,1,2,2,2,5,1,2,4,1,3,2,4,1,3,2
EI1301593ES,4,5,5,3,4,4,2,1,2,5,4,4,5,3,2,1,4,1,1
EI2001724ES,1,4,5,4,1,1,5,4,2,2,2,1,2,3,4,4,3,4,5
EI9005475ES,3,4,1,4,5,2,3,1,3,2,4,2,1,2,2,1,3,1,1
EI1202612ES,3,3,2,1,3,3,3,4,1,3,2,1,2,5,2,2,4,4,1
EI9706606ES,4,1,2,3,4,5,5,5,2,2,3,5,2,1,4,3,3,4,2
EI9500491ES,1,3,3,2,2,2,1,1,2,3,2,1,2,2,1,2,3,2,2
EI0706694ES,1,3,2,2,1,1,3,4,5,4,1,4,2,2,2,2,2,1,2
EI1702911ES,1,3,4,1,2,2,2,2,4,2,3,4,2,3,1,1,4,2,1
EI1201007ES,1,5,3,1,2,1,4,1,3,3,5,2,1,2,2,4,5,2,5
EI1106030ES,4,1,3,5,5,2,2,2,2,2,1,2,2,2,3,4,4,4,2
EI1702504ES,2,3,2,1,1,1,2,1,3,4,2,5,3,2,2,5,3,2,3
EI0904640ES,3,4,5,5,2,1,1,5,3,1,5,4,2,4,2,5,3,2,5
EI1402315ES,2,2,5,2,3,4,5,5,4,5,1,1,5,3,1,1,5,2,3
EI9002555ES,2,3,2,4,3,2,4,2,1,3,1,3,2,3,2,1,5,1,1
EI0401418ES,4,1,2,2,2,2,5,3,1,2,2,3,4,3,3,3,1,4,1
EI9103097ES,5,2,5,5,2,3,1,2,2,2,4,1,4,1,1,4,1,2,1
EI1700026ES,3,2,1,2,1,3,1,5,5,4,1,3,2,1,3,1,2,2,2
EI9002410ES,3,2,1,3,2,5,2,2,4,4,2,2,2,4,2,4,5,4,2
EI1801114ES,3,5,1,1,3,4,3,1,2,2,1,1,1,4,4,3,3,5,1
EI0704149ES,5,4,3,2,5,2,1,4,3,2,2,4,2,2,5,4,5,1,3
EI9801553ES,2,2,3,3,3,2,5,1,5,3,1,2,1,4,2,4,1,1,1
EI0005979ES,1,3,4,5,1,3,3,2,2,1,4,3,1,4,3,3,4,1,3
EI0305225ES,2,2,5,2,3,1,3,1,3,1,3,1,2,1,2,2,4,3,3
EI0305514ES,3,4,3,2,4,4,4,2,1,4,2,1,5,1,4,2,4,5,1
EI0000434ES,3,2,3,4,4,1,2,1,1,1,3,4,1,2,2,5,3,3,3
EI2306797ES,2,1,4,1,2,5,5,3,4,1,1,3,1,1,2,2,3,3,1
EI1002656ES,4,1,2,1,1,3,1,2,2,1,4,4,2,5,1,2,5,1,3
EI9303876ES,1,3,2,4,5,1,4,2,2,1,4,2,4,5,2,2,2,3,2
EI1004741ES,5,2,2,1,2,3,2,2,1,1,3,3,1,4,2,2,2,1,2
EI1004078ES,2,5,2,1,2,4,5,3,4,1,2,3,5,5,4,1,1,1,2
EI0501128ES,2,3,3,5,2,1,2,4,1,2,5,2,3,1,3,2,2,4,2
EI2004421ES,1,2,1,2,3,3,2,4,1,2,3,2,3,1,2,3,1,2,4
EI9505190ES,1,4,3,2,2,1,2,3,5,4,4,2,4,3,2,1,2,3,2
EI0204123ES,3,2,1,5,1,1,5,3,5,2,3,2,1,2,1,2,4,2,4
EI1702519ES,2,1,1,1,3,3,4,2,4,3,1,4,2,4,3,3,2,1,5
EI0306728ES,3,5,4,2,1,2,1,1,1,4,2,2,3,3,2,5,5,2,1
EI0501103ES,2,1,1,2,1,5,4,1,3,5,2,4,2,2,4,5,5,2,2
EI9705108ES,2,1,1,4,2,4,4,1,4,1,4,2,1,5,3,1,3,2,2
EI9804742ES,1,2,3,3,4,1,1,5,5,4,4,3,2,5,2,2,1,1,2
EI0004221ES,3,1,2,4,5,1,1,1,1,1,2,2,1,5,1,2,1,4,1
EI9905185ES,2,1,2,4,2,3,2,2,2,4,2,2,5,2,5,1,4,4,2
EI2005712ES,2,2,2,1,5,1,1,3,3,2,1,3,2,3,3,1,2,5,3
EI2500195ES,2,4,4,5,1,1,2,4,1,1,2,2,1,5,4,5,2,3,1
EI1200616ES,5,4,1,2,5,4,5,4,4,3,1,4,5,4,2,4,4,1,1
EI0500644ES,4,1,2,2,4,3,1,1,3,3,2,2,5,3,1,3,3,1,4
EI2406554ES,3,3,2,2,4,1,1,2,5,2,2,1,2,4,4,2,2,1,2
EI1003117ES,1,2,3,1,4,4,1,1,2,2,3,1,2,5,1,2,1,2,2
EI9703371ES,2,2,2,2,2,2,2,4,3,2,5,2,1,4,4,3,3,4,1
EI2002777ES,4,2,3,2,4,1,3,1,5,1,5,1,1,2,2,2,2,3,3
EI0705738ES,1,1,2,4,2,1,3,4,1,4,1,3,2,2,3,5,3,3,4
EI1505914ES,2,5,5,2,1,4,2,1,1,1,2,2,3,1,1,3,2,2,1
EI2206566ES,4,4,1,4,1,3,3,1,1,4,2,4,2,3,1,1,2,3,3
EI1200331ES,2,2,2,1,2,4,3,4,4,1,3,1,2,1,4,2,4,2,5
EI9702208ES,5,3,2,3,1,4,1,3,3,2,1,1,2,1,2,2,1,4,1
EI2406855ES,4,3,5,2,3,1,1,1,4,2,2,4,3,1,2,1,2,2,3
EI0205037ES,3,1,1,2,2,5,2,2,4,4,2,3,3,3,4,1,2,2,2
EI2202671ES,2,1,2,2,5,4,5,2,1,4,4,1,1,1,1,1,4,2,5
EI9300973ES,2,3,1,1,1,3,1,3,4,4,2,2,5,3,4,2,1,1,2
EI1700484ES,1,4,2,2,5,3,1,4,1,4,1,3,4,1,2,2,3,1,2
EI9402421ES,1,3,1,3,2,1,3,1,4,2,1,2,2,2,2,3,2,5,1
EI0602603ES,1,3,4,2,5,1,1,3,3,1,1,1,5,2,2,1,3,5,1
EI0100720ES,4,3,2,5,4,2,2,3,3,1,4,3,2,3,3,3,3,5,2
EI1803415ES,1,4,1,5,3,3,4,1,3,1,4,2,3,1,2,2,5,2,2
EI0702060ES,2,3,1,2,3,3,4,4,3,1,2,2,1,3,2,1,5,3,2
EI1502804ES,3,2,1,3,4,3,2,3,5,4,5,5,2,3,2,3,2,5,3
EI2002567ES,3,3,4,2,2,1,2,1,1,1,2,2,5,1,1,2,3,5,1
EI9506579ES,2,4,5,2,3,2,4,3,5,2,1,1,1,4,5,5,3,1,2
EI9300033ES,4,4,2,4,2,4,3,5,2,4,1,3,1,2,1,1,1,1,1
EI2500665ES,1,1,3,2,4,2,4,1,1,3,2,4,1,5,5,5,3,2,2
EI1806800ES,1,4,2,5,2,2,2,3,2,2,3,5,1,4,3,2,3,3,4
EI1504422ES,1,2,5,3,4,1,1,2,1,1,1,5,2,3,5,2,4,2,2
EI1201445ES,2,5,2,3,3,4,3,3,4,1,2,2,1,2,1,3,2,3,3
EI2203317ES,2,1,2,1,4,1,3,2,4,1,2,1,2,1,1,1,1,2,2
EI9302793ES,1,3,2,1,4,2,4,4,2,4,5,2,2,2,3,2,5,3,1
EI2405441ES,1,4,3,1,1,3,1,3,3,1,2,2,2,2,5,4,4,1,4
EI2506823ES,3,1,2,1,2,2,3,1,1,2,3,1,1,2,3,2,2,3,1
EI1601706ES,3,4,1,2,5,3,2,5,3,1,4,1,2,5,2,4,2,3,3
EI9803306ES,1,1,4,1,4,1,2,2,4,3,1,1,3,3,3,5,4,1,1
EI0205284ES,5,5,2,2,4,4,1,4,1,5,2,2,2,1,4,4,3,3,1
EI1904575ES,5,4,2,2,1,1,5,1,4,2,2,2,3,4,3,5,1,4,3
EI9404723ES,1,2,4,1,3,1,5,3,3,3,3,5,5,4,1,2,2,3,5
EI1305911ES,1,2,1,4,2,2,4,1,5,1,2,1,3,5,4,3,1,3,5
EI1300119ES,2,5,2,3,1,3,2,3,1,2,1,1,5,5,2,1,1,3,2
EI1302278ES,5,4,3,4,2,2,3,1,5,4,2,4,4,3,3,1,1,1,2
EI2602906ES,3,1,4,4,1,2,2,2,3,5,3,5,2,5,2,1,2,4,1
EI1801402ES,4,4,1,3,2,4,2,3,4,2,3,1,1,1,1,2,2,4,1
EI0100740ES,1,2,3,5,1,4,1,4,2,1,5,5,3,3,4,1,2,4,2
EI0602457ES,2,1,2,3,3,4,4,1,3,3,1,3,3,2,3,3,4,2,1
EI1900171ES,2,3,1,4,5,2,3,5,2,4,2,4,4,3,4,4,2,1,5
EI2600541ES,1,2,3,1,3,2,2,2,2,1,1,1,2,2,3,4,1,3,2
EI9100884ES,3,2,2,5,2,1,2,3,2,3,1,1,3,3,5,1,2,1,4
EI0405243ES,2,2,2,3,2,2,1,3,1,1,4,1,2,1,5,4,5,2,1
EI0804042ES,3,4,5,2,4,2,3,2,4,2,3,2,2,5,1,3,3,5,1
EI0803403ES,3,2,5,1,3,4,3,3,2,1,5,2,4,1,4,4,1,5,4
EI2003752ES,3,5,1,4,2,2,2,2,3,1,4,3,3,2,4,2,1,3,5
EI2500675ES,2,3,4,4,5,3,5,2,3,3,3,1,4,3,2,2,2,1,1
EI9204016ES,2,3,1,2,1,1,4,1,2,5,1,1,2,2,3,3,4,2,4
EI1202916ES,1,3,4,4,3,2,3,5,1,1,2,2,5,1,4,2,2,1,3
EI0204852ES,2,4,4,5,2,1,2,3,4,1,3,1,2,2,1,2,2,2,4
EI9001816ES,1,1,1,1,1,3,1,1,3,2,2,2,3,2,2,2,5,1,2
EI1703520ES,2,4,5,3,2,5,4,2,2,2,1,1,3,1,4,1,4,1,1
EI0703535ES,1,1,3,1,5,2,1,1,2,2,5,1,4,3,3,4,3,2,4
EI1002101ES,4,4,2,2,5,1,3,2,1,3,2,3,5,1,2,2,5,4,4
EI9806834ES,1,2,2,4,3,1,3,5,4,3,5,3,1,3,1,3,2,1,1
EI1506938ES,4,2,4,3,4,1,2,4,4,2,3,1,1,1,4,3,2,1,1
EI9006702ES,3,3,1,2,3,4,4,5,3,4,3,2,3,2,4,1,4,2,3
EI2502102ES,3,3,4,4,2,2,5,4,2,1,1,1,2,2,3,3,2,2,3
EI2505930ES,2,5,3,3,1,4,1,2,2,2,5,4,1,5,2,2,3,1,2
EI0703871ES,1,4,4,2,1,1,2,2,5,5,3,2,4,1,4,1,2,3,1
EI2401549ES,4,4,3,5,4,3,3,1,1,2,1,1,1,2,5,3,4,2,3
EI1304088ES,4,2,2,5,4,2,4,2,1,2,3,1,5,1,1,2,3,3,2
EI0905452ES,1,1,1,5,3,4,2,3,1,3,3,4,4,3,2,2,1,2,1
EI2000356ES,3,1,1,4,1,2,4,1,2,1,3,2,3,3,3,1,1,1,3
EI2003780ES,1,1,2,4,4,5,4,4,3,4,4,1,1,3,5,3,1,1,3
EI2605640ES,1,1,5,5,1,4,3,2,3,1,4,5,2,5,3,2,2,1,4
