emp_id,year,mes,hours_normal,hours_extra,absence,absence_unapprove,lateness,rating
EI9003947ES,2026,1,157,1,2,1,0,2
EI9203948ES,2025,2,148,5,1,0,0,3
EI9203948ES,2025,3,163,5,0,1,1,3
EI9203948ES,2025,4,157,6,1,0,0,2
EI9203948ES,2025,5,163,8,1,0,1,2
EI9203948ES,2025,6,153,7,1,0,1,3
EI9203948ES,2025,7,163,1,1,0,1,3
EI9203948ES,2025,8,153,10,0,0,3,3
EI9203948ES,2025,9,163,4,0,1,0,3
EI9203948ES,2025,10,155,6,0,0,1,3
EI9203948ES,2025,11,163,4,0,0,0,2
EI9203948ES,2025,12,172,4,2,0,1,1
EI9203948ES,2026,1,164,4,0,1,1,2
EI1103949ES,2025,2,147,4,0,0,1,1
EI1103949ES,2025,3,161,17,0,0,0,1
EI1103949ES,2025,4,154,0,0,1,1,2
EI1103949ES,2025,5,155,2,1,0,0,3
EI1103949ES,2025,6,152,9,0,0,0,2
EI1103949ES,2025,7,163,10,0,0,1,3
EI1103949ES,2025,8,164,2,0,0,0,2
EI1103949ES,2025,9,164,4,1,0,3,3
EI1103949ES,2025,10,167,5,0,1,0,1
EI1103949ES,2025,11,172,2,0,0,0,3
EI1103949ES,2025,12,171,9,1,0,2,1
EI1103949ES,2026,1,143,0,1,0,0,3
EI1103950ES,2025,2,162,6,0,1,0,4
EI1103950ES,2025,3,161,6,2,0,1,3
EI1103950ES,2025,4,155,1,0,0,3,3
EI1103950ES,2025,5,160,10,1,0,2,3
EI1103950ES,2025,6,163,1,1,0,0,3
EI1103950ES,2025,7,170,5,3,0,0,2
EI1103950ES,2025,8,165,12,2,0,2,3
EI1103950ES,2025,9,170,0,0,0,1,1
EI1103950ES,2025,10,156,2,0,0,0,2
EI1103950ES,2025,11,155,4,0,0,2,2
EI1103950ES,2025,12,169,2,0,0,3,3
EI1103950ES,2026,1,152,10,0,0,0,3
EI2003951ES,2025,2,162,2,0,0,0,3
EI2003951ES,2025,3,165,1,1,1,2,4
EI2003951ES,2025,4,153,17,0,0,3,4
EI2003951ES,2025,5,155,3,0,1,2,2
EI2003951ES,2025,6,167,6,2,0,0,3
EI2003951ES,2025,7,173,7,1,0,0,3
EI2003951ES,2025,8,159,23,0,1,0,2
EI2003951ES,2025,9,172,2,0,0,2,3
EI2003951ES,2025,10,163,3,0,0,0,3
EI2003951ES,2025,11,153,9,2,0,0,3
EI2003951ES,2025,12,166,3,0,0,1,1
EI2003951ES,2026,1,156,8,0,1,1,2
EI9903952ES,2025,2,167,13,0,0,1,3
EI9903952ES,2025,3,159,4,0,1,1,3
EI9903952ES,2025,4,153,2,1,0,1,3
EI9903952ES,2025,5,171,9,0,0,0,3
EI9903952ES,2025,6,155,8,0,0,1,2
EI9903952ES,2025,7,167,5,0,0,2,3
EI9903952ES,2025,8,165,9,0,0,0,1
EI9903952ES,2025,9,167,1,1,1,0,3
EI9903952ES,2025,10,157,3,0,0,2,2
EI9903952ES,2025,11,153,4,0,0,0,1
EI9903952ES,2025,12,150,2,0,0,1,2
EI9903952ES,2026,1,157,5,0,1,3,3
EI1603953ES,2025,2,145,4,0,0,0,2
EI1603953ES,2025,3,157,4,0,0,1,2
EI1603953ES,2025,4,152,6,0,0,0,2
EI1603953ES,2025,5,180,11,2,0,0,1
EI1603953ES,2025,6,176,4,0,0,2,3
EI1603953ES,2025,7,167,1,0,1,1,2
EI1603953ES,2025,8,155,0,0,0,1,3
EI1603953ES,2025,9,140,4,1,0,2,3
EI1603953ES,2025,10,165,2,1,0,0,1
EI1603953ES,2025,11,158,5,0,0,1,2
EI1603953ES,2025,12,155,4,0,1,1,2
EI1603953ES,2026,1,155,9,0,0,2,2
EI9003954ES,2025,2,157,3,0,0,1,1
EI9003954ES,2025,3,152,5,1,0,2,3
EI9003954ES,2025,4,166,1,0,1,3,4
EI9003954ES,2025,5,162,7,1,0,1,2
EI9003954ES,2025,6,155,9,2,0,0,3
EI9003954ES,2025,7,172,5,0,0,1,2
EI9003954ES,2025,8,160,15,2,0,3,4
EI9003954ES,2025,9,145,1,0,0,1,2
EI9003954ES,2025,10,167,11,0,0,0,3
EI9003954ES,2025,11,167,5,2,0,2,4
EI9003954ES,2025,12,174,3,0,0,1,3
EI9003954ES,2026,1,150,5,0,0,1,2
EI1003955ES,2025,2,159,4,1,0,2,3
EI1003955ES,2025,3,158,7,1,0,1,1
EI1003955ES,2025,4,148,2,1,0,0,3
EI1003955ES,2025,5,145,0,0,0,1,3
EI1003955ES,2025,6,176,3,0,0,1,3
EI1003955ES,2025,7,153,2,0,0,0,1
EI1003955ES,2025,8,167,12,1,0,0,1
EI1003955ES,2025,9,152,13,0,1,1,3
EI1003955ES,2025,10,158,4,0,0,2,3
EI1003955ES,2025,11,160,3,0,0,0,3
EI1003955ES,2025,12,151,1,0,0,2,3
EI1003955ES,2026,1,169,9,2,0,2,3
EI0403956ES,2025,2,167,4,0,0,0,2
EI0403956ES,2025,3,168,1,0,0,0,3
EI0403956ES,2025,4,152,8,1,0,1,3
EI0403956ES,2025,5,164,4,1,0,1,3
EI0403956ES,2025,6,155,3,1,0,0,3
EI0403956ES,2025,7,159,1,0,0,2,3
EI0403956ES,2025,8,175,4,0,0,1,3
EI0403956ES,2025,9,157,8,0,1,0,2
EI0403956ES,2025,10,158,3,0,1,0,1
EI0403956ES,2025,11,152,2,0,0,3,3
EI0403956ES,2025,12,155,4,1,0,0,1
EI0403956ES,2026,1,152,10,0,0,0,1
EI1803957ES,2025,2,158,8,0,0,0,2
EI1803957ES,2025,3,156,14,0,0,1,2
EI1803957ES,2025,4,164,5,0,1,0,2
EI1803957ES,2025,5,159,9,3,0,2,3
EI1803957ES,2025,6,155,17,1,0,2,3
EI1803957ES,2025,7,152,7,0,0,2,2
EI1803957ES,2025,8,163,2,0,0,0,2
EI1803957ES,2025,9,159,4,2,0,0,3
EI1803957ES,2025,10,147,13,1,0,1,4
EI1803957ES,2025,11,161,10,1,0,1,3
EI1803957ES,2025,12,155,2,1,0,1,4
EI1803957ES,2026,1,159,14,1,0,1,3
EI1203958ES,2025,2,166,9,2,0,1,1
EI1203958ES,2025,3,170,6,0,0,4,3
EI1203958ES,2025,4,162,2,1,1,0,2
EI1203958ES,2025,5,166,8,0,0,1,2
EI1203958ES,2025,6,182,12,2,2,1,3
EI1203958ES,2025,7,162,10,0,1,1,3
EI1203958ES,2025,8,165,5,1,0,1,3
EI1203958ES,2025,9,142,18,0,0,1,2
EI1203958ES,2025,10,161,2,0,0,4,3
EI1203958ES,2025,11,166,3,0,1,1,3
EI1203958ES,2025,12,150,1,2,0,0,3
EI1203958ES,2026,1,171,6,0,1,1,3
EI0103959ES,2025,2,155,11,0,0,3,3
EI0103959ES,2025,3,163,1,2,0,1,2
EI0103959ES,2025,4,166,2,1,0,1,2
EI0103959ES,2025,5,163,4,0,0,2,2
EI0103959ES,2025,6,157,10,0,1,0,3
EI0103959ES,2025,7,176,0,2,1,0,1
EI0103959ES,2025,8,168,4,2,0,1,2
EI0103959ES,2025,9,149,3,2,0,0,3
EI0103959ES,2025,10,161,7,1,0,2,3
EI0103959ES,2025,11,151,1,1,0,0,3
EI0103959ES,2025,12,174,8,1,1,1,4
EI0103959ES,2026,1,182,3,1,1,1,4
EI0203960ES,2025,2,156,4,0,0,0,2
EI0203960ES,2025,3,162,4,0,0,1,1
EI0203960ES,2025,4,169,2,1,0,0,3
EI0203960ES,2025,5,153,6,0,1,1,3
EI0203960ES,2025,6,166,8,1,0,1,3
EI0203960ES,2025,7,152,5,1,0,3,2
EI0203960ES,2025,8,171,8,2,1,2,3
EI0203960ES,2025,9,165,8,0,0,0,2
EI0203960ES,2025,10,180,6,0,0,1,2
EI0203960ES,2025,11,166,5,0,0,1,2
EI0203960ES,2025,12,162,7,0,0,2,3
EI0203960ES,2026,1,161,17,1,0,4,3
EI0103961ES,2025,2,161,6,2,0,0,2
EI0103961ES,2025,3,151,0,2,1,2,3
EI0103961ES,2025,4,173,0,0,0,1,3
EI0103961ES,2025,5,150,2,0,0,0,1
EI0103961ES,2025,6,133,5,0,0,1,1
EI0103961ES,2025,7,163,4,0,1,1,3
EI0103961ES,2025,8,158,4,0,0,0,2
EI0103961ES,2025,9,161,1,0,0,2,2
EI0103961ES,2025,10,166,12,0,0,0,3
EI0103961ES,2025,11,163,3,0,0,0,2
EI0103961ES,2025,12,157,0,2,1,1,4
EI0103961ES,2026,1,157,4,0,0,1,3
EI9803962ES,2025,2,163,9,0,0,1,3
EI9803962ES,2025,3,161,3,1,0,0,3
EI9803962ES,2025,4,159,3,2,0,0,3
EI9803962ES,2025,5,156,7,2,2,0,4
EI9803962ES,2025,6,163,4,2,0,2,3
EI9803962ES,2025,7,166,2,2,0,1,3
EI9803962ES,2025,8,166,13,0,0,2,2
EI9803962ES,2025,9,157,5,1,0,1,3
EI9803962ES,2025,10,166,3,1,0,0,2
EI9803962ES,2025,11,163,1,0,0,3,3
EI9803962ES,2025,12,172,6,0,0,2,3
EI9803962ES,2026,1,154,3,0,0,0,2
EI2403963ES,2025,2,169,7,1,0,1,2
EI2403963ES,2025,3,177,9,0,0,1,3
EI2403963ES,2025,4,176,3,0,1,1,1
EI2403963ES,2025,5,165,0,0,1,0,2
EI2403963ES,2025,6,176,1,0,0,1,3
EI2403963ES,2025,7,156,4,0,0,0,3
EI2403963ES,2025,8,151,3,0,0,3,3
EI2403963ES,2025,9,152,3,0,0,1,3
EI2403963ES,2025,10,162,5,3,1,2,4
EI2403963ES,2025,11,161,3,0,0,1,3
EI2403963ES,2025,12,157,11,0,0,1,3
EI2403963ES,2026,1,152,11,0,0,0,2
EI2503964ES,2025,2,164,1,0,0,3,3
EI2503964ES,2025,3,168,3,1,1,2,3
EI2503964ES,2025,4,157,4,1,0,1,2
EI2503964ES,2025,5,164,4,1,1,0,3
EI2503964ES,2025,6,163,2,0,0,3,4
EI2503964ES,2025,7,165,8,2,0,0,3
EI2503964ES,2025,8,145,5,1,0,1,3
EI2503964ES,2025,9,166,4,0,1,0,3
EI2503964ES,2025,10,169,20,0,0,1,2
EI2503964ES,2025,11,165,8,2,0,0,2
EI2503964ES,2025,12,158,3,1,0,2,3
EI2503964ES,2026,1,169,4,2,1,0,2
EI9403965ES,2025,2,163,3,0,0,1,3
EI9403965ES,2025,3,154,2,2,1,0,2
EI9403965ES,2025,4,160,12,0,0,1,1
EI9403965ES,2025,5,153,4,1,0,0,2
EI9403965ES,2025,6,162,1,1,0,1,2
EI9403965ES,2025,7,156,12,1,0,0,3
EI9403965ES,2025,8,156,6,2,0,1,1
EI9403965ES,2025,9,168,5,1,0,1,3
EI9403965ES,2025,10,163,9,0,0,0,3
EI9403965ES,2025,11,163,5,0,1,2,1
EI9403965ES,2025,12,168,6,0,0,0,2
EI9403965ES,2026,1,156,3,0,0,2,1
EI1503966ES,2025,2,153,4,2,0,2,3
EI1503966ES,2025,3,153,4,3,1,1,1
EI1503966ES,2025,4,166,10,0,0,3,2
EI1503966ES,2025,5,157,5,0,0,1,4
EI1503966ES,2025,6,163,12,0,0,0,2
EI1503966ES,2025,7,167,5,0,0,2,3
EI1503966ES,2025,8,161,10,1,1,0,3
EI1503966ES,2025,9,159,9,0,0,2,1
EI1503966ES,2025,10,154,2,0,0,0,2
EI1503966ES,2025,11,158,3,1,0,0,2
EI1503966ES,2025,12,156,2,1,1,0,3
EI1503966ES,2026,1,155,10,0,0,0,2
EI9203967ES,2025,2,177,10,1,0,2,2
EI9203967ES,2025,3,160,4,0,1,1,1
EI9203967ES,2025,4,183,2,0,0,3,3
EI9203967ES,2025,5,158,0,1,0,1,3
EI9203967ES,2025,6,179,1,1,0,0,2
EI9203967ES,2025,7,158,2,0,0,0,2
EI9203967ES,2025,8,163,14,0,0,2,3
EI9203967ES,2025,9,160,2,0,0,1,3
EI9203967ES,2025,10,152,4,2,1,1,3
EI9203967ES,2025,11,160,3,2,0,1,3
EI9203967ES,2025,12,164,4,0,0,2,3
EI9203967ES,2026,1,143,1,2,1,0,3
EI1803968ES,2025,2,155,8,2,0,0,3
EI1803968ES,2025,3,168,9,1,0,0,2
EI1803968ES,2025,4,159,4,2,0,0,3
EI1803968ES,2025,5,157,14,0,0,2,3
EI1803968ES,2025,6,164,2,0,0,1,1
EI1803968ES,2025,7,172,6,3,0,2,3
EI1803968ES,2025,8,154,7,1,1,0,3
EI1803968ES,2025,9,161,13,1,1,1,3
EI1803968ES,2025,10,156,4,2,0,1,3
EI1803968ES,2025,11,165,1,0,0,1,1
EI1803968ES,2025,12,173,7,3,0,2,2
EI1803968ES,2026,1,168,5,2,0,0,2
EI0003969ES,2025,2,166,3,1,0,1,3
EI0003969ES,2025,3,148,1,0,0,2,4
EI0003969ES,2025,4,154,3,0,0,2,3
EI0003969ES,2025,5,164,6,0,0,2,3
EI0003969ES,2025,6,160,4,0,0,1,2
EI0003969ES,2025,7,161,2,1,0,1,3
EI0003969ES,2025,8,154,8,0,0,2,3
EI0003969ES,2025,9,155,0,0,0,2,3
EI0003969ES,2025,10,153,9,1,0,0,3
EI0003969ES,2025,11,142,2,2,1,2,3
EI0003969ES,2025,12,151,3,1,0,1,1
EI0003969ES,2026,1,157,3,1,0,1,3
EI9303970ES,2025,2,158,2,1,0,1,2
EI9303970ES,2025,3,161,9,0,1,1,3
EI9303970ES,2025,4,170,10,0,0,0,3
EI9303970ES,2025,5,144,1,1,0,2,2
EI9303970ES,2025,6,175,13,1,0,3,3
EI9303970ES,2025,7,163,3,1,0,0,3
EI9303970ES,2025,8,169,7,1,1,2,2
EI9303970ES,2025,9,168,10,1,0,1,3
EI9303970ES,2025,10,158,4,0,0,2,3
EI9303970ES,2025,11,156,2,1,0,1,3
EI9303970ES,2025,12,173,3,1,0,0,3
EI9303970ES,2026,1,164,4,3,0,0,4
EI9903971ES,2025,2,158,2,0,0,0,2
EI9903971ES,2025,3,152,9,0,0,0,3
EI9903971ES,2025,4,174,1,1,0,3,3
EI9903971ES,2025,5,165,5,0,0,1,2
EI9903971ES,2025,6,162,3,0,0,1,2
EI9903971ES,2025,7,162,9,0,0,1,3
EI9903971ES,2025,8,166,6,0,0,0,3
EI9903971ES,2025,9,175,5,0,0,1,3
EI9903971ES,2025,10,167,2,2,0,0,3
EI9903971ES,2025,11,162,2,1,1,1,3
EI9903971ES,2025,12,155,6,2,0,3,3
EI9903971ES,2026,1,165,0,0,0,2,1
EI2003972ES,2025,2,164,2,1,0,3,2
EI2003972ES,2025,3,167,5,0,0,1,3
EI2003972ES,2025,4,157,0,0,0,0,2
EI2003972ES,2025,5,160,15,1,0,1,3
EI2003972ES,2025,6,162,6,0,0,0,2
EI2003972ES,2025,7,161,11,3,0,0,3
EI2003972ES,2025,8,141,1,1,1,1,3
EI2003972ES,2025,9,163,2,0,0,0,3
EI2003972ES,2025,10,157,4,0,0,1,2
EI2003972ES,2025,11,161,6,2,0,1,2
EI2003972ES,2025,12,153,7,1,0,2,3
EI2003972ES,2026,1,160,7,0,0,4,3
EI2303973ES,2025,2,172,2,2,0,1,3
EI2303973ES,2025,3,150,8,0,0,2,3
EI2303973ES,2025,4,160,3,0,0,1,2
EI2303973ES,2025,5,160,3,0,0,1,3
EI2303973ES,2025,6,164,2,1,0,1,2
EI2303973ES,2025,7,153,1,0,0,0,3
EI2303973ES,2025,8,157,12,0,0,1,3
EI2303973ES,2025,9,156,3,2,1,2,3
EI2303973ES,2025,10,173,8,0,0,1,1
EI2303973ES,2025,11,161,5,0,0,0,2
EI2303973ES,2025,12,155,3,0,0,1,2
EI2303973ES,2026,1,162,5,0,1,0,3
EI1503974ES,2025,2,166,2,0,1,1,3
EI1503974ES,2025,3,168,3,2,1,0,1
EI1503974ES,2025,4,162,5,0,0,0,3
EI1503974ES,2025,5,156,12,0,0,1,2
EI1503974ES,2025,6,161,3,0,0,1,3
EI1503974ES,2025,7,164,2,1,0,0,4
EI1503974ES,2025,8,146,8,1,0,0,3
EI1503974ES,2025,9,160,1,0,0,0,2
EI1503974ES,2025,10,158,0,0,0,2,3
EI1503974ES,2025,11,150,2,2,2,2,3
EI1503974ES,2025,12,169,1,1,1,0,3
EI1503974ES,2026,1,166,4,0,1,0,2
EI1603975ES,2025,2,156,5,0,0,1,2
EI1603975ES,2025,3,152,1,1,0,1,3
EI1603975ES,2025,4,155,4,0,1,2,3
EI1603975ES,2025,5,160,4,0,1,1,3
EI1603975ES,2025,6,161,1,0,0,0,2
EI1603975ES,2025,7,160,6,0,0,0,2
EI1603975ES,2025,8,167,21,0,0,0,1
EI1603975ES,2025,9,160,7,0,1,1,3
EI1603975ES,2025,10,157,2,0,0,1,2
EI1603975ES,2025,11,142,1,0,1,0,3
EI1603975ES,2025,12,151,4,2,1,0,3
EI1603975ES,2026,1,164,22,1,0,2,3
EI9703976ES,2025,2,134,0,0,0,0,1
EI9703976ES,2025,3,161,3,0,0,0,3
EI9703976ES,2025,4,157,6,1,2,0,2
EI9703976ES,2025,5,168,4,1,0,1,2
EI9703976ES,2025,6,170,12,1,0,1,2
EI9703976ES,2025,7,150,6,1,1,1,2
EI9703976ES,2025,8,166,7,2,0,1,1
EI9703976ES,2025,9,166,4,0,0,0,3
EI9703976ES,2025,10,174,7,1,0,1,3
EI9703976ES,2025,11,170,22,0,1,1,4
EI9703976ES,2025,12,167,3,1,0,1,1
EI9703976ES,2026,1,153,3,1,0,0,3
EI0003977ES,2025,2,151,0,0,0,0,3
EI0003977ES,2025,3,161,3,2,1,1,2
EI0003977ES,2025,4,147,9,2,0,1,3
EI0003977ES,2025,5,160,9,0,0,1,1
EI0003977ES,2025,6,162,3,2,0,0,4
EI0003977ES,2025,7,172,5,1,2,1,1
EI0003977ES,2025,8,166,4,1,0,4,3
EI0003977ES,2025,9,158,14,0,1,0,2
EI0003977ES,2025,10,144,4,0,0,1,2
EI0003977ES,2025,11,168,8,0,0,4,2
EI0003977ES,2025,12,159,14,1,1,1,2
EI0003977ES,2026,1,155,5,0,0,0,1
EI2503978ES,2025,2,162,13,0,0,2,3
EI2503978ES,2025,3,164,3,1,1,1,3
EI2503978ES,2025,4,163,7,0,0,0,2
EI2503978ES,2025,5,163,6,0,0,1,2
EI2503978ES,2025,6,163,1,2,0,0,3
EI2503978ES,2025,7,166,3,0,1,1,3
EI2503978ES,2025,8,153,6,0,0,0,3
EI2503978ES,2025,9,156,1,1,0,0,1
EI2503978ES,2025,10,153,1,0,1,2,3
EI2503978ES,2025,11,155,4,0,0,1,2
EI2503978ES,2025,12,152,4,1,1,0,3
EI2503978ES,2026,1,172,7,0,1,0,3
EI0603979ES,2025,2,161,4,0,0,1,3
EI0603979ES,2025,3,159,4,0,0,1,1
EI0603979ES,2025,4,151,4,1,0,3,2
EI0603979ES,2025,5,157,11,2,2,3,3
EI0603979ES,2025,6,160,8,0,0,0,3
EI0603979ES,2025,7,160,4,2,0,1,3
EI0603979ES,2025,8,154,8,0,0,1,3
EI0603979ES,2025,9,159,3,0,0,0,3
EI0603979ES,2025,10,162,8,1,0,3,4
EI0603979ES,2025,11,156,8,0,0,1,2
EI0603979ES,2025,12,164,0,0,0,0,1
EI0603979ES,2026,1,151,1,0,0,0,2
EI0103980ES,2025,2,156,6,0,0,1,3
EI0103980ES,2025,3,149,1,0,0,0,1
EI0103980ES,2025,4,156,6,1,1,0,2
EI0103980ES,2025,5,157,2,0,0,0,3
EI0103980ES,2025,6,148,2,1,0,1,4
EI0103980ES,2025,7,161,4,1,0,3,4
EI0103980ES,2025,8,151,1,1,1,0,1
EI0103980ES,2025,9,162,6,0,0,1,3
EI0103980ES,2025,10,152,6,1,1,1,3
EI0103980ES,2025,11,166,4,2,1,0,3
EI0103980ES,2025,12,162,2,3,0,0,3
EI0103980ES,2026,1,175,2,0,0,0,2
EI9103981ES,2025,2,156,1,0,0,1,2
EI9103981ES,2025,3,162,7,0,2,3,3
EI9103981ES,2025,4,165,16,1,0,0,3
EI9103981ES,2025,5,148,3,0,1,1,3
EI9103981ES,2025,6,154,1,0,0,1,3
EI9103981ES,2025,7,153,20,2,1,0,3
EI9103981ES,2025,8,159,1,0,0,0,3
EI9103981ES,2025,9,151,4,0,0,0,3
EI9103981ES,2025,10,142,5,0,0,0,1
EI9103981ES,2025,11,154,7,2,0,1,3
EI9103981ES,2025,12,152,8,0,0,0,2
EI9103981ES,2026,1,153,4,0,0,1,3
EI0903982ES,2025,2,163,3,0,0,1,1
EI0903982ES,2025,3,155,3,1,1,0,2
EI0903982ES,2025,4,168,3,2,0,0,1
EI0903982ES,2025,5,153,16,1,0,1,3
EI0903982ES,2025,6,148,6,2,0,0,2
EI0903982ES,2025,7,146,7,0,0,0,2
EI0903982ES,2025,8,159,5,1,0,1,3
EI0903982ES,2025,9,155,6,0,1,5,3
EI0903982ES,2025,10,175,9,1,0,1,3
EI0903982ES,2025,11,159,13,2,0,0,3
EI0903982ES,2025,12,152,1,2,0,2,3
EI0903982ES,2026,1,157,2,1,0,3,3
EI9703983ES,2025,2,152,6,0,1,1,4
EI9703983ES,2025,3,173,3,0,0,2,4
EI9703983ES,2025,4,158,7,0,0,1,1
EI9703983ES,2025,5,159,3,0,0,2,2
EI9703983ES,2025,6,168,6,0,0,0,3
EI9703983ES,2025,7,147,5,0,1,1,3
EI9703983ES,2025,8,160,10,1,0,3,1
EI9703983ES,2025,9,162,3,1,1,1,3
EI9703983ES,2025,10,161,9,1,0,1,2
EI9703983ES,2025,11,171,1,0,0,0,2
EI9703983ES,2025,12,166,3,0,0,5,3
EI9703983ES,2026,1,155,5,2,0,0,3
EI9803984ES,2025,2,155,1,1,2,2,3
EI9803984ES,2025,3,171,3,2,0,0,2
EI9803984ES,2025,4,151,12,0,0,0,1
EI9803984ES,2025,5,158,3,2,1,0,3
EI9803984ES,2025,6,169,4,1,1,0,4
EI9803984ES,2025,7,164,3,1,1,0,3
EI9803984ES,2025,8,157,3,0,1,0,2
EI9803984ES,2025,9,156,6,0,0,2,2
EI9803984ES,2025,10,163,3,1,0,1,2
EI9803984ES,2025,11,159,2,0,0,0,3
EI9803984ES,2025,12,152,8,1,0,0,3
EI9803984ES,2026,1,155,2,0,1,1,3
EI9403985ES,2025,2,166,14,1,0,2,3
EI9403985ES,2025,3,165,8,0,1,0,2
EI9403985ES,2025,4,167,15,0,0,1,1
EI9403985ES,2025,5,159,7,1,0,1,1
EI9403985ES,2025,6,155,2,1,1,2,3
EI9403985ES,2025,7,176,3,0,0,2,2
EI9403985ES,2025,8,152,11,0,1,1,4
EI9403985ES,2025,9,161,4,0,0,0,3
EI9403985ES,2025,10,165,15,0,1,0,3
EI9403985ES,2025,11,151,1,0,0,2,3
EI9403985ES,2025,12,155,1,0,0,0,3
EI9403985ES,2026,1,154,16,1,0,0,2
EI0503986ES,2025,2,166,2,0,1,2,3
EI0503986ES,2025,3,171,2,0,0,2,1
EI0503986ES,2025,4,159,6,0,0,1,2
EI0503986ES,2025,5,148,9,1,0,2,3
EI0503986ES,2025,6,158,5,0,0,0,3
EI0503986ES,2025,7,158,5,0,1,1,3
EI0503986ES,2025,8,153,5,1,0,1,2
EI0503986ES,2025,9,174,3,1,1,0,3
EI0503986ES,2025,10,157,4,0,1,1,3
EI0503986ES,2025,11,146,7,1,1,1,2
EI0503986ES,2025,12,156,2,0,0,0,1
EI0503986ES,2026,1,169,1,0,0,1,3
EI2203987ES,2025,2,166,8,0,0,0,3
EI2203987ES,2025,3,171,18,1,0,0,1
EI2203987ES,2025,4,147,6,1,1,2,3
EI2203987ES,2025,5,159,6,1,0,1,4
EI2203987ES,2025,6,151,4,1,0,1,2
EI2203987ES,2025,7,173,0,2,0,1,3
EI2203987ES,2025,8,154,7,0,0,1,2
EI2203987ES,2025,9,173,8,1,0,0,2
EI2203987ES,2025,10,155,5,0,0,0,2
EI2203987ES,2025,11,155,8,0,0,0,3
EI2203987ES,2025,12,174,3,0,0,1,2
EI2203987ES,2026,1,144,0,1,0,1,3
EI0903988ES,2025,2,161,9,2,0,0,3
EI0903988ES,2025,3,146,2,0,0,2,3
EI0903988ES,2025,4,153,8,0,0,1,2
EI0903988ES,2025,5,174,10,0,0,1,3
EI0903988ES,2025,6,155,2,0,0,1,3
EI0903988ES,2025,7,162,4,1,0,3,3
EI0903988ES,2025,8,159,2,0,0,0,2
EI0903988ES,2025,9,161,4,0,0,0,2
EI0903988ES,2025,10,171,7,1,0,0,3
EI0903988ES,2025,11,156,1,1,0,0,3
EI0903988ES,2025,12,168,10,0,1,0,2
EI0903988ES,2026,1,161,2,1,0,0,3
EI0903989ES,2025,2,154,7,1,0,1,1
EI0903989ES,2025,3,142,2,1,0,0,3
EI0903989ES,2025,4,157,4,1,0,1,2
EI0903989ES,2025,5,151,2,2,0,0,2
EI0903989ES,2025,6,156,6,3,0,1,3
EI0903989ES,2025,7,163,0,1,1,1,3
EI0903989ES,2025,8,163,7,0,0,0,2
EI0903989ES,2025,9,173,18,0,0,3,2
EI0903989ES,2025,10,170,2,0,0,1,3
EI0903989ES,2025,11,157,7,0,0,0,2
EI0903989ES,2025,12,156,4,0,0,0,2
EI0903989ES,2026,1,152,3,2,1,0,2
EI1403990ES,2025,2,165,12,0,0,1,1
EI1403990ES,2025,3,166,13,2,0,1,4
EI1403990ES,2025,4,159,5,0,0,0,2
EI1403990ES,2025,5,156,8,0,0,1,3
EI1403990ES,2025,6,160,13,0,0,2,2
EI1403990ES,2025,7,151,2,0,1,2,1
EI1403990ES,2025,8,160,2,1,1,3,4
EI1403990ES,2025,9,152,5,0,0,1,3
EI1403990ES,2025,10,152,5,1,0,2,1
EI1403990ES,2025,11,154,3,1,0,0,3
EI1403990ES,2025,12,152,2,0,0,1,2
EI1403990ES,2026,1,172,2,1,0,0,1
EI0403991ES,2025,2,155,5,1,0,0,2
EI0403991ES,2025,3,156,0,1,0,2,2
EI0403991ES,2025,4,159,8,4,0,2,2
EI0403991ES,2025,5,161,5,0,0,2,3
EI0403991ES,2025,6,153,15,0,0,4,1
EI0403991ES,2025,7,173,3,0,1,0,2
EI0403991ES,2025,8,159,4,1,0,1,2
EI0403991ES,2025,9,154,1,1,0,1,2
EI0403991ES,2025,10,162,8,0,0,1,1
EI0403991ES,2025,11,177,17,1,0,2,3
EI0403991ES,2025,12,158,10,0,1,0,3
EI0403991ES,2026,1,153,3,0,0,0,3
EI1103992ES,2025,2,141,1,2,0,0,2
EI1103992ES,2025,3,159,17,0,0,0,1
EI1103992ES,2025,4,146,4,1,1,2,3
EI1103992ES,2025,5,149,1,1,0,0,2
EI1103992ES,2025,6,160,17,0,0,0,1
EI1103992ES,2025,7,162,2,0,1,2,2
EI1103992ES,2025,8,153,3,1,0,1,1
EI1103992ES,2025,9,169,6,0,0,1,2
EI1103992ES,2025,10,157,0,0,0,0,2
EI1103992ES,2025,11,163,13,1,0,0,3
EI1103992ES,2025,12,172,8,1,0,1,3
EI1103992ES,2026,1,154,3,0,0,0,3
EI1403993ES,2025,2,170,3,0,0,0,2
EI1403993ES,2025,3,158,5,1,0,0,3
EI1403993ES,2025,4,175,7,0,0,0,2
EI1403993ES,2025,5,157,7,1,0,0,3
EI1403993ES,2025,6,150,6,1,1,1,3
EI1403993ES,2025,7,160,18,0,0,0,1
EI1403993ES,2025,8,158,10,0,0,0,2
EI1403993ES,2025,9,167,7,1,0,1,3
EI1403993ES,2025,10,169,12,0,1,1,1
EI1403993ES,2025,11,148,10,1,0,0,3
EI1403993ES,2025,12,156,15,0,0,1,2
EI1403993ES,2026,1,162,17,2,1,1,3
EI2303994ES,2025,2,151,4,1,0,2,3
EI2303994ES,2025,3,158,6,0,0,2,4
EI2303994ES,2025,4,171,3,0,0,2,2
EI2303994ES,2025,5,162,2,1,0,0,3
EI2303994ES,2025,6,165,4,1,0,1,3
