numero_empleado,titulo,departamento,fecha_ingreso,modalidad_trabajo,salario_bruto_anual_eur
EI2403281ES,Ejecutivo Comercial,Comercial,2024-04-05,Oficina,48687
EI0903282ES,Asistente Comercial,Comercial,2009-10-29,Oficina,27849
EI1503283ES,Analista de Crédito,Crédito,2015-03-13,Oficina,58737
EI1703284ES,Soporte IT,IT,2017-03-20,Remoto,33610
EI1903285ES,Analista de Operaciones,Operaciones,2019-03-02,Oficina,42994
EI1503286ES,Supervisor de Sucursal,Atención al Cliente,2015-03-04,Oficina,35573
EI9003287ES,Analista de Operaciones,Operaciones,1990-02-20,Híbrido,46294
EI9603288ES,Gerente de Operaciones,Operaciones,1996-05-23,Híbrido,117110
EI9103289ES,Asistente de Plataforma,Atención al Cliente,1991-05-06,Oficina,31998
EI0803290ES,Arquitecto de Software,IT,2008-03-22,Remoto,108699
EI2003291ES,Asistente de Crédito,Crédito,2020-05-07,Híbrido,27402
EI9403292ES,Desarrollador,IT,1994-03-12,Remoto,65063
EI0803293ES,Desarrollador,IT,2008-04-03,Híbrido,44771
EI1503294ES,Cajero,Atención al Cliente,2015-03-15,Oficina,25947
EI9403295ES,Analista de Riesgo,Riesgo,1994-05-29,Oficina,62020
EI2603296ES,Gerente Comercial,Comercial,2026-03-18,Híbrido,104636
EI0503297ES,Asistente Comercial,Comercial,2005-02-09,Híbrido,26969
EI2403298ES,Arquitecto de Software,IT,2024-11-11,Remoto,87501
EI0003299ES,Gerente de Área,Gerencia,2000-10-17,Híbrido,128509
EI1803300ES,Analista de Riesgo,Riesgo,2018-01-31,Oficina,69458
EI9703301ES,Gerente de Crédito,Crédito,1997-05-14,Oficina,101353
EI9003302ES,Gerente IT,IT,1990-04-17,Remoto,123678
EI0703303ES,Soporte IT,IT,2007-07-11,Remoto,44865
EI9203304ES,Gerente de Operaciones,Operaciones,1992-06-22,Híbrido,87653
EI9903305ES,Soporte IT,IT,1999-01-24,Híbrido,31229
EI9803306ES,Asistente Comercial,Comercial,1998-09-03,Oficina,30486
EI9203307ES,Gerente Comercial,Comercial,1992-12-20,Oficina,94588
EI1903308ES,Asistente Comercial,Comercial,2019-01-30,Oficina,29575
EI1803309ES,Analista de Operaciones,Operaciones,2018-04-03,Oficina,54874
EI0403310ES,Asistente Comercial,Comercial,2004-06-01,Híbrido,25890
EI2403311ES,Ejecutivo Comercial,Comercial,2024-09-14,Oficina,40806
EI0903312ES,Asistente de Crédito,Crédito,2009-11-20,Oficina,31736
EI2203313ES,Gerente Comercial,Comercial,2022-09-29,Oficina,94140
EI0203314ES,Asistente Comercial,Comercial,2002-07-21,Oficina,29425
EI0903315ES,Asistente de Plataforma,Atención al Cliente,2009-10-07,Oficina,30253
EI0203316ES,Soporte IT,IT,2002-08-18,Híbrido,36401
EI2203317ES,Director Financiero,Dirección,2022-01-16,Oficina,149427
EI0803318ES,Asistente Comercial,Comercial,2008-02-02,Oficina,31744
EI9603319ES,Asistente de Crédito,Crédito,1996-02-26,Oficina,30645
EI2503320ES,Analista RRHH,Talento Humano,2025-10-29,Híbrido,33016
EI1803321ES,Asistente Comercial,Comercial,2018-01-20,Híbrido,32768
EI9703322ES,Gerente Comercial,Comercial,1997-03-22,Oficina,107055
EI9103323ES,Analista de Crédito,Crédito,1991-01-08,Híbrido,48018
EI9803324ES,Gerente Comercial,Comercial,1998-10-05,Oficina,83004
EI0003325ES,Analista de Operaciones,Operaciones,2000-05-30,Oficina,37922
EI0603326ES,Ejecutivo Comercial,Comercial,2006-01-20,Oficina,58426
EI0503327ES,Arquitecto de Software,IT,2005-06-19,Híbrido,96300
EI1403328ES,Ejecutivo Comercial,Comercial,2014-06-08,Híbrido,37593
EI9903329ES,Gerente de Crédito,Crédito,1999-03-12,Oficina,80765
EI1703330ES,Gerente de Riesgo,Riesgo,2017-01-17,Oficina,90707
EI9503331ES,Analista de Datos,IT,1995-01-20,Remoto,59343
EI1303332ES,Arquitecto de Software,IT,2013-01-09,Híbrido,90824
EI1203333ES,Asistente de Plataforma,Atención al Cliente,2012-03-28,Oficina,31947
EI0503334ES,Asistente Comercial,Comercial,2005-06-22,Oficina,31160
EI9903335ES,Gerente Comercial,Comercial,1999-10-16,Oficina,99326
EI1403336ES,Asistente Comercial,Comercial,2014-06-16,Híbrido,29861
EI1603337ES,Desarrollador,IT,2016-07-31,Híbrido,43223
EI0403338ES,Asistente Comercial,Comercial,2004-06-28,Oficina,25782
EI0303339ES,Director IT,Dirección,2003-03-11,Híbrido,153440
EI0903340ES,Gerente de Riesgo,Riesgo,2009-05-05,Híbrido,98048
EI0003341ES,Gerente Comercial,Comercial,2000-08-10,Oficina,99605
EI0103342ES,Asistente de Crédito,Crédito,2001-03-22,Híbrido,26664
EI1303343ES,Analista de Datos,IT,2013-12-18,Híbrido,52096
EI2303344ES,Ejecutivo Comercial,Comercial,2023-03-28,Oficina,51372
EI9303345ES,Gerente de Operaciones,Operaciones,1993-05-16,Oficina,80918
EI9403346ES,Supervisor de Sucursal,Atención al Cliente,1994-02-20,Oficina,51107
EI1403347ES,Asistente de Crédito,Crédito,2014-01-20,Oficina,27988
EI9803348ES,Asistente de Crédito,Crédito,1998-09-04,Híbrido,29277
EI1503349ES,Gerente de Crédito,Crédito,2015-09-07,Híbrido,105790
EI1203350ES,Asistente Comercial,Comercial,2012-01-15,Híbrido,34936
EI2303351ES,Gerente de Operaciones,Operaciones,2023-12-31,Oficina,107919
EI0003352ES,Asistente de Crédito,Crédito,2000-11-25,Oficina,26883
EI2003353ES,Asistente Comercial,Comercial,2020-07-28,Híbrido,30217
EI0503354ES,Gerente IT,IT,2005-03-08,Remoto,105001
EI1203355ES,Gerente de Área,Gerencia,2012-02-09,Híbrido,128575
EI2003356ES,Ejecutivo Comercial,Comercial,2020-07-15,Híbrido,38899
EI2103357ES,Analista de Crédito,Crédito,2021-05-28,Híbrido,37001
EI0003358ES,Analista de Riesgo,Riesgo,2000-08-01,Híbrido,69501
EI2403359ES,Soporte IT,IT,2024-12-25,Híbrido,43231
EI0603360ES,Gerente IT,IT,2006-05-18,Remoto,90147
EI9603361ES,Supervisor de Sucursal,Atención al Cliente,1996-06-11,Oficina,37764
EI9803362ES,Arquitecto de Software,IT,1998-02-04,Remoto,84674
EI2003363ES,Ejecutivo Comercial,Comercial,2020-03-24,Oficina,40217
EI2003364ES,Director IT,Dirección,2020-06-12,Remoto,177242
EI2403365ES,Gerente Comercial,Comercial,2024-11-13,Híbrido,91957
EI2003366ES,Gerente Comercial,Comercial,2020-10-21,Híbrido,87361
EI9603367ES,Asistente Comercial,Comercial,1996-09-29,Oficina,26193
EI1503368ES,Gerente de Riesgo,Riesgo,2015-08-07,Híbrido,89092
EI0703369ES,Analista RRHH,Talento Humano,2007-11-07,Oficina,44965
EI0003370ES,Analista de Riesgo,Riesgo,2000-07-20,Híbrido,54088
EI9703371ES,Gerente de Operaciones,Operaciones,1997-02-07,Oficina,88314
EI2503372ES,Director Comercial,Dirección,2025-10-24,Oficina,122222
EI0903373ES,Soporte IT,IT,2009-06-06,Remoto,41783
EI0303374ES,Asistente de Crédito,Crédito,2003-02-03,Híbrido,27129
EI0503375ES,Asistente Comercial,Comercial,2005-02-24,Oficina,34989
EI0203376ES,Gerente IT,IT,2002-09-20,Remoto,112726
EI1403377ES,Supervisor de Sucursal,Atención al Cliente,2014-06-24,Oficina,51630
EI2603378ES,Gerente de Área,Gerencia,2026-05-07,Híbrido,92346
EI0603379ES,Cajero,Atención al Cliente,2006-01-05,Oficina,29566
EI0003380ES,Gerente Comercial,Comercial,2000-07-21,Híbrido,105649
EI0703381ES,Analista de Datos,IT,2007-07-08,Híbrido,76300
EI9103382ES,Gerente de Riesgo,Riesgo,1991-03-06,Híbrido,109622
EI2403383ES,Analista de Datos,IT,2024-12-31,Híbrido,50111
EI1803384ES,Asistente Comercial,Comercial,2018-03-01,Híbrido,32559
EI1303385ES,Asistente Comercial,Comercial,2013-11-15,Híbrido,33068
EI1703386ES,Gerente de Riesgo,Riesgo,2017-12-22,Híbrido,117656
EI1203387ES,Asistente de Crédito,Crédito,2012-04-21,Oficina,27521
EI1303388ES,Ejecutivo Comercial,Comercial,2013-02-25,Oficina,53900
EI2303389ES,Analista de Riesgo,Riesgo,2023-08-20,Híbrido,41251
EI0703390ES,Gerente de Operaciones,Operaciones,2007-11-18,Oficina,92205
EI9203391ES,Analista de Crédito,Crédito,1992-04-29,Híbrido,57790
EI1903392ES,Gerente Comercial,Comercial,2019-10-07,Híbrido,93616
EI2203393ES,Director IT,Dirección,2022-08-23,Remoto,160602
EI1503394ES,Analista de Datos,IT,2015-07-14,Híbrido,47511
EI9503395ES,Asistente Comercial,Comercial,1995-08-08,Híbrido,27751
EI9703396ES,Asistente de Crédito,Crédito,1997-11-22,Híbrido,30613
EI0103397ES,Asistente de Plataforma,Atención al Cliente,2001-04-08,Oficina,25990
EI0703398ES,Asistente Comercial,Comercial,2007-08-21,Híbrido,32547
EI9603399ES,Gerente Comercial,Comercial,1996-04-18,Híbrido,93135
EI1803400ES,Arquitecto de Software,IT,2018-08-19,Híbrido,86162
EI1303401ES,Asistente de Crédito,Crédito,2013-11-23,Híbrido,34438
EI9903402ES,Ejecutivo Comercial,Comercial,1999-12-20,Oficina,41375
EI0803403ES,Analista de Riesgo,Riesgo,2008-02-29,Híbrido,45387
EI2003404ES,Gerente de Riesgo,Riesgo,2020-09-14,Oficina,101487
EI2203405ES,Analista de Riesgo,Riesgo,2022-05-29,Oficina,55836
EI0703406ES,Ejecutivo Comercial,Comercial,2007-06-15,Oficina,40494
EI1603407ES,Asistente de Plataforma,Atención al Cliente,2016-06-05,Oficina,26631
EI9903408ES,Asistente Comercial,Comercial,1999-12-21,Híbrido,30625
EI0003409ES,Gerente Comercial,Comercial,2000-01-11,Oficina,103061
EI0603410ES,Gerente de Área,Gerencia,2006-07-25,Oficina,113973
EI1103411ES,Supervisor de Sucursal,Atención al Cliente,2011-12-19,Oficina,52004
EI0703412ES,Desarrollador,IT,2007-04-30,Híbrido,61258
EI2303413ES,Analista de Riesgo,Riesgo,2023-11-30,Híbrido,55983
EI0003414ES,Desarrollador,IT,2000-01-22,Híbrido,40498
EI1803415ES,Ejecutivo Comercial,Comercial,2018-03-06,Oficina,55420
EI9503416ES,Gerente de Área,Gerencia,1995-01-29,Híbrido,121537
EI9203417ES,Gerente de Operaciones,Operaciones,1992-02-08,Híbrido,93051
EI0003418ES,Asistente Comercial,Comercial,2000-08-02,Oficina,29409
EI0603419ES,Director Financiero,Dirección,2006-05-04,Híbrido,133774
EI9303420ES,Ejecutivo Comercial,Comercial,1993-12-16,Híbrido,45657
EI9403421ES,Analista de Riesgo,Riesgo,1994-10-28,Híbrido,50707
EI9403422ES,Gerente Comercial,Comercial,1994-10-23,Oficina,84194
EI1703423ES,Desarrollador,IT,2017-10-13,Remoto,54055
EI2203424ES,Director IT,Dirección,2022-08-25,Híbrido,175435
EI2503425ES,Gerente de Riesgo,Riesgo,2025-10-31,Híbrido,107934
EI9203426ES,Analista de Riesgo,Riesgo,1992-01-21,Híbrido,40526
EI2103427ES,Gerente Comercial,Comercial,2021-04-09,Híbrido,77150
EI9103428ES,Gerente Comercial,Comercial,1991-07-31,Oficina,93190
EI0703429ES,Asistente de Plataforma,Atención al Cliente,2007-03-06,Oficina,31670
EI2103430ES,Gerente de Crédito,Crédito,2021-03-23,Híbrido,108779
EI9203431ES,Asistente de Crédito,Crédito,1992-09-12,Oficina,34913
EI9003432ES,Ejecutivo Comercial,Comercial,1990-04-21,Híbrido,43902
EI0003433ES,Gerente de Crédito,Crédito,2000-07-17,Híbrido,103702
EI9703434ES,Analista de Datos,IT,1997-04-21,Remoto,53968
EI2603435ES,Asistente Comercial,Comercial,2026-04-18,Híbrido,32014
EI0403436ES,Gerente de Operaciones,Operaciones,2004-07-21,Híbrido,118244
EI1403437ES,Ejecutivo Comercial,Comercial,2014-03-05,Híbrido,49490
EI9703438ES,Asistente de Plataforma,Atención al Cliente,1997-07-08,Oficina,25264
EI2103439ES,Ejecutivo Comercial,Comercial,2021-09-03,Híbrido,46071
EI2003440ES,Supervisor de Sucursal,Atención al Cliente,2020-01-10,Oficina,44162
EI1803441ES,Asistente Comercial,Comercial,2018-05-11,Híbrido,30562
EI2503442ES,Analista de Crédito,Crédito,2025-09-25,Híbrido,45398
EI1203443ES,Gerente de Crédito,Crédito,2012-07-09,Híbrido,78447
EI9503444ES,Asistente Comercial,Comercial,1995-04-29,Híbrido,26359
EI9103445ES,Analista de Riesgo,Riesgo,1991-02-21,Oficina,44460
EI9103446ES,Cajero,Atención al Cliente,1991-12-04,Oficina,23277
EI0603447ES,Asistente de Plataforma,Atención al Cliente,2006-09-17,Oficina,26761
EI9303448ES,Gerente de Área,Gerencia,1993-04-06,Oficina,105494
EI9503449ES,Asistente de Crédito,Crédito,1995-03-12,Híbrido,30340
EI9903450ES,Gerente Comercial,Comercial,1999-05-07,Híbrido,70365
EI1103451ES,Especialista RRHH,Talento Humano,2011-07-22,Oficina,36107
EI1403452ES,Analista de Operaciones,Operaciones,2014-12-03,Oficina,59187
EI9403453ES,Supervisor de Sucursal,Atención al Cliente,1994-07-03,Oficina,44303
EI0203454ES,Asistente de Plataforma,Atención al Cliente,2002-10-04,Oficina,31516
EI1703455ES,Asistente Comercial,Comercial,2017-09-03,Híbrido,31276
EI1703456ES,Supervisor de Sucursal,Atención al Cliente,2017-10-23,Oficina,51076
EI1203457ES,Gerente de Talento Humano,Talento Humano,2012-05-30,Híbrido,94554
EI1803458ES,Analista de Operaciones,Operaciones,2018-08-03,Híbrido,49452
EI9603459ES,Gerente de Área,Gerencia,1996-09-18,Oficina,90417
EI1303460ES,Ejecutivo Comercial,Comercial,2013-02-11,Oficina,59207
EI0203461ES,Especialista RRHH,Talento Humano,2002-12-01,Oficina,41853
EI9903462ES,Asistente Comercial,Comercial,1999-10-19,Oficina,27832
EI9803463ES,Gerente de Operaciones,Operaciones,1998-07-17,Oficina,84123
EI1703464ES,Cajero,Atención al Cliente,2017-03-18,Oficina,23173
EI9003465ES,Asistente Comercial,Comercial,1990-04-27,Oficina,29994
EI0603466ES,Gerente de Riesgo,Riesgo,2006-12-02,Oficina,80531
EI0803467ES,Gerente de Operaciones,Operaciones,2008-08-19,Híbrido,97196
EI9903468ES,Gerente de Talento Humano,Talento Humano,1999-02-24,Híbrido,116224
EI9103469ES,Ejecutivo Comercial,Comercial,1991-02-01,Oficina,52449
EI0803470ES,Analista de Crédito,Crédito,2008-02-15,Oficina,51996
EI9703471ES,Analista de Datos,IT,1997-12-09,Remoto,56840
EI1003472ES,Analista de Operaciones,Operaciones,2010-10-29,Híbrido,45513
EI1503473ES,Gerente de Área,Gerencia,2015-03-19,Híbrido,107408
EI0603474ES,Gerente de Operaciones,Operaciones,2006-12-31,Oficina,90142
EI9603475ES,Gerente de Área,Gerencia,1996-05-22,Híbrido,95913
EI1903476ES,Analista de Riesgo,Riesgo,2019-07-03,Oficina,58146
EI0703477ES,Director Financiero,Dirección,2007-08-10,Oficina,123479
EI9503478ES,Analista de Operaciones,Operaciones,1995-06-05,Híbrido,56149
EI9203479ES,Gerente de Operaciones,Operaciones,1992-11-03,Oficina,109960
EI0903480ES,Gerente Comercial,Comercial,2009-11-13,Oficina,84239
EI0403481ES,Gerente Comercial,Comercial,2004-08-13,Oficina,81913
EI1503482ES,Arquitecto de Software,IT,2015-11-13,Híbrido,107150
EI9703483ES,Gerente de Área,Gerencia,1997-09-05,Híbrido,96606
EI1903484ES,Analista de Operaciones,Operaciones,2019-06-26,Oficina,54175
EI0003485ES,Analista de Riesgo,Riesgo,2000-08-07,Oficina,58125
EI9703486ES,Cajero,Atención al Cliente,1997-06-21,Oficina,24663
EI0603487ES,Analista RRHH,Talento Humano,2006-04-25,Oficina,38012
EI1403488ES,Ejecutivo Comercial,Comercial,2014-12-09,Híbrido,45094
EI9503489ES,Especialista RRHH,Talento Humano,1995-06-25,Híbrido,51026
EI2303490ES,Asistente de Crédito,Crédito,2023-05-12,Oficina,33078
EI2603491ES,Gerente Comercial,Comercial,2026-04-04,Híbrido,95761
EI9003492ES,Gerente Comercial,Comercial,1990-11-17,Híbrido,107423
EI0103493ES,Analista de Operaciones,Operaciones,2001-05-22,Híbrido,53927
EI2203494ES,Asistente Comercial,Comercial,2022-02-04,Oficina,26908
EI1703495ES,Analista de Datos,IT,2017-01-28,Híbrido,73756
EI1503496ES,Gerente de Crédito,Crédito,2015-08-13,Híbrido,81424
EI9703497ES,Director Financiero,Dirección,1997-04-09,Híbrido,123633
EI1903498ES,Arquitecto de Software,IT,2019-11-28,Remoto,109052
EI1203499ES,Soporte IT,IT,2012-04-29,Híbrido,41776
EI1103500ES,Gerente Comercial,Comercial,2011-12-30,Oficina,91422
EI1503501ES,Supervisor de Sucursal,Atención al Cliente,2015-01-17,Oficina,52004
EI9503502ES,Cajero,Atención al Cliente,1995-11-11,Oficina,23222
EI2603503ES,Cajero,Atención al Cliente,2026-06-10,Oficina,27531
EI9603504ES,Gerente IT,IT,1996-01-17,Remoto,113875
EI1403505ES,Director Financiero,Dirección,2014-08-01,Oficina,132349
EI9103506ES,Gerente Comercial,Comercial,1991-12-30,Híbrido,87387
EI1303507ES,Analista de Riesgo,Riesgo,2013-04-07,Híbrido,56497
EI2003508ES,Analista de Crédito,Crédito,2020-08-31,Híbrido,41900
EI1303509ES,Asistente de Crédito,Crédito,2013-01-26,Oficina,30855
EI1803510ES,Gerente de Crédito,Crédito,2018-08-05,Híbrido,105061
EI2503511ES,Gerente de Riesgo,Riesgo,2025-10-29,Oficina,82650
EI0203512ES,Gerente IT,IT,2002-06-23,Híbrido,109798
EI1803513ES,Analista de Riesgo,Riesgo,2018-12-14,Híbrido,42687
EI1003514ES,Cajero,Atención al Cliente,2010-08-24,Oficina,22544
EI9703515ES,Especialista RRHH,Talento Humano,1997-04-24,Oficina,41882
EI2403516ES,Gerente Comercial,Comercial,2024-12-10,Oficina,79778
EI1603517ES,Asistente de Crédito,Crédito,2016-04-29,Oficina,30705
EI0303518ES,Gerente Comercial,Comercial,2003-08-01,Híbrido,83031
EI1903519ES,Analista de Crédito,Crédito,2019-04-30,Oficina,59081
EI1703520ES,Gerente de Crédito,Crédito,2017-06-16,Oficina,82866
EI0803521ES,Asistente Comercial,Comercial,2008-08-22,Oficina,32702
EI2003522ES,Gerente de Riesgo,Riesgo,2020-10-22,Híbrido,118894
EI1703523ES,Gerente Comercial,Comercial,2017-04-21,Oficina,77547
EI9203524ES,Analista de Operaciones,Operaciones,1992-03-04,Oficina,55751
EI9603525ES,Asistente de Crédito,Crédito,1996-10-22,Oficina,26893
EI9503526ES,Gerente Comercial,Comercial,1995-04-19,Híbrido,100169
EI2303527ES,Director IT,Dirección,2023-10-06,Híbrido,163265
EI9503528ES,Gerente de Operaciones,Operaciones,1995-03-02,Oficina,119704
EI9503529ES,Gerente de Riesgo,Riesgo,1995-01-21,Híbrido,105072
EI9503530ES,Gerente de Crédito,Crédito,1995-10-23,Oficina,81842
EI1703531ES,Gerente de Operaciones,Operaciones,2017-09-13,Híbrido,82091
EI2203532ES,Gerente de Crédito,Crédito,2022-06-07,Híbrido,92474
EI9803533ES,Director de Riesgo,Dirección,1998-11-18,Oficina,160827
EI0303534ES,Gerente Comercial,Comercial,2003-03-04,Oficina,107478
EI0703535ES,Asistente de Plataforma,Atención al Cliente,2007-01-22,Oficina,28526
EI1403536ES,Cajero,Atención al Cliente,2014-01-19,Oficina,22109
EI9803537ES,Supervisor de Sucursal,Atención al Cliente,1998-01-09,Oficina,49920
EI1903538ES,Asistente de Crédito,Crédito,2019-11-02,Oficina,29939
EI2403539ES,Gerente Comercial,Comercial,2024-04-15,Oficina,88484
EI9403540ES,Gerente de Área,Gerencia,1994-01-16,Oficina,108641
EI2003541ES,Analista RRHH,Talento Humano,2020-08-21,Oficina,42936
EI9003542ES,Asistente de Plataforma,Atención al Cliente,1990-05-24,Oficina,28351
EI9603543ES,Gerente de Riesgo,Riesgo,1996-09-25,Híbrido,119080
EI9503544ES,Analista de Datos,IT,1995-10-12,Híbrido,46121
EI0503545ES,Desarrollador,IT,2005-09-12,Híbrido,64936
EI2603546ES,Gerente de Riesgo,Riesgo,2026-02-16,Híbrido,94065
EI2403547ES,Gerente Comercial,Comercial,2024-12-14,Híbrido,108237
EI2403548ES,Gerente de Riesgo,Riesgo,2024-10-28,Oficina,86368
EI9503549ES,Ejecutivo Comercial,Comercial,1995-04-28,Híbrido,39649
EI0903550ES,Cajero,Atención al Cliente,2009-01-05,Oficina,29660
EI1403551ES,Ejecutivo Comercial,Comercial,2014-08-29,Híbrido,45703
EI0303552ES,Analista de Datos,IT,2003-10-08,Híbrido,53541
EI0103553ES,Gerente de Talento Humano,Talento Humano,2001-08-20,Oficina,84911
EI9603554ES,Gerente Comercial,Comercial,1996-04-26,Oficina,101578
EI9503555ES,Asistente de Plataforma,Atención al Cliente,1995-07-11,Oficina,28928
EI1103556ES,Gerente de Área,Gerencia,2011-07-03,Híbrido,105126
EI9203557ES,Ejecutivo Comercial,Comercial,1992-09-15,Oficina,40451
EI2203558ES,Analista de Operaciones,Operaciones,2022-03-31,Oficina,58643
EI0903559ES,Ejecutivo Comercial,Comercial,2009-02-12,Oficina,54359
EI0003560ES,Analista de Datos,IT,2000-03-27,Híbrido,53518
EI1303561ES,Analista de Riesgo,Riesgo,2013-10-27,Oficina,61302
EI0403562ES,Ejecutivo Comercial,Comercial,2004-04-30,Oficina,43554
EI1803563ES,Asistente Comercial,Comercial,2018-05-04,Oficina,25124
EI9103564ES,Analista de Riesgo,Riesgo,1991-06-15,Oficina,48182
EI9003565ES,Gerente de Crédito,Crédito,1990-10-04,Híbrido,93801
EI1503566ES,Analista de Datos,IT,2015-04-27,Remoto,74587
EI2503567ES,Analista de Datos,IT,2025-04-18,Híbrido,65202
EI0903568ES,Ejecutivo Comercial,Comercial,2009-11-12,Híbrido,54337
EI0203569ES,Desarrollador,IT,2002-10-15,Híbrido,67863
EI0103570ES,Gerente de Operaciones,Operaciones,2001-04-09,Oficina,111429
EI2603571ES,Gerente Comercial,Comercial,2026-05-04,Híbrido,86456
EI9003572ES,Analista de Operaciones,Operaciones,1990-02-14,Oficina,38622
EI9203573ES,Asistente Comercial,Comercial,1992-08-31,Oficina,26941
EI9903574ES,Gerente Comercial,Comercial,1999-04-19,Híbrido,71746
EI0003575ES,Asistente de Crédito,Crédito,2000-04-23,Híbrido,26644
EI0203576ES,Analista de Datos,IT,2002-05-22,Remoto,50896
EI0903577ES,Arquitecto de Software,IT,2009-01-04,Híbrido,103834
EI9003578ES,Asistente de Crédito,Crédito,1990-08-04,Oficina,33468
EI1003579ES,Desarrollador,IT,2010-02-01,Híbrido,47038
EI2203580ES,Gerente de Área,Gerencia,2022-04-16,Híbrido,97089
EI9203581ES,Asistente Comercial,Comercial,1992-09-23,Oficina,32593
EI1203582ES,Gerente de Riesgo,Riesgo,2012-10-21,Híbrido,82782
EI9403583ES,Analista de Datos,IT,1994-07-24,Híbrido,61154
EI2103584ES,Analista de Riesgo,Riesgo,2021-12-19,Híbrido,47510
EI9203585ES,Gerente Comercial,Comercial,1992-02-23,Híbrido,88856
EI1203586ES,Analista de Riesgo,Riesgo,2012-01-27,Oficina,49838
EI9703587ES,Analista de Datos,IT,1997-11-06,Híbrido,52484
EI9003588ES,Gerente de Crédito,Crédito,1990-10-13,Híbrido,107036
EI0503589ES,Gerente Comercial,Comercial,2005-08-26,Híbrido,104844
EI0903590ES,Analista de Crédito,Crédito,2009-02-08,Híbrido,58049
EI0103591ES,Supervisor de Sucursal,Atención al Cliente,2001-05-20,Oficina,51258
EI9903592ES,Gerente de Crédito,Crédito,1999-03-06,Oficina,77896
EI9803593ES,Asistente de Plataforma,Atención al Cliente,1998-12-04,Oficina,26282
EI0803594ES,Soporte IT,IT,2008-01-22,Remoto,32565
EI0903595ES,Ejecutivo Comercial,Comercial,2009-08-16,Híbrido,47898
EI9303596ES,Cajero,Atención al Cliente,1993-07-17,Oficina,24893
EI9203597ES,Asistente de Crédito,Crédito,1992-11-15,Oficina,33595
EI2103598ES,Cajero,Atención al Cliente,2021-05-18,Oficina,28993
EI9003599ES,Analista de Datos,IT,1990-11-07,Híbrido,47102
EI0803600ES,Ejecutivo Comercial,Comercial,2008-01-29,Híbrido,48592
EI0303601ES,Gerente de Área,Gerencia,2003-12-07,Oficina,111648
EI2503602ES,Gerente de Riesgo,Riesgo,2025-08-31,Oficina,87633
EI1603603ES,Analista de Riesgo,Riesgo,2016-05-26,Híbrido,55913
EI0103604ES,Cajero,Atención al Cliente,2001-04-26,Oficina,22305
EI2303605ES,Gerente de Talento Humano,Talento Humano,2023-08-07,Oficina,97215
EI2403606ES,Asistente de Crédito,Crédito,2024-06-18,Oficina,34044
EI1503607ES,Analista de Operaciones,Operaciones,2015-10-04,Híbrido,35099
EI1903608ES,Director de Riesgo,Dirección,2019-12-14,Oficina,166381
EI2503609ES,Analista de Operaciones,Operaciones,2025-03-10,Oficina,40640
EI1703610ES,Analista de Operaciones,Operaciones,2017-05-22,Oficina,54950
EI1903611ES,Analista de Operaciones,Operaciones,2019-01-02,Híbrido,54593
EI2503612ES,Analista de Operaciones,Operaciones,2025-02-20,Híbrido,54860
EI0003613ES,Analista RRHH,Talento Humano,2000-01-13,Oficina,32133
EI1603614ES,Analista de Operaciones,Operaciones,2016-06-24,Oficina,49385
EI0703615ES,Analista de Operaciones,Operaciones,2007-02-23,Híbrido,54758
EI0803616ES,Gerente Comercial,Comercial,2008-06-06,Oficina,95035
EI9903617ES,Gerente de Operaciones,Operaciones,1999-09-14,Híbrido,111782
EI1103618ES,Gerente de Área,Gerencia,2011-10-04,Híbrido,121450
EI0003619ES,Director de Riesgo,Dirección,2000-06-19,Oficina,174454
EI0903620ES,Especialista RRHH,Talento Humano,2009-08-07,Oficina,40997
EI1603621ES,Analista de Operaciones,Operaciones,2016-02-23,Oficina,53627
EI1003622ES,Supervisor de Sucursal,Atención al Cliente,2010-01-04,Oficina,35480
EI2103623ES,Cajero,Atención al Cliente,2021-12-01,Oficina,28738
EI9703624ES,Analista de Operaciones,Operaciones,1997-05-29,Oficina,49116
EI9903625ES,Gerente de Crédito,Crédito,1999-08-13,Oficina,100622
EI2603626ES,Analista de Riesgo,Riesgo,2026-10-10,Oficina,69624
EI9303627ES,Cajero,Atención al Cliente,1993-12-29,Oficina,25364
EI9703628ES,Gerente de Área,Gerencia,1997-02-07,Híbrido,91797
EI1403629ES,Gerente de Riesgo,Riesgo,2014-06-25,Oficina,85484
EI2003630ES,Desarrollador,IT,2020-09-12,Remoto,73617
EI9503631ES,Arquitecto de Software,IT,1995-01-09,Remoto,75472
EI2203632ES,Gerente Comercial,Comercial,2022-10-15,Híbrido,105225
EI2603633ES,Director Financiero,Dirección,2026-07-29,Oficina,173762
EI0703634ES,Asistente de Crédito,Crédito,2007-11-25,Híbrido,29260
EI9703635ES,Gerente de Riesgo,Riesgo,1997-03-18,Híbrido,87880
EI1303636ES,Desarrollador,IT,2013-05-31,Híbrido,73629
EI0903637ES,Soporte IT,IT,2009-10-02,Remoto,38304
EI9003638ES,Analista de Crédito,Crédito,1990-07-08,Oficina,52665
EI2603639ES,Gerente Comercial,Comercial,2026-06-02,Híbrido,71683
EI9203640ES,Soporte IT,IT,1992-02-07,Remoto,36861
EI1103641ES,Analista de Crédito,Crédito,2011-03-26,Oficina,56842
EI9803642ES,Gerente de Crédito,Crédito,1998-06-23,Oficina,94920
EI1603643ES,Director Comercial,Dirección,2016-09-20,Oficina,146426
EI1903644ES,Analista RRHH,Talento Humano,2019-12-19,Oficina,32753
