numero_empleado,periodo,horas_laborales_normales,horas_extras,ausencias_justificadas,ausencias_no_justificadas,llegadas_tardias,evaluacion_desempeno
EI1502804ES,2025-10,161,7,0,0,1,Meets
EI1502804ES,2025-11,174,2,0,0,1,Exceeds
EI1502804ES,2025-12,163,5,2,0,2,Meets
EI1502804ES,2026-01,161,5,0,0,0,Meets
EI9402805ES,2025-02,163,1,1,0,3,Meets
EI9402805ES,2025-03,168,12,0,0,0,Exceeds
EI9402805ES,2025-04,155,5,2,0,2,Needs Improvement
EI9402805ES,2025-05,160,3,0,0,1,Meets
EI9402805ES,2025-06,158,2,1,0,0,Outstanding
EI9402805ES,2025-07,169,2,0,1,1,Meets
EI9402805ES,2025-08,167,1,0,1,4,Meets
EI9402805ES,2025-09,144,1,0,0,2,Needs Improvement
EI9402805ES,2025-10,151,3,0,0,3,Meets
EI9402805ES,2025-11,170,6,0,0,0,Meets
EI9402805ES,2025-12,157,3,0,0,0,Meets
EI9402805ES,2026-01,155,3,0,0,3,Meets
EI0002806ES,2025-02,171,10,0,2,4,Needs Improvement
EI0002806ES,2025-03,164,19,2,0,1,Exceeds
EI0002806ES,2025-04,160,1,1,0,2,Needs Improvement
EI0002806ES,2025-05,159,4,1,0,2,Outstanding
EI0002806ES,2025-06,152,11,1,0,2,Exceeds
EI0002806ES,2025-07,167,4,0,0,3,Exceeds
EI0002806ES,2025-08,159,5,2,0,2,Exceeds
EI0002806ES,2025-09,149,6,1,1,1,Outstanding
EI0002806ES,2025-10,154,14,1,0,2,Outstanding
EI0002806ES,2025-11,164,14,0,0,1,Meets
EI0002806ES,2025-12,158,4,0,2,3,Meets
EI0002806ES,2026-01,148,2,0,0,2,Meets
EI9902807ES,2025-02,138,3,0,1,0,Meets
EI9902807ES,2025-03,159,2,0,0,1,Exceeds
EI9902807ES,2025-04,154,8,0,0,3,Meets
EI9902807ES,2025-05,168,1,0,0,0,Needs Improvement
EI9902807ES,2025-06,151,7,1,0,0,Meets
EI9902807ES,2025-07,172,3,2,0,0,Exceeds
EI9902807ES,2025-08,149,3,0,0,0,Meets
EI9902807ES,2025-09,158,2,1,0,0,Outstanding
EI9902807ES,2025-10,155,9,0,0,1,Meets
EI9902807ES,2025-11,155,4,1,0,2,Meets
EI9902807ES,2025-12,165,1,0,1,1,Exceeds
EI9902807ES,2026-01,165,1,2,0,0,Exceeds
EI0002808ES,2025-02,166,2,1,1,3,Meets
EI0002808ES,2025-03,163,2,2,0,2,Exceeds
EI0002808ES,2025-04,149,3,1,0,1,Meets
EI0002808ES,2025-05,166,0,0,0,0,Meets
EI0002808ES,2025-06,152,4,1,0,0,Exceeds
EI0002808ES,2025-07,159,4,1,0,0,Exceeds
EI0002808ES,2025-08,175,3,0,1,0,Exceeds
EI0002808ES,2025-09,165,11,0,0,3,Meets
EI0002808ES,2025-10,168,2,0,0,0,Meets
EI0002808ES,2025-11,152,2,1,0,0,Exceeds
EI0002808ES,2025-12,149,2,1,0,0,Meets
EI0002808ES,2026-01,160,4,3,0,1,Outstanding
EI1602809ES,2025-02,166,7,0,0,1,Meets
EI1602809ES,2025-03,150,8,3,1,1,Meets
EI1602809ES,2025-04,165,9,0,1,0,Exceeds
EI1602809ES,2025-05,155,1,1,0,4,Meets
EI1602809ES,2025-06,166,3,0,0,1,Outstanding
EI1602809ES,2025-07,153,6,1,2,2,Meets
EI1602809ES,2025-08,158,9,1,0,3,Outstanding
EI1602809ES,2025-09,155,12,0,0,0,Meets
EI1602809ES,2025-10,155,5,4,0,0,Needs Improvement
EI1602809ES,2025-11,159,6,0,0,2,Outstanding
EI1602809ES,2025-12,157,3,0,0,0,Meets
EI1602809ES,2026-01,160,11,0,3,2,Meets
EI0002810ES,2025-02,153,0,2,1,2,Needs Improvement
EI0002810ES,2025-03,163,5,1,1,0,Needs Improvement
EI0002810ES,2025-04,180,3,0,0,1,Exceeds
EI0002810ES,2025-05,160,7,2,0,2,Meets
EI0002810ES,2025-06,161,5,0,0,1,Exceeds
EI0002810ES,2025-07,158,4,1,1,1,Meets
EI0002810ES,2025-08,165,3,0,0,1,Meets
EI0002810ES,2025-09,163,2,0,0,0,Meets
EI0002810ES,2025-10,159,5,1,0,1,Meets
EI0002810ES,2025-11,173,8,0,0,1,Meets
EI0002810ES,2025-12,157,4,1,0,1,Outstanding
EI0002810ES,2026-01,166,8,1,1,1,Meets
EI2102811ES,2025-02,178,1,1,0,0,Exceeds
EI2102811ES,2025-03,151,5,2,0,2,Meets
EI2102811ES,2025-04,153,8,0,0,0,Exceeds
EI2102811ES,2025-05,159,0,0,1,3,Meets
EI2102811ES,2025-06,167,10,0,1,1,Needs Improvement
EI2102811ES,2025-07,142,7,0,0,2,Meets
EI2102811ES,2025-08,170,3,0,0,1,Meets
EI2102811ES,2025-09,161,2,1,0,1,Exceeds
EI2102811ES,2025-10,154,3,0,2,0,Needs Improvement
EI2102811ES,2025-11,153,1,1,0,1,Exceeds
EI2102811ES,2025-12,152,1,2,0,1,Meets
EI2102811ES,2026-01,173,8,0,1,1,Meets
EI2302812ES,2025-02,159,3,0,0,0,Exceeds
EI2302812ES,2025-03,182,1,1,0,3,Exceeds
EI2302812ES,2025-04,157,5,1,0,0,Meets
EI2302812ES,2025-05,159,1,0,0,1,Meets
EI2302812ES,2025-06,167,4,0,0,2,Exceeds
EI2302812ES,2025-07,159,7,1,0,0,Meets
EI2302812ES,2025-08,159,5,0,0,0,Meets
EI2302812ES,2025-09,166,9,0,0,0,Meets
EI2302812ES,2025-10,163,5,1,1,0,Meets
EI2302812ES,2025-11,165,6,1,0,0,Outstanding
EI2302812ES,2025-12,172,4,0,0,0,Needs Improvement
EI2302812ES,2026-01,145,3,0,1,2,Meets
EI1402813ES,2025-02,155,6,1,1,1,Exceeds
EI1402813ES,2025-03,162,5,2,1,1,Meets
EI1402813ES,2025-04,155,9,2,1,1,Meets
EI1402813ES,2025-05,167,2,2,1,1,Exceeds
EI1402813ES,2025-06,168,0,1,2,1,Exceeds
EI1402813ES,2025-07,161,5,2,0,1,Meets
EI1402813ES,2025-08,171,6,0,0,0,Outstanding
EI1402813ES,2025-09,156,6,0,1,1,Exceeds
EI1402813ES,2025-10,171,1,1,0,2,Meets
EI1402813ES,2025-11,161,7,0,0,1,Outstanding
EI1402813ES,2025-12,168,13,1,0,3,Meets
EI1402813ES,2026-01,156,7,0,0,2,Meets
EI0902814ES,2025-02,151,3,1,0,1,Exceeds
EI0902814ES,2025-03,157,8,1,1,0,Meets
EI0902814ES,2025-04,159,0,1,0,4,Meets
EI0902814ES,2025-05,154,5,2,0,2,Needs Improvement
EI0902814ES,2025-06,152,5,1,0,1,Exceeds
EI0902814ES,2025-07,162,9,0,0,1,Meets
EI0902814ES,2025-08,163,7,0,0,0,Outstanding
EI0902814ES,2025-09,166,3,0,0,0,Meets
EI0902814ES,2025-10,153,12,3,0,4,Needs Improvement
EI0902814ES,2025-11,155,4,1,0,0,Meets
EI0902814ES,2025-12,165,5,3,0,0,Exceeds
EI0902814ES,2026-01,162,5,0,0,0,Outstanding
EI9002815ES,2025-02,153,6,0,0,0,Meets
EI9002815ES,2025-03,157,5,2,0,0,Meets
EI9002815ES,2025-04,161,2,0,0,2,Meets
EI9002815ES,2025-05,154,3,1,0,2,Outstanding
EI9002815ES,2025-06,167,11,0,0,0,Meets
EI9002815ES,2025-07,161,8,0,0,2,Meets
EI9002815ES,2025-08,153,9,1,0,4,Meets
EI9002815ES,2025-09,145,1,0,0,0,Meets
EI9002815ES,2025-10,154,6,1,0,1,Meets
EI9002815ES,2025-11,165,2,0,0,1,Meets
EI9002815ES,2025-12,143,1,0,0,1,Outstanding
EI9002815ES,2026-01,144,4,0,0,4,Needs Improvement
EI1702816ES,2025-02,157,1,0,2,0,Meets
EI1702816ES,2025-03,159,6,1,0,1,Meets
EI1702816ES,2025-04,156,5,0,0,0,Exceeds
EI1702816ES,2025-05,152,6,0,0,0,Outstanding
EI1702816ES,2025-06,176,3,0,0,0,Exceeds
EI1702816ES,2025-07,159,10,1,0,1,Exceeds
EI1702816ES,2025-08,158,4,0,0,2,Exceeds
EI1702816ES,2025-09,167,4,1,0,0,Meets
EI1702816ES,2025-10,165,5,0,0,0,Exceeds
EI1702816ES,2025-11,157,7,0,0,2,Exceeds
EI1702816ES,2025-12,161,1,0,0,1,Exceeds
EI1702816ES,2026-01,171,8,0,0,0,Meets
EI9602817ES,2025-02,156,3,0,1,0,Exceeds
EI9602817ES,2025-03,155,8,1,1,2,Needs Improvement
EI9602817ES,2025-04,167,3,1,0,0,Meets
EI9602817ES,2025-05,150,1,1,0,1,Meets
EI9602817ES,2025-06,161,3,1,0,0,Meets
EI9602817ES,2025-07,161,3,0,0,1,Meets
EI9602817ES,2025-08,160,5,0,0,0,Meets
EI9602817ES,2025-09,162,7,0,0,0,Meets
EI9602817ES,2025-10,176,6,0,0,1,Meets
EI9602817ES,2025-11,162,1,0,0,3,Outstanding
EI9602817ES,2025-12,160,6,1,0,0,Meets
EI9602817ES,2026-01,158,3,1,0,0,Exceeds
EI2102818ES,2025-02,156,4,1,0,4,Meets
EI2102818ES,2025-03,160,6,0,0,1,Meets
EI2102818ES,2025-04,152,4,0,1,1,Meets
EI2102818ES,2025-05,160,2,1,0,2,Meets
EI2102818ES,2025-06,169,3,1,0,1,Exceeds
EI2102818ES,2025-07,168,1,0,1,0,Meets
EI2102818ES,2025-08,156,7,0,0,1,Exceeds
EI2102818ES,2025-09,151,13,0,0,2,Meets
EI2102818ES,2025-10,178,11,0,0,2,Meets
EI2102818ES,2025-11,165,1,0,0,1,Exceeds
EI2102818ES,2025-12,165,5,1,0,0,Exceeds
EI2102818ES,2026-01,162,5,0,0,2,Meets
EI2502819ES,2025-02,166,1,0,0,1,Exceeds
EI2502819ES,2025-03,165,3,0,1,1,Exceeds
EI2502819ES,2025-04,162,8,0,0,1,Outstanding
EI2502819ES,2025-05,167,2,0,0,0,Exceeds
EI2502819ES,2025-06,159,7,1,0,1,Meets
EI2502819ES,2025-07,168,10,1,0,0,Meets
EI2502819ES,2025-08,171,10,0,0,0,Meets
EI2502819ES,2025-09,150,2,0,0,2,Meets
EI2502819ES,2025-10,147,13,2,0,1,Exceeds
EI2502819ES,2025-11,153,2,1,1,0,Meets
EI2502819ES,2025-12,166,2,0,0,1,Exceeds
EI2502819ES,2026-01,161,4,0,0,0,Meets
EI0402820ES,2025-02,167,1,0,0,0,Exceeds
EI0402820ES,2025-03,170,5,3,0,0,Meets
EI0402820ES,2025-04,168,7,0,0,3,Meets
EI0402820ES,2025-05,160,5,1,0,1,Meets
EI0402820ES,2025-06,166,7,0,1,2,Exceeds
EI0402820ES,2025-07,166,1,0,0,2,Meets
EI0402820ES,2025-08,161,10,1,0,0,Meets
EI0402820ES,2025-09,138,6,0,0,3,Needs Improvement
EI0402820ES,2025-10,159,4,0,0,1,Outstanding
EI0402820ES,2025-11,162,2,0,0,0,Outstanding
EI0402820ES,2025-12,169,7,2,0,1,Meets
EI0402820ES,2026-01,161,9,0,0,0,Meets
EI0102821ES,2025-02,158,8,0,1,1,Meets
EI0102821ES,2025-03,156,7,0,0,0,Exceeds
EI0102821ES,2025-04,164,9,0,0,1,Exceeds
EI0102821ES,2025-05,163,3,0,0,1,Meets
EI0102821ES,2025-06,157,7,0,0,1,Exceeds
EI0102821ES,2025-07,165,7,0,0,0,Meets
EI0102821ES,2025-08,174,2,0,0,2,Exceeds
EI0102821ES,2025-09,158,2,0,0,0,Meets
EI0102821ES,2025-10,167,5,1,0,0,Exceeds
EI0102821ES,2025-11,168,1,0,0,1,Meets
EI0102821ES,2025-12,160,14,1,0,1,Needs Improvement
EI0102821ES,2026-01,157,10,1,0,1,Meets
EI0702822ES,2025-02,167,4,1,0,0,Meets
EI0702822ES,2025-03,167,6,0,0,3,Exceeds
EI0702822ES,2025-04,170,3,1,0,0,Outstanding
EI0702822ES,2025-05,171,0,0,0,2,Meets
EI0702822ES,2025-06,160,2,0,0,0,Outstanding
EI0702822ES,2025-07,158,8,1,0,1,Exceeds
EI0702822ES,2025-08,167,3,1,1,1,Meets
EI0702822ES,2025-09,168,4,2,1,2,Outstanding
EI0702822ES,2025-10,169,1,0,1,1,Meets
EI0702822ES,2025-11,163,9,0,0,3,Needs Improvement
EI0702822ES,2025-12,156,7,2,1,0,Meets
EI0702822ES,2026-01,175,5,1,0,0,Meets
EI2002823ES,2025-02,171,5,1,0,0,Exceeds
EI2002823ES,2025-03,154,0,0,0,0,Meets
EI2002823ES,2025-04,141,5,0,0,2,Exceeds
EI2002823ES,2025-05,140,3,0,0,1,Meets
EI2002823ES,2025-06,156,7,0,1,1,Meets
EI2002823ES,2025-07,153,2,1,0,0,Outstanding
EI2002823ES,2025-08,164,4,0,0,2,Meets
EI2002823ES,2025-09,158,8,0,0,0,Meets
EI2002823ES,2025-10,164,5,1,0,0,Meets
EI2002823ES,2025-11,158,13,1,1,0,Exceeds
EI2002823ES,2025-12,151,9,1,0,1,Exceeds
EI2002823ES,2026-01,165,3,1,0,2,Outstanding
EI1002824ES,2025-02,145,2,0,2,2,Meets
EI1002824ES,2025-03,171,8,0,0,0,Exceeds
EI1002824ES,2025-04,167,6,0,0,1,Meets
EI1002824ES,2025-05,155,5,2,0,2,Needs Improvement
EI1002824ES,2025-06,135,1,1,0,0,Exceeds
EI1002824ES,2025-07,161,6,0,1,0,Meets
EI1002824ES,2025-08,153,14,1,2,1,Meets
EI1002824ES,2025-09,163,10,1,0,1,Meets
EI1002824ES,2025-10,175,11,0,0,0,Outstanding
EI1002824ES,2025-11,162,6,1,0,2,Meets
EI1002824ES,2025-12,162,7,1,0,0,Meets
EI1002824ES,2026-01,166,7,2,1,0,Meets
EI0502825ES,2025-02,148,7,1,0,1,Meets
EI0502825ES,2025-03,154,6,1,0,0,Exceeds
EI0502825ES,2025-04,152,11,1,0,2,Meets
EI0502825ES,2025-05,155,9,0,0,1,Outstanding
EI0502825ES,2025-06,170,12,0,0,0,Meets
EI0502825ES,2025-07,154,10,0,1,2,Meets
EI0502825ES,2025-08,152,6,0,0,0,Exceeds
EI0502825ES,2025-09,158,7,1,0,0,Meets
EI0502825ES,2025-10,161,11,0,0,1,Meets
EI0502825ES,2025-11,159,4,2,1,1,Meets
EI0502825ES,2025-12,146,3,1,0,1,Meets
EI0502825ES,2026-01,153,3,0,0,1,Outstanding
EI1202826ES,2025-02,171,1,2,0,0,Exceeds
EI1202826ES,2025-03,161,8,0,0,0,Meets
EI1202826ES,2025-04,167,5,2,0,2,Meets
EI1202826ES,2025-05,161,4,1,0,1,Exceeds
EI1202826ES,2025-06,166,1,1,0,2,Outstanding
EI1202826ES,2025-07,159,2,1,0,0,Meets
EI1202826ES,2025-08,154,3,1,0,0,Needs Improvement
EI1202826ES,2025-09,149,2,1,0,0,Exceeds
EI1202826ES,2025-10,177,9,1,0,1,Needs Improvement
EI1202826ES,2025-11,170,9,0,0,0,Meets
EI1202826ES,2025-12,164,3,1,0,1,Exceeds
EI1202826ES,2026-01,156,10,0,0,4,Meets
EI9402827ES,2025-02,158,12,0,0,0,Meets
EI9402827ES,2025-03,177,7,0,0,0,Meets
EI9402827ES,2025-04,154,8,2,2,1,Meets
EI9402827ES,2025-05,156,0,1,1,0,Meets
EI9402827ES,2025-06,168,3,0,0,1,Outstanding
EI9402827ES,2025-07,159,3,0,0,1,Meets
EI9402827ES,2025-08,157,3,0,0,1,Meets
EI9402827ES,2025-09,159,5,0,0,0,Exceeds
EI9402827ES,2025-10,159,4,0,0,0,Exceeds
EI9402827ES,2025-11,160,7,1,0,2,Exceeds
EI9402827ES,2025-12,149,3,0,0,2,Meets
EI9402827ES,2026-01,150,5,0,0,3,Meets
EI0002828ES,2025-02,168,6,0,0,1,Meets
EI0002828ES,2025-03,140,3,0,0,0,Outstanding
EI0002828ES,2025-04,162,11,2,0,0,Meets
EI0002828ES,2025-05,156,8,2,0,1,Needs Improvement
EI0002828ES,2025-06,159,2,0,0,1,Exceeds
EI0002828ES,2025-07,154,2,0,0,1,Outstanding
EI0002828ES,2025-08,160,9,0,0,2,Outstanding
EI0002828ES,2025-09,160,6,1,0,2,Meets
EI0002828ES,2025-10,154,8,1,2,1,Outstanding
EI0002828ES,2025-11,162,12,2,0,1,Meets
EI0002828ES,2025-12,139,5,2,0,0,Exceeds
EI0002828ES,2026-01,152,6,0,0,0,Outstanding
EI1102829ES,2025-02,156,5,2,1,1,Meets
EI1102829ES,2025-03,171,3,1,0,1,Meets
EI1102829ES,2025-04,149,1,0,0,2,Meets
EI1102829ES,2025-05,165,22,0,0,0,Outstanding
EI1102829ES,2025-06,154,5,0,0,1,Exceeds
EI1102829ES,2025-07,140,14,1,0,1,Outstanding
EI1102829ES,2025-08,155,3,0,0,2,Outstanding
EI1102829ES,2025-09,149,1,1,0,0,Meets
EI1102829ES,2025-10,158,4,1,0,0,Meets
EI1102829ES,2025-11,152,3,0,0,0,Exceeds
EI1102829ES,2025-12,167,1,0,0,0,Exceeds
EI1102829ES,2026-01,161,5,1,0,1,Meets
EI1602830ES,2025-02,167,5,1,0,0,Meets
EI1602830ES,2025-03,148,12,1,0,0,Meets
EI1602830ES,2025-04,141,7,0,0,0,Meets
EI1602830ES,2025-05,167,5,1,0,2,Meets
EI1602830ES,2025-06,158,1,2,0,1,Meets
EI1602830ES,2025-07,152,2,2,0,1,Meets
EI1602830ES,2025-08,165,9,0,0,1,Outstanding
EI1602830ES,2025-09,153,8,1,0,1,Needs Improvement
EI1602830ES,2025-10,161,3,1,0,1,Exceeds
EI1602830ES,2025-11,163,3,2,1,5,Needs Improvement
EI1602830ES,2025-12,162,1,0,0,1,Meets
EI1602830ES,2026-01,161,14,0,1,0,Exceeds
EI0702831ES,2025-02,181,7,0,1,2,Meets
EI0702831ES,2025-03,170,9,0,0,0,Meets
EI0702831ES,2025-04,162,3,0,0,2,Meets
EI0702831ES,2025-05,166,9,0,1,3,Needs Improvement
EI0702831ES,2025-06,167,6,0,0,0,Exceeds
EI0702831ES,2025-07,161,2,0,0,0,Meets
EI0702831ES,2025-08,168,1,0,0,1,Exceeds
EI0702831ES,2025-09,149,9,2,0,0,Meets
EI0702831ES,2025-10,153,6,0,0,0,Meets
EI0702831ES,2025-11,152,7,0,1,2,Meets
EI0702831ES,2025-12,171,3,0,0,1,Exceeds
EI0702831ES,2026-01,155,3,1,0,3,Meets
EI2402832ES,2025-02,173,6,0,0,2,Outstanding
EI2402832ES,2025-03,150,3,0,0,2,Exceeds
EI2402832ES,2025-04,148,17,1,0,1,Meets
EI2402832ES,2025-05,165,5,1,0,0,Meets
EI2402832ES,2025-06,169,12,0,0,2,Exceeds
EI2402832ES,2025-07,160,8,0,1,0,Exceeds
EI2402832ES,2025-08,162,2,0,0,0,Meets
EI2402832ES,2025-09,162,4,0,0,0,Meets
EI2402832ES,2025-10,157,3,1,0,2,Outstanding
EI2402832ES,2025-11,159,3,0,0,2,Exceeds
EI2402832ES,2025-12,172,6,1,0,1,Meets
EI2402832ES,2026-01,157,2,2,0,3,Needs Improvement
EI9702833ES,2025-02,173,5,0,0,3,Exceeds
EI9702833ES,2025-03,166,5,2,1,1,Needs Improvement
EI9702833ES,2025-04,166,2,2,0,2,Meets
EI9702833ES,2025-05,155,2,0,0,0,Meets
EI9702833ES,2025-06,170,8,1,0,0,Exceeds
EI9702833ES,2025-07,140,6,0,0,1,Exceeds
EI9702833ES,2025-08,163,2,1,0,0,Meets
EI9702833ES,2025-09,168,5,3,1,1,Meets
EI9702833ES,2025-10,153,10,0,1,1,Exceeds
EI9702833ES,2025-11,147,8,0,0,0,Exceeds
EI9702833ES,2025-12,147,4,1,0,1,Needs Improvement
EI9702833ES,2026-01,149,6,0,0,0,Meets
EI9302834ES,2025-02,153,15,0,0,2,Outstanding
EI9302834ES,2025-03,156,18,1,0,0,Meets
EI9302834ES,2025-04,152,6,1,0,1,Exceeds
EI9302834ES,2025-05,160,3,0,0,0,Meets
EI9302834ES,2025-06,164,6,2,0,2,Needs Improvement
EI9302834ES,2025-07,154,5,1,1,1,Meets
EI9302834ES,2025-08,167,10,1,0,0,Exceeds
EI9302834ES,2025-09,165,5,1,0,0,Outstanding
EI9302834ES,2025-10,168,1,2,0,0,Meets
EI9302834ES,2025-11,163,11,0,0,1,Outstanding
EI9302834ES,2025-12,156,3,2,0,1,Meets
EI9302834ES,2026-01,159,7,1,0,0,Meets
EI9602835ES,2025-02,168,19,3,0,1,Meets
EI9602835ES,2025-03,160,12,1,0,2,Meets
EI9602835ES,2025-04,156,5,0,0,5,Needs Improvement
EI9602835ES,2025-05,158,10,0,1,1,Meets
EI9602835ES,2025-06,181,2,1,0,1,Meets
EI9602835ES,2025-07,158,2,1,0,0,Exceeds
EI9602835ES,2025-08,162,4,0,0,1,Meets
EI9602835ES,2025-09,165,2,0,0,0,Meets
EI9602835ES,2025-10,172,4,0,1,0,Exceeds
EI9602835ES,2025-11,162,3,1,0,0,Meets
EI9602835ES,2025-12,160,10,1,0,1,Meets
EI9602835ES,2026-01,140,4,2,0,0,Exceeds
EI0202836ES,2025-02,150,2,2,1,1,Meets
EI0202836ES,2025-03,147,3,0,0,1,Exceeds
EI0202836ES,2025-04,164,10,1,0,3,Needs Improvement
EI0202836ES,2025-05,164,14,0,1,0,Exceeds
EI0202836ES,2025-06,169,8,1,0,0,Meets
EI0202836ES,2025-07,151,19,1,0,2,Meets
EI0202836ES,2025-08,154,2,0,0,0,Meets
EI0202836ES,2025-09,158,2,0,0,0,Meets
EI0202836ES,2025-10,172,3,1,0,1,Meets
EI0202836ES,2025-11,155,3,1,0,0,Exceeds
EI0202836ES,2025-12,146,9,0,0,0,Meets
EI0202836ES,2026-01,146,2,1,1,0,Meets
EI0302837ES,2025-02,164,0,0,0,0,Meets
EI0302837ES,2025-03,145,3,0,1,1,Meets
EI0302837ES,2025-04,166,3,1,0,1,Meets
EI0302837ES,2025-05,154,5,0,1,0,Exceeds
EI0302837ES,2025-06,141,13,1,0,1,Meets
EI0302837ES,2025-07,156,9,2,0,0,Exceeds
EI0302837ES,2025-08,169,8,0,0,4,Meets
EI0302837ES,2025-09,156,9,1,0,2,Meets
EI0302837ES,2025-10,155,3,0,2,0,Meets
EI0302837ES,2025-11,155,1,0,0,0,Exceeds
EI0302837ES,2025-12,172,0,0,0,0,Exceeds
EI0302837ES,2026-01,170,12,1,0,1,Exceeds
EI9402838ES,2025-02,154,10,0,1,2,Needs Improvement
EI9402838ES,2025-03,148,6,1,1,0,Outstanding
EI9402838ES,2025-04,151,4,2,0,1,Exceeds
EI9402838ES,2025-05,174,2,0,2,2,Meets
EI9402838ES,2025-06,143,8,1,0,2,Meets
EI9402838ES,2025-07,150,6,0,1,2,Meets
EI9402838ES,2025-08,157,14,0,1,0,Outstanding
EI9402838ES,2025-09,157,8,0,0,1,Meets
EI9402838ES,2025-10,149,6,0,0,2,Outstanding
EI9402838ES,2025-11,156,1,0,0,2,Meets
EI9402838ES,2025-12,153,9,0,0,0,Meets
EI9402838ES,2026-01,147,3,0,0,1,Meets
EI1502839ES,2025-02,153,1,3,0,0,Meets
EI1502839ES,2025-03,157,10,0,0,1,Exceeds
EI1502839ES,2025-04,157,6,0,0,1,Meets
EI1502839ES,2025-05,149,6,0,0,0,Outstanding
EI1502839ES,2025-06,161,6,0,0,0,Meets
EI1502839ES,2025-07,160,10,0,0,1,Meets
EI1502839ES,2025-08,173,8,1,0,1,Meets
EI1502839ES,2025-09,157,3,0,0,2,Meets
EI1502839ES,2025-10,151,9,0,0,2,Meets
EI1502839ES,2025-11,158,6,0,0,0,Exceeds
EI1502839ES,2025-12,167,7,0,0,4,Meets
EI1502839ES,2026-01,140,3,0,1,1,Meets
EI9702840ES,2025-02,166,4,0,1,0,Exceeds
EI9702840ES,2025-03,153,6,0,0,0,Outstanding
EI9702840ES,2025-04,175,5,0,0,0,Meets
EI9702840ES,2025-05,159,1,0,0,1,Exceeds
EI9702840ES,2025-06,164,4,1,0,2,Meets
EI9702840ES,2025-07,155,8,1,0,2,Meets
EI9702840ES,2025-08,150,9,0,0,0,Meets
EI9702840ES,2025-09,163,0,1,0,2,Meets
EI9702840ES,2025-10,152,8,1,0,2,Exceeds
EI9702840ES,2025-11,160,4,0,0,1,Meets
EI9702840ES,2025-12,162,9,0,1,0,Meets
EI9702840ES,2026-01,160,5,0,1,2,Meets
EI9702841ES,2025-02,164,3,0,0,1,Outstanding
EI9702841ES,2025-03,157,9,0,0,0,Outstanding
EI9702841ES,2025-04,170,6,0,0,0,Exceeds
EI9702841ES,2025-05,157,8,0,1,0,Outstanding
EI9702841ES,2025-06,157,3,0,0,0,Meets
EI9702841ES,2025-07,155,4,0,0,2,Meets
EI9702841ES,2025-08,161,4,3,1,2,Meets
EI9702841ES,2025-09,167,5,0,0,0,Exceeds
EI9702841ES,2025-10,150,7,0,0,1,Exceeds
EI9702841ES,2025-11,161,2,0,0,0,Exceeds
EI9702841ES,2025-12,157,7,0,0,1,Meets
EI9702841ES,2026-01,158,6,1,1,1,Meets
EI1702842ES,2025-02,155,6,0,1,1,Meets
EI1702842ES,2025-03,146,2,0,1,1,Meets
EI1702842ES,2025-04,174,2,0,0,3,Meets
EI1702842ES,2025-05,156,0,0,0,0,Meets
EI1702842ES,2025-06,172,6,2,0,3,Meets
EI1702842ES,2025-07,161,10,0,0,0,Meets
EI1702842ES,2025-08,174,2,0,0,1,Meets
EI1702842ES,2025-09,159,4,0,1,0,Outstanding
EI1702842ES,2025-10,160,3,3,1,0,Meets
EI1702842ES,2025-11,161,0,0,0,0,Meets
EI1702842ES,2025-12,162,4,1,1,1,Exceeds
EI1702842ES,2026-01,161,13,1,0,1,Meets
EI0202843ES,2025-02,180,20,1,1,0,Exceeds
EI0202843ES,2025-03,178,8,1,0,1,Meets
EI0202843ES,2025-04,149,11,0,0,0,Meets
EI0202843ES,2025-05,154,8,1,0,1,Exceeds
EI0202843ES,2025-06,149,2,1,0,1,Meets
EI0202843ES,2025-07,145,2,0,1,1,Meets
EI0202843ES,2025-08,162,0,0,0,2,Meets
EI0202843ES,2025-09,163,14,0,0,0,Meets
EI0202843ES,2025-10,149,3,1,0,0,Exceeds
EI0202843ES,2025-11,167,1,1,0,4,Meets
EI0202843ES,2025-12,161,7,2,1,1,Meets
EI0202843ES,2026-01,169,3,1,0,0,Meets
EI1402844ES,2025-02,165,1,0,0,0,Meets
EI1402844ES,2025-03,168,1,0,1,1,Meets
EI1402844ES,2025-04,169,7,1,0,2,Exceeds
EI1402844ES,2025-05,174,11,0,0,0,Meets
EI1402844ES,2025-06,152,3,1,2,1,Outstanding
EI1402844ES,2025-07,157,4,0,0,0,Exceeds
EI1402844ES,2025-08,172,5,0,0,0,Meets
EI1402844ES,2025-09,153,1,1,1,1,Exceeds
EI1402844ES,2025-10,172,2,0,2,1,Meets
EI1402844ES,2025-11,154,7,1,1,0,Outstanding
EI1402844ES,2025-12,156,4,0,0,0,Exceeds
EI1402844ES,2026-01,159,5,1,0,0,Exceeds
EI1302845ES,2025-02,159,13,1,0,1,Meets
EI1302845ES,2025-03,149,4,1,0,0,Meets
EI1302845ES,2025-04,154,3,0,0,0,Outstanding
EI1302845ES,2025-05,161,6,0,0,2,Meets
EI1302845ES,2025-06,167,9,1,1,2,Needs Improvement
EI1302845ES,2025-07,148,6,0,0,2,Meets
EI1302845ES,2025-08,149,3,0,0,3,Exceeds
EI1302845ES,2025-09,150,0,0,1,2,Meets
EI1302845ES,2025-10,147,7,1,0,0,Exceeds
EI1302845ES,2025-11,175,13,0,0,0,Exceeds
EI1302845ES,2025-12,153,1,1,0,0,Exceeds
EI1302845ES,2026-01,169,13,1,0,1,Outstanding
EI0402846ES,2025-02,183,1,0,0,0,Exceeds
