numero_empleado,periodo,feedback_clientes,reconocimientos_desempeno_merito,apoyo_supervisor,apoyo_equipo
EI9406760ES,2025-07,4,4,4,2
EI9406760ES,2025-08,4,3,4,2
EI9406760ES,2025-09,3,3,3,3
EI9406760ES,2025-10,1,4,2,4
EI9406760ES,2025-11,2,4,3,4
EI9406760ES,2025-12,4,3,3,3
EI9406760ES,2026-01,4,4,4,5
EI9000834ES,2025-02,3,4,2,5
EI9000834ES,2025-03,1,4,4,4
EI9000834ES,2025-04,2,4,5,4
EI9000834ES,2025-05,5,4,1,3
EI9000834ES,2025-06,4,2,3,5
EI9000834ES,2025-07,4,4,5,3
EI9000834ES,2025-08,4,5,2,5
EI9000834ES,2025-09,5,2,5,4
EI9000834ES,2025-10,3,4,3,5
EI9000834ES,2025-11,4,5,3,5
EI9000834ES,2025-12,2,5,5,2
EI9000834ES,2026-01,5,4,2,3
EI0006380ES,2025-02,4,4,4,2
EI0006380ES,2025-03,5,5,3,5
EI0006380ES,2025-04,4,5,5,4
EI0006380ES,2025-05,4,4,2,5
EI0006380ES,2025-06,3,5,4,3
EI0006380ES,2025-07,5,3,5,5
EI0006380ES,2025-08,4,5,3,3
EI0006380ES,2025-09,4,5,4,5
EI0006380ES,2025-10,4,5,4,4
EI0006380ES,2025-11,3,4,5,3
EI0006380ES,2025-12,5,3,3,5
EI0006380ES,2026-01,4,5,5,5
EI9000126ES,2025-02,5,3,4,5
EI9000126ES,2025-03,1,4,4,5
EI9000126ES,2025-04,5,5,5,5
EI9000126ES,2025-05,4,4,3,3
EI9000126ES,2025-06,4,5,4,2
EI9000126ES,2025-07,2,5,4,5
EI9000126ES,2025-08,5,4,5,4
EI9000126ES,2025-09,4,5,4,3
EI9000126ES,2025-10,4,5,4,4
EI9000126ES,2025-11,4,4,4,5
EI9000126ES,2025-12,5,5,5,4
EI9000126ES,2026-01,5,5,5,3
EI0104341ES,2025-02,5,4,3,4
EI0104341ES,2025-03,5,5,4,2
EI0104341ES,2025-04,5,3,5,3
EI0104341ES,2025-05,4,4,3,5
EI0104341ES,2025-06,4,1,4,3
EI0104341ES,2025-07,4,4,3,1
EI0104341ES,2025-08,5,4,5,3
EI0104341ES,2025-09,4,5,3,4
EI0104341ES,2025-10,3,4,5,4
EI0104341ES,2025-11,3,4,2,1
EI0104341ES,2025-12,3,4,4,4
EI0104341ES,2026-01,5,3,4,2
EI0405473ES,2025-02,5,5,4,3
EI0405473ES,2025-03,3,3,3,4
EI0405473ES,2025-04,5,4,2,5
EI0405473ES,2025-05,5,4,4,1
EI0405473ES,2025-06,4,4,5,4
EI0405473ES,2025-07,4,5,5,4
EI0405473ES,2025-08,4,4,3,4
EI0405473ES,2025-09,5,5,4,5
EI0405473ES,2025-10,5,4,5,2
EI0405473ES,2025-11,5,4,3,5
EI0405473ES,2025-12,3,5,5,5
EI0405473ES,2026-01,3,3,3,4
EI1201698ES,2025-02,5,4,4,3
EI1201698ES,2025-03,5,4,5,4
EI1201698ES,2025-04,5,5,4,3
EI1201698ES,2025-05,4,4,4,5
EI1201698ES,2025-06,5,4,4,1
EI1201698ES,2025-07,2,5,3,5
EI1201698ES,2025-08,5,4,2,4
EI1201698ES,2025-09,2,5,3,3
EI1201698ES,2025-10,4,5,5,5
EI1201698ES,2025-11,5,4,4,3
EI1201698ES,2025-12,5,5,3,3
EI1201698ES,2026-01,4,5,5,5
EI0300268ES,2025-02,5,4,4,3
EI0300268ES,2025-03,3,1,3,4
EI0300268ES,2025-04,3,5,2,4
EI0300268ES,2025-05,4,2,5,4
EI0300268ES,2025-06,4,4,4,3
EI0300268ES,2025-07,3,5,4,1
EI0300268ES,2025-08,5,5,2,3
EI0300268ES,2025-09,5,5,3,3
EI0300268ES,2025-10,3,5,2,4
EI0300268ES,2025-11,5,3,4,5
EI0300268ES,2025-12,5,5,5,3
EI0300268ES,2026-01,3,5,4,4
EI9001825ES,2025-02,4,3,5,4
EI9001825ES,2025-03,4,3,1,5
EI9001825ES,2025-04,5,4,5,5
EI9001825ES,2025-05,4,5,5,1
EI9001825ES,2025-06,4,3,5,4
EI9001825ES,2025-07,5,2,3,1
EI9001825ES,2025-08,4,4,4,4
EI9001825ES,2025-09,4,3,5,4
EI9001825ES,2025-10,1,3,4,4
EI9001825ES,2025-11,2,2,4,3
EI9001825ES,2025-12,4,5,5,5
EI9001825ES,2026-01,5,5,4,5
EI2003951ES,2025-02,2,4,2,4
EI2003951ES,2025-03,4,2,1,3
EI2003951ES,2025-04,5,4,4,4
EI2003951ES,2025-05,5,4,4,3
EI2003951ES,2025-06,1,2,5,2
EI2003951ES,2025-07,4,5,5,5
EI2003951ES,2025-08,4,4,5,3
EI2003951ES,2025-09,3,5,5,4
EI2003951ES,2025-10,5,4,4,3
EI2003951ES,2025-11,2,4,4,2
EI2003951ES,2025-12,4,3,3,4
EI2003951ES,2026-01,3,3,2,1
EI9401472ES,2025-02,3,4,5,4
EI9401472ES,2025-03,5,5,4,2
EI9401472ES,2025-04,4,4,4,5
EI9401472ES,2025-05,3,4,5,5
EI9401472ES,2025-06,5,5,5,5
EI9401472ES,2025-07,5,5,3,3
EI9401472ES,2025-08,3,4,2,3
EI9401472ES,2025-09,2,5,3,4
EI9401472ES,2025-10,4,4,5,4
EI9401472ES,2025-11,4,3,5,5
EI9401472ES,2025-12,4,5,3,3
EI9401472ES,2026-01,4,3,4,5
EI2600959ES,2025-02,1,3,5,5
EI2600959ES,2025-03,4,4,5,5
EI2600959ES,2025-04,5,3,4,5
EI2600959ES,2025-05,1,5,5,3
EI2600959ES,2025-06,5,5,5,4
EI2600959ES,2025-07,3,4,4,4
EI2600959ES,2025-08,4,4,4,5
EI2600959ES,2025-09,1,5,3,4
EI2600959ES,2025-10,4,5,3,5
EI2600959ES,2025-11,4,5,4,4
EI2600959ES,2025-12,2,3,4,3
EI2600959ES,2026-01,2,4,3,5
EI9404661ES,2025-02,5,5,2,4
EI9404661ES,2025-03,2,4,5,3
EI9404661ES,2025-04,4,4,5,4
EI9404661ES,2025-05,2,3,5,5
EI9404661ES,2025-06,5,4,3,3
EI9404661ES,2025-07,3,3,4,5
EI9404661ES,2025-08,5,3,4,2
EI9404661ES,2025-09,3,4,4,5
EI9404661ES,2025-10,4,3,2,4
EI9404661ES,2025-11,5,5,5,4
EI9404661ES,2025-12,2,1,5,5
EI9404661ES,2026-01,3,5,3,2
EI9203855ES,2025-02,2,5,5,1
EI9203855ES,2025-03,5,4,2,4
EI9203855ES,2025-04,4,5,5,1
EI9203855ES,2025-05,5,1,5,1
EI9203855ES,2025-06,4,4,5,4
EI9203855ES,2025-07,3,4,1,4
EI9203855ES,2025-08,3,1,5,5
EI9203855ES,2025-09,4,4,2,4
EI9203855ES,2025-10,5,1,2,5
EI9203855ES,2025-11,4,5,3,4
EI9203855ES,2025-12,5,4,4,3
EI9203855ES,2026-01,4,5,4,4
EI9905323ES,2025-02,4,4,5,5
EI9905323ES,2025-03,4,3,3,4
EI9905323ES,2025-04,5,5,4,4
EI9905323ES,2025-05,3,5,3,4
EI9905323ES,2025-06,3,3,2,4
EI9905323ES,2025-07,4,5,3,5
EI9905323ES,2025-08,4,4,4,3
EI9905323ES,2025-09,3,5,4,3
EI9905323ES,2025-10,2,5,5,4
EI9905323ES,2025-11,4,5,5,4
EI9905323ES,2025-12,4,5,3,4
EI9905323ES,2026-01,5,4,5,2
EI9804803ES,2025-02,4,4,2,3
EI9804803ES,2025-03,2,5,2,1
EI9804803ES,2025-04,4,5,5,5
EI9804803ES,2025-05,5,3,2,4
EI9804803ES,2025-06,4,2,5,5
EI9804803ES,2025-07,4,5,3,5
EI9804803ES,2025-08,3,4,5,4
EI9804803ES,2025-09,4,3,4,5
EI9804803ES,2025-10,5,5,1,5
EI9804803ES,2025-11,3,3,2,4
EI9804803ES,2025-12,4,4,4,5
EI9804803ES,2026-01,1,2,2,4
EI0005555ES,2025-02,4,1,5,4
EI0005555ES,2025-03,4,4,4,5
EI0005555ES,2025-04,5,1,3,5
EI0005555ES,2025-05,2,5,3,5
EI0005555ES,2025-06,4,3,2,4
EI0005555ES,2025-07,3,4,5,3
EI0005555ES,2025-08,5,4,3,4
EI0005555ES,2025-09,4,4,5,4
EI0005555ES,2025-10,5,3,2,3
EI0005555ES,2025-11,5,4,5,5
EI0005555ES,2025-12,4,5,4,5
EI0005555ES,2026-01,2,5,4,3
EI1702799ES,2025-02,2,2,5,4
EI1702799ES,2025-03,3,3,4,5
EI1702799ES,2025-04,5,3,3,4
EI1702799ES,2025-05,4,3,4,2
EI1702799ES,2025-06,2,3,3,4
EI1702799ES,2025-07,4,5,5,4
EI1702799ES,2025-08,4,2,1,3
EI1702799ES,2025-09,4,3,4,2
EI1702799ES,2025-10,1,3,4,5
EI1702799ES,2025-11,5,5,2,5
EI1702799ES,2025-12,2,5,4,5
EI1702799ES,2026-01,4,5,5,2
EI0701627ES,2025-02,3,3,5,2
EI0701627ES,2025-03,4,3,3,3
EI0701627ES,2025-04,4,5,5,3
EI0701627ES,2025-05,3,3,5,4
EI0701627ES,2025-06,1,1,4,1
EI0701627ES,2025-07,5,5,5,5
EI0701627ES,2025-08,3,4,2,5
EI0701627ES,2025-09,1,3,3,5
EI0701627ES,2025-10,4,4,4,4
EI0701627ES,2025-11,5,5,4,5
EI0701627ES,2025-12,2,3,5,4
EI0701627ES,2026-01,2,4,3,5
EI9501359ES,2025-02,2,4,5,3
EI9501359ES,2025-03,4,4,4,5
EI9501359ES,2025-04,3,5,2,5
EI9501359ES,2025-05,3,4,4,3
EI9501359ES,2025-06,4,5,5,3
EI9501359ES,2025-07,3,4,4,4
EI9501359ES,2025-08,3,2,3,4
EI9501359ES,2025-09,4,4,4,5
EI9501359ES,2025-10,4,3,2,5
EI9501359ES,2025-11,3,5,5,4
EI9501359ES,2025-12,5,4,3,4
EI9501359ES,2026-01,4,3,1,4
EI1305488ES,2025-02,5,3,4,5
EI1305488ES,2025-03,4,3,4,4
EI1305488ES,2025-04,3,5,3,4
EI1305488ES,2025-05,5,3,4,5
EI1305488ES,2025-06,5,5,4,5
EI1305488ES,2025-07,3,5,5,4
EI1305488ES,2025-08,4,5,2,4
EI1305488ES,2025-09,1,4,4,4
EI1305488ES,2025-10,3,4,3,5
EI1305488ES,2025-11,4,4,3,3
EI1305488ES,2025-12,4,4,4,4
EI1305488ES,2026-01,3,4,5,4
EI9401015ES,2025-02,5,5,4,3
EI9401015ES,2025-03,3,4,3,5
EI9401015ES,2025-04,4,5,2,5
EI9401015ES,2025-05,5,3,4,5
EI9401015ES,2025-06,5,5,4,3
EI9401015ES,2025-07,4,4,4,5
EI9401015ES,2025-08,5,5,3,5
EI9401015ES,2025-09,2,5,5,4
EI9401015ES,2025-10,4,4,1,5
EI9401015ES,2025-11,4,4,5,4
EI9401015ES,2025-12,3,2,4,2
EI9401015ES,2026-01,4,4,5,3
EI9400130ES,2025-02,5,4,3,5
EI9400130ES,2025-03,4,2,5,3
EI9400130ES,2025-04,5,5,1,4
EI9400130ES,2025-05,5,5,4,4
EI9400130ES,2025-06,1,3,5,3
EI9400130ES,2025-07,5,5,5,3
EI9400130ES,2025-08,4,5,4,4
EI9400130ES,2025-09,3,4,5,4
EI9400130ES,2025-10,3,5,5,5
EI9400130ES,2025-11,5,5,5,4
EI9400130ES,2025-12,5,4,4,3
EI9400130ES,2026-01,3,4,4,2
EI1506449ES,2025-02,4,5,5,5
EI1506449ES,2025-03,1,2,2,1
EI1506449ES,2025-04,5,4,5,3
EI1506449ES,2025-05,2,4,4,5
EI1506449ES,2025-06,5,4,1,3
EI1506449ES,2025-07,4,3,5,4
EI1506449ES,2025-08,4,5,4,5
EI1506449ES,2025-09,5,5,5,4
EI1506449ES,2025-10,5,4,1,4
EI1506449ES,2025-11,3,4,3,3
EI1506449ES,2025-12,5,4,2,5
EI1506449ES,2026-01,5,5,3,2
EI1904513ES,2025-02,4,5,4,3
EI1904513ES,2025-03,5,3,5,3
EI1904513ES,2025-04,5,2,4,2
EI1904513ES,2025-05,5,3,4,3
EI1904513ES,2025-06,5,1,1,4
EI1904513ES,2025-07,4,3,4,2
EI1904513ES,2025-08,5,5,3,5
EI1904513ES,2025-09,4,3,5,5
EI1904513ES,2025-10,5,3,4,4
EI1904513ES,2025-11,3,5,2,4
EI1904513ES,2025-12,5,5,4,1
EI1904513ES,2026-01,5,4,2,4
EI2106127ES,2025-02,4,2,3,4
EI2106127ES,2025-03,5,1,5,2
EI2106127ES,2025-04,4,4,5,4
EI2106127ES,2025-05,3,2,5,3
EI2106127ES,2025-06,5,3,3,4
EI2106127ES,2025-07,2,2,4,4
EI2106127ES,2025-08,4,4,2,4
EI2106127ES,2025-09,3,5,1,3
EI2106127ES,2025-10,5,4,3,4
EI2106127ES,2025-11,2,4,1,3
EI2106127ES,2025-12,1,4,5,4
EI2106127ES,2026-01,1,5,5,4
EI2305752ES,2025-02,3,4,5,4
EI2305752ES,2025-03,4,5,4,2
EI2305752ES,2025-04,3,1,4,5
EI2305752ES,2025-05,2,4,4,1
EI2305752ES,2025-06,3,5,3,2
EI2305752ES,2025-07,4,4,3,3
EI2305752ES,2025-08,5,1,1,5
EI2305752ES,2025-09,5,4,2,3
EI2305752ES,2025-10,1,5,4,4
EI2305752ES,2025-11,5,4,2,4
EI2305752ES,2025-12,5,3,5,4
EI2305752ES,2026-01,2,3,4,5
EI0304364ES,2025-02,1,5,4,2
EI0304364ES,2025-03,1,5,2,4
EI0304364ES,2025-04,1,4,4,5
EI0304364ES,2025-05,4,4,2,3
EI0304364ES,2025-06,3,4,5,5
EI0304364ES,2025-07,3,5,3,3
EI0304364ES,2025-08,5,2,5,4
EI0304364ES,2025-09,5,3,5,3
EI0304364ES,2025-10,5,3,1,3
EI0304364ES,2025-11,5,4,5,4
EI0304364ES,2025-12,4,4,3,5
EI0304364ES,2026-01,5,3,4,2
EI1806769ES,2025-02,3,3,4,2
EI1806769ES,2025-03,5,1,5,4
EI1806769ES,2025-04,3,4,2,5
EI1806769ES,2025-05,3,3,4,2
EI1806769ES,2025-06,3,5,5,3
EI1806769ES,2025-07,4,5,5,3
EI1806769ES,2025-08,4,4,4,4
EI1806769ES,2025-09,4,4,2,5
EI1806769ES,2025-10,4,4,4,5
EI1806769ES,2025-11,3,4,5,4
EI1806769ES,2025-12,1,5,4,3
EI1806769ES,2026-01,3,5,5,4
EI0100641ES,2025-02,5,3,2,4
EI0100641ES,2025-03,1,4,3,3
EI0100641ES,2025-04,5,3,4,4
EI0100641ES,2025-05,5,3,3,4
EI0100641ES,2025-06,5,4,5,4
EI0100641ES,2025-07,4,1,3,2
EI0100641ES,2025-08,4,1,2,5
EI0100641ES,2025-09,5,1,2,3
EI0100641ES,2025-10,5,1,4,5
EI0100641ES,2025-11,4,4,3,4
EI0100641ES,2025-12,3,2,3,4
EI0100641ES,2026-01,5,4,5,3
EI9201605ES,2025-02,2,5,4,2
EI9201605ES,2025-03,4,5,3,4
EI9201605ES,2025-04,3,3,5,3
EI9201605ES,2025-05,2,4,4,3
EI9201605ES,2025-06,3,1,5,4
EI9201605ES,2025-07,5,3,3,4
EI9201605ES,2025-08,2,3,3,4
EI9201605ES,2025-09,3,2,4,5
EI9201605ES,2025-10,4,2,5,5
EI9201605ES,2025-11,3,1,5,5
EI9201605ES,2025-12,1,5,4,4
EI9201605ES,2026-01,1,5,5,5
EI1102326ES,2025-02,3,3,2,4
EI1102326ES,2025-03,1,4,3,4
EI1102326ES,2025-04,3,5,3,4
EI1102326ES,2025-05,1,5,5,4
EI1102326ES,2025-06,3,5,3,1
EI1102326ES,2025-07,5,4,2,4
EI1102326ES,2025-08,5,4,1,4
EI1102326ES,2025-09,5,5,3,5
EI1102326ES,2025-10,2,4,5,5
EI1102326ES,2025-11,3,2,3,1
EI1102326ES,2025-12,4,4,4,2
EI1102326ES,2026-01,4,5,5,5
EI0305591ES,2025-02,5,2,5,5
EI0305591ES,2025-03,4,3,4,5
EI0305591ES,2025-04,3,1,2,4
EI0305591ES,2025-05,5,3,2,4
EI0305591ES,2025-06,5,2,5,5
EI0305591ES,2025-07,4,4,5,5
EI0305591ES,2025-08,4,5,4,5
EI0305591ES,2025-09,5,3,3,4
EI0305591ES,2025-10,4,5,3,4
EI0305591ES,2025-11,1,4,5,5
EI0305591ES,2025-12,4,1,3,4
EI0305591ES,2026-01,3,4,4,5
EI9203391ES,2025-02,3,3,5,1
EI9203391ES,2025-03,3,5,4,3
EI9203391ES,2025-04,5,4,5,5
EI9203391ES,2025-05,5,5,4,5
EI9203391ES,2025-06,5,5,4,3
EI9203391ES,2025-07,4,3,4,4
EI9203391ES,2025-08,3,5,4,3
EI9203391ES,2025-09,4,5,4,5
EI9203391ES,2025-10,4,1,2,3
EI9203391ES,2025-11,5,5,3,5
EI9203391ES,2025-12,3,5,4,4
EI9203391ES,2026-01,4,3,4,4
EI9900218ES,2025-02,5,3,5,3
EI9900218ES,2025-03,3,4,4,2
EI9900218ES,2025-04,5,4,5,4
EI9900218ES,2025-05,5,5,2,4
EI9900218ES,2025-06,5,4,4,5
EI9900218ES,2025-07,4,1,1,4
EI9900218ES,2025-08,5,5,5,4
EI9900218ES,2025-09,4,3,4,3
EI9900218ES,2025-10,3,4,2,3
EI9900218ES,2025-11,3,4,4,5
EI9900218ES,2025-12,2,5,5,5
EI9900218ES,2026-01,4,4,4,5
EI1206521ES,2025-02,4,5,3,1
EI1206521ES,2025-03,4,4,4,5
EI1206521ES,2025-04,5,5,4,3
EI1206521ES,2025-05,4,5,5,5
EI1206521ES,2025-06,5,1,5,5
EI1206521ES,2025-07,4,3,4,4
EI1206521ES,2025-08,3,2,5,1
EI1206521ES,2025-09,2,5,5,3
EI1206521ES,2025-10,4,1,5,5
EI1206521ES,2025-11,2,5,4,5
EI1206521ES,2025-12,4,2,5,5
EI1206521ES,2026-01,5,4,1,3
EI1504173ES,2025-02,5,4,4,4
EI1504173ES,2025-03,4,5,5,4
EI1504173ES,2025-04,5,4,4,4
EI1504173ES,2025-05,4,4,4,2
EI1504173ES,2025-06,2,3,3,2
EI1504173ES,2025-07,1,1,3,3
EI1504173ES,2025-08,4,1,2,2
EI1504173ES,2025-09,3,4,1,3
EI1504173ES,2025-10,3,3,5,5
EI1504173ES,2025-11,5,4,5,4
EI1504173ES,2025-12,5,4,5,4
EI1504173ES,2026-01,4,4,4,4
EI2506794ES,2025-02,5,5,3,4
EI2506794ES,2025-03,3,5,2,5
EI2506794ES,2025-04,1,4,4,2
EI2506794ES,2025-05,3,5,5,4
EI2506794ES,2025-06,5,1,3,3
EI2506794ES,2025-07,5,4,2,1
EI2506794ES,2025-08,5,3,5,4
EI2506794ES,2025-09,4,3,5,4
EI2506794ES,2025-10,2,5,5,5
EI2506794ES,2025-11,5,4,4,4
EI2506794ES,2025-12,4,4,4,4
EI2506794ES,2026-01,2,4,5,3
EI1906189ES,2025-02,3,4,5,2
EI1906189ES,2025-03,4,4,5,5
EI1906189ES,2025-04,4,4,5,4
EI1906189ES,2025-05,2,5,3,5
EI1906189ES,2025-06,5,5,4,4
EI1906189ES,2025-07,4,3,5,2
EI1906189ES,2025-08,3,5,4,5
EI1906189ES,2025-09,1,4,3,3
EI1906189ES,2025-10,3,4,4,4
EI1906189ES,2025-11,3,5,1,2
EI1906189ES,2025-12,4,4,4,3
EI1906189ES,2026-01,3,3,2,5
EI1904549ES,2025-02,1,4,5,4
EI1904549ES,2025-03,3,2,4,4
EI1904549ES,2025-04,4,5,5,5
EI1904549ES,2025-05,5,4,3,5
EI1904549ES,2025-06,4,4,4,3
EI1904549ES,2025-07,3,4,1,5
EI1904549ES,2025-08,4,4,5,5
EI1904549ES,2025-09,4,3,5,4
EI1904549ES,2025-10,5,5,4,4
EI1904549ES,2025-11,4,2,2,4
EI1904549ES,2025-12,5,5,5,5
EI1904549ES,2026-01,5,1,4,2
EI2601971ES,2025-02,4,4,4,4
EI2601971ES,2025-03,3,3,4,5
EI2601971ES,2025-04,4,5,3,3
EI2601971ES,2025-05,5,4,4,4
EI2601971ES,2025-06,4,3,5,3
EI2601971ES,2025-07,5,5,4,5
EI2601971ES,2025-08,5,2,5,4
EI2601971ES,2025-09,1,5,3,2
EI2601971ES,2025-10,5,5,5,2
EI2601971ES,2025-11,4,4,4,2
EI2601971ES,2025-12,2,2,3,4
EI2601971ES,2026-01,4,4,5,3
EI0002616ES,2025-02,3,3,5,4
EI0002616ES,2025-03,3,3,5,5
EI0002616ES,2025-04,4,5,1,4
EI0002616ES,2025-05,5,5,5,5
EI0002616ES,2025-06,5,3,5,4
EI0002616ES,2025-07,5,5,5,4
EI0002616ES,2025-08,4,1,4,4
EI0002616ES,2025-09,4,1,3,5
EI0002616ES,2025-10,2,5,5,4
EI0002616ES,2025-11,3,4,2,5
EI0002616ES,2025-12,4,2,3,4
EI0002616ES,2026-01,4,4,2,2
EI0700904ES,2025-02,5,5,4,3
EI0700904ES,2025-03,4,2,5,5
EI0700904ES,2025-04,4,5,4,4
EI0700904ES,2025-05,4,2,3,5
EI0700904ES,2025-06,4,4,1,3
EI0700904ES,2025-07,3,4,3,4
EI0700904ES,2025-08,2,5,3,4
EI0700904ES,2025-09,3,4,4,5
EI0700904ES,2025-10,4,4,5,4
EI0700904ES,2025-11,5,2,5,5
EI0700904ES,2025-12,3,4,4,2
EI0700904ES,2026-01,5,5,4,2
EI1601613ES,2025-02,3,4,4,3
EI1601613ES,2025-03,2,5,4,5
EI1601613ES,2025-04,5,4,4,1
EI1601613ES,2025-05,5,4,3,3
EI1601613ES,2025-06,5,2,4,3
EI1601613ES,2025-07,5,5,5,5
EI1601613ES,2025-08,4,5,5,4
EI1601613ES,2025-09,2,5,4,5
EI1601613ES,2025-10,5,4,4,4
EI1601613ES,2025-11,5,4,4,5
EI1601613ES,2025-12,5,4,5,4
EI1601613ES,2026-01,4,3,4,3
EI0303172ES,2025-02,4,2,2,4
EI0303172ES,2025-03,3,4,4,4
EI0303172ES,2025-04,4,4,4,5
EI0303172ES,2025-05,3,3,4,4
EI0303172ES,2025-06,4,4,4,2
EI0303172ES,2025-07,5,4,3,4
EI0303172ES,2025-08,4,2,4,5
EI0303172ES,2025-09,2,3,4,5
EI0303172ES,2025-10,5,4,2,5
EI0303172ES,2025-11,4,2,4,5
EI0303172ES,2025-12,2,3,3,4
EI0303172ES,2026-01,2,4,2,5
EI0705157ES,2025-02,4,3,5,1
EI0705157ES,2025-03,5,4,3,4
EI0705157ES,2025-04,3,3,4,5
EI0705157ES,2025-05,3,4,4,5
EI0705157ES,2025-06,5,2,3,4
EI0705157ES,2025-07,4,3,5,2
EI0705157ES,2025-08,4,5,4,3
EI0705157ES,2025-09,3,4,4,5
EI0705157ES,2025-10,3,2,5,4
EI0705157ES,2025-11,5,5,1,3
EI0705157ES,2025-12,4,5,4,4
EI0705157ES,2026-01,2,4,2,5
EI2502243ES,2025-02,5,4,4,3
EI2502243ES,2025-03,4,5,3,4
EI2502243ES,2025-04,4,2,5,4
EI2502243ES,2025-05,4,4,3,4
EI2502243ES,2025-06,3,3,3,3
EI2502243ES,2025-07,5,4,2,1
EI2502243ES,2025-08,3,4,4,5
EI2502243ES,2025-09,3,5,5,1
EI2502243ES,2025-10,5,5,5,2
EI2502243ES,2025-11,2,5,4,2
EI2502243ES,2025-12,4,5,4,2
EI2502243ES,2026-01,4,5,3,2
EI9700407ES,2025-02,4,4,5,5
EI9700407ES,2025-03,5,2,3,2
EI9700407ES,2025-04,4,5,3,3
EI9700407ES,2025-05,4,4,1,1
EI9700407ES,2025-06,3,4,5,2
EI9700407ES,2025-07,3,4,4,3
EI9700407ES,2025-08,4,4,5,4
EI9700407ES,2025-09,4,5,3,3
EI9700407ES,2025-10,4,3,4,5
EI9700407ES,2025-11,4,3,4,5
EI9700407ES,2025-12,5,2,5,2
EI9700407ES,2026-01,5,3,5,5
EI9902459ES,2025-02,4,4,4,4
EI9902459ES,2025-03,4,1,5,4
EI9902459ES,2025-04,4,1,5,3
EI9902459ES,2025-05,4,5,4,3
EI9902459ES,2025-06,4,3,4,5
EI9902459ES,2025-07,4,3,5,3
EI9902459ES,2025-08,1,1,5,5
EI9902459ES,2025-09,4,2,5,5
EI9902459ES,2025-10,3,5,5,5
EI9902459ES,2025-11,3,5,3,3
EI9902459ES,2025-12,5,4,2,5
EI9902459ES,2026-01,5,5,4,3
EI2202538ES,2025-02,2,5,4,4
EI2202538ES,2025-03,5,3,5,2
EI2202538ES,2025-04,2,4,3,3
EI2202538ES,2025-05,4,4,4,3
EI2202538ES,2025-06,5,4,1,4
EI2202538ES,2025-07,5,4,5,5
EI2202538ES,2025-08,4,5,5,5
EI2202538ES,2025-09,5,5,4,3
EI2202538ES,2025-10,4,4,4,5
EI2202538ES,2025-11,3,3,3,1
EI2202538ES,2025-12,3,5,2,2
EI2202538ES,2026-01,3,4,5,4
EI9304676ES,2025-02,4,4,5,5
EI9304676ES,2025-03,3,2,3,5
EI9304676ES,2025-04,4,4,3,5
EI9304676ES,2025-05,5,4,5,5
EI9304676ES,2025-06,4,5,4,1
EI9304676ES,2025-07,4,4,3,5
EI9304676ES,2025-08,4,4,5,1
EI9304676ES,2025-09,3,3,5,5
EI9304676ES,2025-10,5,3,4,3
EI9304676ES,2025-11,5,4,4,2
EI9304676ES,2025-12,2,4,4,3
EI9304676ES,2026-01,3,4,3,4
EI9601580ES,2025-02,5,3,4,4
EI9601580ES,2025-03,5,5,3,5
EI9601580ES,2025-04,3,4,4,4
EI9601580ES,2025-05,5,5,3,5
EI9601580ES,2025-06,5,5,5,4
EI9601580ES,2025-07,3,3,4,4
EI9601580ES,2025-08,4,3,2,4
EI9601580ES,2025-09,5,4,2,5
EI9601580ES,2025-10,5,3,3,4
EI9601580ES,2025-11,2,4,4,5
EI9601580ES,2025-12,4,3,2,5
EI9601580ES,2026-01,3,5,3,5
EI0702596ES,2025-02,4,5,3,5
EI0702596ES,2025-03,4,5,5,5
EI0702596ES,2025-04,2,3,4,1
EI0702596ES,2025-05,4,4,5,4
EI0702596ES,2025-06,5,4,5,4
EI0702596ES,2025-07,1,1,3,4
EI0702596ES,2025-08,5,4,5,4
EI0702596ES,2025-09,3,4,2,3
EI0702596ES,2025-10,4,4,3,5
EI0702596ES,2025-11,4,4,4,5
EI0702596ES,2025-12,4,5,5,3
EI0702596ES,2026-01,4,4,5,2
EI1402244ES,2025-02,4,2,5,3
EI1402244ES,2025-03,5,5,5,3
EI1402244ES,2025-04,3,4,3,4
EI1402244ES,2025-05,4,2,5,4
EI1402244ES,2025-06,5,4,3,5
EI1402244ES,2025-07,5,3,3,4
EI1402244ES,2025-08,2,4,3,5
EI1402244ES,2025-09,5,3,3,5
EI1402244ES,2025-10,2,4,1,5
EI1402244ES,2025-11,4,5,5,4
EI1402244ES,2025-12,5,4,4,2
EI1402244ES,2026-01,4,4,3,2
EI2505392ES,2025-02,4,4,2,5
EI2505392ES,2025-03,4,5,5,5
EI2505392ES,2025-04,5,5,4,3
EI2505392ES,2025-05,5,3,5,5
EI2505392ES,2025-06,4,5,5,3
EI2505392ES,2025-07,4,3,1,4
EI2505392ES,2025-08,4,3,5,5
EI2505392ES,2025-09,2,5,5,2
EI2505392ES,2025-10,5,1,2,5
EI2505392ES,2025-11,3,1,3,2
EI2505392ES,2025-12,2,4,3,3
EI2505392ES,2026-01,3,5,5,2
EI9103097ES,2025-02,4,4,4,5
EI9103097ES,2025-03,5,3,5,4
EI9103097ES,2025-04,5,5,5,2
EI9103097ES,2025-05,3,4,3,2
EI9103097ES,2025-06,3,5,5,4
EI9103097ES,2025-07,5,1,3,2
EI9103097ES,2025-08,4,4,4,4
EI9103097ES,2025-09,4,3,4,4
EI9103097ES,2025-10,5,5,5,5
