numero_empleado,titulo,departamento,fecha_ingreso,modalidad_trabajo,salario_bruto_anual_eur
EI0003433ES,Gerente de Credito,Credito,7/17/2000,Hibrido,103702
EI9703434ES,Analista de Datos,IT,4/21/1997,Remoto,53968
EI2603435ES,Asistente Comercial,Comercial,4/18/2026,Hibrido,32014
EI0403436ES,Gerente de Operaciones,Operaciones,7/21/2004,Hibrido,118244
EI1403437ES,Ejecutivo Comercial,Comercial,3/5/2014,Hibrido,49490
EI9703438ES,Asistente de Plataforma,Atencion al Cliente,7/8/1997,Oficina,25264
EI2103439ES,Ejecutivo Comercial,Comercial,9/3/2021,Hibrido,46071
EI2003440ES,Supervisor de Sucursal,Atencion al Cliente,1/10/2020,Oficina,44162
EI1803441ES,Asistente Comercial,Comercial,5/11/2018,Hibrido,30562
EI2503442ES,Analista de Credito,Credito,9/25/2025,Hibrido,45398
EI1203443ES,Gerente de Credito,Credito,7/9/2012,Hibrido,78447
EI9503444ES,Asistente Comercial,Comercial,4/29/1995,Hibrido,26359
EI9103445ES,Analista de Riesgo,Riesgo,2/21/1991,Oficina,44460
EI9103446ES,Cajero,Atencion al Cliente,12/4/1991,Oficina,23277
EI0603447ES,Asistente de Plataforma,Atencion al Cliente,9/17/2006,Oficina,26761
EI9303448ES,Gerente de Area,Gerencia,4/6/1993,Oficina,105494
EI9503449ES,Asistente de Credito,Credito,3/12/1995,Hibrido,30340
EI9903450ES,Gerente Comercial,Comercial,5/7/1999,Hibrido,70365
EI1103451ES,Especialista RRHH,Talento Humano,7/22/2011,Oficina,36107
EI1403452ES,Analista de Operaciones,Operaciones,12/3/2014,Oficina,59187
EI9403453ES,Supervisor de Sucursal,Atencion al Cliente,7/3/1994,Oficina,44303
EI0203454ES,Asistente de Plataforma,Atencion al Cliente,10/4/2002,Oficina,31516
EI1703455ES,Asistente Comercial,Comercial,9/3/2017,Hibrido,31276
EI1703456ES,Supervisor de Sucursal,Atencion al Cliente,10/23/2017,Oficina,51076
EI1203457ES,Gerente de Talento Humano,Talento Humano,5/30/2012,Hibrido,94554
EI1803458ES,Analista de Operaciones,Operaciones,8/3/2018,Hibrido,49452
EI9603459ES,Gerente de Area,Gerencia,9/18/1996,Oficina,90417
EI1303460ES,Ejecutivo Comercial,Comercial,2/11/2013,Oficina,59207
EI0203461ES,Especialista RRHH,Talento Humano,12/1/2002,Oficina,41853
EI9903462ES,Asistente Comercial,Comercial,10/19/1999,Oficina,27832
EI9803463ES,Gerente de Operaciones,Operaciones,7/17/1998,Oficina,84123
EI1703464ES,Cajero,Atencion al Cliente,3/18/2017,Oficina,23173
EI9003465ES,Asistente Comercial,Comercial,4/27/1990,Oficina,29994
EI0603466ES,Gerente de Riesgo,Riesgo,12/2/2006,Oficina,80531
EI0803467ES,Gerente de Operaciones,Operaciones,8/19/2008,Hibrido,97196
EI9903468ES,Gerente de Talento Humano,Talento Humano,2/24/1999,Hibrido,116224
EI9103469ES,Ejecutivo Comercial,Comercial,2/1/1991,Oficina,52449
EI0803470ES,Analista de Credito,Credito,2/15/2008,Oficina,51996
EI9703471ES,Analista de Datos,IT,12/9/1997,Remoto,56840
EI1003472ES,Analista de Operaciones,Operaciones,10/29/2010,Hibrido,45513
EI1503473ES,Gerente de Area,Gerencia,3/19/2015,Hibrido,107408
EI0603474ES,Gerente de Operaciones,Operaciones,12/31/2006,Oficina,90142
EI9603475ES,Gerente de Area,Gerencia,5/22/1996,Hibrido,95913
EI1903476ES,Analista de Riesgo,Riesgo,7/3/2019,Oficina,58146
EI0703477ES,Director Financiero,Direccion,8/10/2007,Oficina,123479
EI9503478ES,Analista de Operaciones,Operaciones,6/5/1995,Hibrido,56149
EI9203479ES,Gerente de Operaciones,Operaciones,11/3/1992,Oficina,109960
EI0903480ES,Gerente Comercial,Comercial,11/13/2009,Oficina,84239
EI0403481ES,Gerente Comercial,Comercial,8/13/2004,Oficina,81913
EI1503482ES,Arquitecto de Software,IT,11/13/2015,Hibrido,107150
EI9703483ES,Gerente de Area,Gerencia,9/5/1997,Hibrido,96606
EI1903484ES,Analista de Operaciones,Operaciones,6/26/2019,Oficina,54175
EI0003485ES,Analista de Riesgo,Riesgo,8/7/2000,Oficina,58125
EI9703486ES,Cajero,Atencion al Cliente,6/21/1997,Oficina,24663
EI0603487ES,Analista RRHH,Talento Humano,4/25/2006,Oficina,38012
EI1403488ES,Ejecutivo Comercial,Comercial,12/9/2014,Hibrido,45094
EI9503489ES,Especialista RRHH,Talento Humano,6/25/1995,Hibrido,51026
EI2303490ES,Asistente de Credito,Credito,5/12/2023,Oficina,33078
EI2603491ES,Gerente Comercial,Comercial,4/4/2026,Hibrido,95761
EI9003492ES,Gerente Comercial,Comercial,11/17/1990,Hibrido,107423
EI0103493ES,Analista de Operaciones,Operaciones,5/22/2001,Hibrido,53927
EI2203494ES,Asistente Comercial,Comercial,2/4/2022,Oficina,26908
EI1703495ES,Analista de Datos,IT,1/28/2017,Hibrido,73756
EI1503496ES,Gerente de Credito,Credito,8/13/2015,Hibrido,81424
EI9703497ES,Director Financiero,Direccion,4/9/1997,Hibrido,123633
EI1903498ES,Arquitecto de Software,IT,11/28/2019,Remoto,109052
EI1203499ES,Soporte IT,IT,4/29/2012,Hibrido,41776
EI1103500ES,Gerente Comercial,Comercial,12/30/2011,Oficina,91422
EI1503501ES,Supervisor de Sucursal,Atencion al Cliente,1/17/2015,Oficina,52004
EI9503502ES,Cajero,Atencion al Cliente,11/11/1995,Oficina,23222
EI2603503ES,Cajero,Atencion al Cliente,6/10/2026,Oficina,27531
EI9603504ES,Gerente IT,IT,1/17/1996,Remoto,113875
EI1403505ES,Director Financiero,Direccion,8/1/2014,Oficina,132349
EI9103506ES,Gerente Comercial,Comercial,12/30/1991,Hibrido,87387
EI1303507ES,Analista de Riesgo,Riesgo,4/7/2013,Hibrido,56497
EI2003508ES,Analista de Credito,Credito,8/31/2020,Hibrido,41900
EI1303509ES,Asistente de Credito,Credito,1/26/2013,Oficina,30855
EI1803510ES,Gerente de Credito,Credito,8/5/2018,Hibrido,105061
EI2503511ES,Gerente de Riesgo,Riesgo,10/29/2025,Oficina,82650
EI0203512ES,Gerente IT,IT,6/23/2002,Hibrido,109798
EI1803513ES,Analista de Riesgo,Riesgo,12/14/2018,Hibrido,42687
EI1003514ES,Cajero,Atencion al Cliente,8/24/2010,Oficina,22544
EI9703515ES,Especialista RRHH,Talento Humano,4/24/1997,Oficina,41882
EI2403516ES,Gerente Comercial,Comercial,12/10/2024,Oficina,79778
EI1603517ES,Asistente de Credito,Credito,4/29/2016,Oficina,30705
EI0303518ES,Gerente Comercial,Comercial,8/1/2003,Hibrido,83031
EI1903519ES,Analista de Credito,Credito,4/30/2019,Oficina,59081
EI1703520ES,Gerente de Credito,Credito,6/16/2017,Oficina,82866
EI0803521ES,Asistente Comercial,Comercial,8/22/2008,Oficina,32702
EI2003522ES,Gerente de Riesgo,Riesgo,10/22/2020,Hibrido,118894
EI1703523ES,Gerente Comercial,Comercial,4/21/2017,Oficina,77547
EI9203524ES,Analista de Operaciones,Operaciones,3/4/1992,Oficina,55751
EI9603525ES,Asistente de Credito,Credito,10/22/1996,Oficina,26893
EI9503526ES,Gerente Comercial,Comercial,4/19/1995,Hibrido,100169
EI2303527ES,Director IT,Direccion,10/6/2023,Hibrido,163265
EI9503528ES,Gerente de Operaciones,Operaciones,3/2/1995,Oficina,119704
EI9503529ES,Gerente de Riesgo,Riesgo,1/21/1995,Hibrido,105072
EI9503530ES,Gerente de Credito,Credito,10/23/1995,Oficina,81842
EI1703531ES,Gerente de Operaciones,Operaciones,9/13/2017,Hibrido,82091
EI2203532ES,Gerente de Credito,Credito,6/7/2022,Hibrido,92474
EI9803533ES,Director de Riesgo,Direccion,11/18/1998,Oficina,160827
EI0303534ES,Gerente Comercial,Comercial,3/4/2003,Oficina,107478
EI0703535ES,Asistente de Plataforma,Atencion al Cliente,1/22/2007,Oficina,28526
EI1403536ES,Cajero,Atencion al Cliente,1/19/2014,Oficina,22109
EI9803537ES,Supervisor de Sucursal,Atencion al Cliente,1/9/1998,Oficina,49920
EI1903538ES,Asistente de Credito,Credito,11/2/2019,Oficina,29939
EI2403539ES,Gerente Comercial,Comercial,4/15/2024,Oficina,88484
EI9403540ES,Gerente de Area,Gerencia,1/16/1994,Oficina,108641
EI2003541ES,Analista RRHH,Talento Humano,8/21/2020,Oficina,42936
EI9003542ES,Asistente de Plataforma,Atencion al Cliente,5/24/1990,Oficina,28351
EI9603543ES,Gerente de Riesgo,Riesgo,9/25/1996,Hibrido,119080
EI9503544ES,Analista de Datos,IT,10/12/1995,Hibrido,46121
EI0503545ES,Desarrollador,IT,9/12/2005,Hibrido,64936
EI2603546ES,Gerente de Riesgo,Riesgo,2/16/2026,Hibrido,94065
EI2403547ES,Gerente Comercial,Comercial,12/14/2024,Hibrido,108237
EI2403548ES,Gerente de Riesgo,Riesgo,10/28/2024,Oficina,86368
EI9503549ES,Ejecutivo Comercial,Comercial,4/28/1995,Hibrido,39649
EI0903550ES,Cajero,Atencion al Cliente,1/5/2009,Oficina,29660
EI1403551ES,Ejecutivo Comercial,Comercial,8/29/2014,Hibrido,45703
EI0303552ES,Analista de Datos,IT,10/8/2003,Hibrido,53541
EI0103553ES,Gerente de Talento Humano,Talento Humano,8/20/2001,Oficina,84911
EI9603554ES,Gerente Comercial,Comercial,4/26/1996,Oficina,101578
EI9503555ES,Asistente de Plataforma,Atencion al Cliente,7/11/1995,Oficina,28928
EI1103556ES,Gerente de Area,Gerencia,7/3/2011,Hibrido,105126
EI9203557ES,Ejecutivo Comercial,Comercial,9/15/1992,Oficina,40451
EI2203558ES,Analista de Operaciones,Operaciones,3/31/2022,Oficina,58643
EI0903559ES,Ejecutivo Comercial,Comercial,2/12/2009,Oficina,54359
EI0003560ES,Analista de Datos,IT,3/27/2000,Hibrido,53518
EI1303561ES,Analista de Riesgo,Riesgo,10/27/2013,Oficina,61302
EI0403562ES,Ejecutivo Comercial,Comercial,4/30/2004,Oficina,43554
EI1803563ES,Asistente Comercial,Comercial,5/4/2018,Oficina,25124
EI9103564ES,Analista de Riesgo,Riesgo,6/15/1991,Oficina,48182
EI9003565ES,Gerente de Credito,Credito,10/4/1990,Hibrido,93801
EI1503566ES,Analista de Datos,IT,4/27/2015,Remoto,74587
EI2503567ES,Analista de Datos,IT,4/18/2025,Hibrido,65202
EI0903568ES,Ejecutivo Comercial,Comercial,11/12/2009,Hibrido,54337
EI0203569ES,Desarrollador,IT,10/15/2002,Hibrido,67863
EI0103570ES,Gerente de Operaciones,Operaciones,4/9/2001,Oficina,111429
EI2603571ES,Gerente Comercial,Comercial,5/4/2026,Hibrido,86456
EI9003572ES,Analista de Operaciones,Operaciones,2/14/1990,Oficina,38622
EI9203573ES,Asistente Comercial,Comercial,8/31/1992,Oficina,26941
EI9903574ES,Gerente Comercial,Comercial,4/19/1999,Hibrido,71746
EI0003575ES,Asistente de Credito,Credito,4/23/2000,Hibrido,26644
EI0203576ES,Analista de Datos,IT,5/22/2002,Remoto,50896
EI0903577ES,Arquitecto de Software,IT,1/4/2009,Hibrido,103834
EI9003578ES,Asistente de Credito,Credito,8/4/1990,Oficina,33468
EI1003579ES,Desarrollador,IT,2/1/2010,Hibrido,47038
EI2203580ES,Gerente de Area,Gerencia,4/16/2022,Hibrido,97089
EI9203581ES,Asistente Comercial,Comercial,9/23/1992,Oficina,32593
EI1203582ES,Gerente de Riesgo,Riesgo,10/21/2012,Hibrido,82782
EI9403583ES,Analista de Datos,IT,7/24/1994,Hibrido,61154
EI2103584ES,Analista de Riesgo,Riesgo,12/19/2021,Hibrido,47510
EI9203585ES,Gerente Comercial,Comercial,2/23/1992,Hibrido,88856
EI1203586ES,Analista de Riesgo,Riesgo,1/27/2012,Oficina,49838
EI9703587ES,Analista de Datos,IT,11/6/1997,Hibrido,52484
EI9003588ES,Gerente de Credito,Credito,10/13/1990,Hibrido,107036
EI0503589ES,Gerente Comercial,Comercial,8/26/2005,Hibrido,104844
EI0903590ES,Analista de Credito,Credito,2/8/2009,Hibrido,58049
EI0103591ES,Supervisor de Sucursal,Atencion al Cliente,5/20/2001,Oficina,51258
EI9903592ES,Gerente de Credito,Credito,3/6/1999,Oficina,77896
EI9803593ES,Asistente de Plataforma,Atencion al Cliente,12/4/1998,Oficina,26282
EI0803594ES,Soporte IT,IT,1/22/2008,Remoto,32565
EI0903595ES,Ejecutivo Comercial,Comercial,8/16/2009,Hibrido,47898
EI9303596ES,Cajero,Atencion al Cliente,7/17/1993,Oficina,24893
EI9203597ES,Asistente de Credito,Credito,11/15/1992,Oficina,33595
EI2103598ES,Cajero,Atencion al Cliente,5/18/2021,Oficina,28993
EI9003599ES,Analista de Datos,IT,11/7/1990,Hibrido,47102
EI0803600ES,Ejecutivo Comercial,Comercial,1/29/2008,Hibrido,48592
EI0303601ES,Gerente de Area,Gerencia,12/7/2003,Oficina,111648
EI2503602ES,Gerente de Riesgo,Riesgo,8/31/2025,Oficina,87633
EI1603603ES,Analista de Riesgo,Riesgo,5/26/2016,Hibrido,55913
EI0103604ES,Cajero,Atencion al Cliente,4/26/2001,Oficina,22305
EI2303605ES,Gerente de Talento Humano,Talento Humano,8/7/2023,Oficina,97215
EI2403606ES,Asistente de Credito,Credito,6/18/2024,Oficina,34044
EI1503607ES,Analista de Operaciones,Operaciones,10/4/2015,Hibrido,35099
EI1903608ES,Director de Riesgo,Direccion,12/14/2019,Oficina,166381
EI2503609ES,Analista de Operaciones,Operaciones,3/10/2025,Oficina,40640
EI1703610ES,Analista de Operaciones,Operaciones,5/22/2017,Oficina,54950
EI1903611ES,Analista de Operaciones,Operaciones,1/2/2019,Hibrido,54593
EI2503612ES,Analista de Operaciones,Operaciones,2/20/2025,Hibrido,54860
EI0003613ES,Analista RRHH,Talento Humano,1/13/2000,Oficina,32133
EI1603614ES,Analista de Operaciones,Operaciones,6/24/2016,Oficina,49385
EI0703615ES,Analista de Operaciones,Operaciones,2/23/2007,Hibrido,54758
EI0803616ES,Gerente Comercial,Comercial,6/6/2008,Oficina,95035
EI9903617ES,Gerente de Operaciones,Operaciones,9/14/1999,Hibrido,111782
EI1103618ES,Gerente de Area,Gerencia,10/4/2011,Hibrido,121450
EI0003619ES,Director de Riesgo,Direccion,6/19/2000,Oficina,174454
EI0903620ES,Especialista RRHH,Talento Humano,8/7/2009,Oficina,40997
EI1603621ES,Analista de Operaciones,Operaciones,2/23/2016,Oficina,53627
EI1003622ES,Supervisor de Sucursal,Atencion al Cliente,1/4/2010,Oficina,35480
EI2103623ES,Cajero,Atencion al Cliente,12/1/2021,Oficina,28738
EI9703624ES,Analista de Operaciones,Operaciones,5/29/1997,Oficina,49116
EI9903625ES,Gerente de Credito,Credito,8/13/1999,Oficina,100622
EI2603626ES,Analista de Riesgo,Riesgo,10/10/2026,Oficina,69624
EI9303627ES,Cajero,Atencion al Cliente,12/29/1993,Oficina,25364
EI9703628ES,Gerente de Area,Gerencia,2/7/1997,Hibrido,91797
EI1403629ES,Gerente de Riesgo,Riesgo,6/25/2014,Oficina,85484
EI2003630ES,Desarrollador,IT,9/12/2020,Remoto,73617
EI9503631ES,Arquitecto de Software,IT,1/9/1995,Remoto,75472
EI2203632ES,Gerente Comercial,Comercial,10/15/2022,Hibrido,105225
EI2603633ES,Director Financiero,Direccion,7/29/2026,Oficina,173762
EI0703634ES,Asistente de Credito,Credito,11/25/2007,Hibrido,29260
EI9703635ES,Gerente de Riesgo,Riesgo,3/18/1997,Hibrido,87880
EI1303636ES,Desarrollador,IT,5/31/2013,Hibrido,73629
EI0903637ES,Soporte IT,IT,10/2/2009,Remoto,38304
EI9003638ES,Analista de Credito,Credito,7/8/1990,Oficina,52665
EI2603639ES,Gerente Comercial,Comercial,6/2/2026,Hibrido,71683
EI9203640ES,Soporte IT,IT,2/7/1992,Remoto,36861
EI1103641ES,Analista de Credito,Credito,3/26/2011,Oficina,56842
EI9803642ES,Gerente de Credito,Credito,6/23/1998,Oficina,94920
EI1603643ES,Director Comercial,Direccion,9/20/2016,Oficina,146426
EI1903644ES,Analista RRHH,Talento Humano,12/19/2019,Oficina,32753
EI2003645ES,Analista de Riesgo,Riesgo,4/1/2020,Hibrido,66776
EI1603646ES,Director de Riesgo,Direccion,11/28/2016,Hibrido,163936
EI1203647ES,Asistente de Credito,Credito,8/21/2012,Hibrido,27464
EI1503648ES,Analista de Riesgo,Riesgo,12/15/2015,Hibrido,61963
EI1803649ES,Asistente Comercial,Comercial,7/3/2018,Hibrido,25819
EI1603650ES,Gerente IT,IT,5/31/2016,Hibrido,113241
EI9503651ES,Asistente de Credito,Credito,4/16/1995,Oficina,29237
EI0803652ES,Asistente Comercial,Comercial,12/30/2008,Hibrido,26843
EI9103653ES,Ejecutivo Comercial,Comercial,12/23/1991,Oficina,51199
EI1103654ES,Cajero,Atencion al Cliente,11/14/2011,Oficina,24327
EI0403655ES,Gerente de Operaciones,Operaciones,12/13/2004,Hibrido,104732
EI2403656ES,Gerente Comercial,Comercial,12/11/2024,Hibrido,100162
EI0303657ES,Gerente de Riesgo,Riesgo,2/20/2003,Hibrido,82960
EI1703658ES,Analista de Operaciones,Operaciones,5/10/2017,Hibrido,47331
EI0103659ES,Asistente Comercial,Comercial,2/25/2001,Hibrido,29338
EI0103660ES,Gerente de Credito,Credito,12/1/2001,Hibrido,99691
EI9203661ES,Gerente Comercial,Comercial,11/27/1992,Oficina,99094
EI1503662ES,Gerente Comercial,Comercial,2/27/2015,Oficina,92152
EI9603663ES,Asistente de Plataforma,Atencion al Cliente,5/21/1996,Oficina,25618
EI1603664ES,Analista de Operaciones,Operaciones,1/7/2016,Oficina,59905
EI0203665ES,Analista de Riesgo,Riesgo,5/7/2002,Oficina,57780
EI1203666ES,Gerente de Riesgo,Riesgo,7/17/2012,Oficina,117609
EI1303667ES,Gerente de Area,Gerencia,12/25/2013,Oficina,116222
EI9103668ES,Asistente de Credito,Credito,11/5/1991,Oficina,32141
EI0703669ES,Desarrollador,IT,9/23/2007,Hibrido,71426
EI1703670ES,Analista de Operaciones,Operaciones,1/1/2017,Oficina,53866
EI9003671ES,Analista de Datos,IT,12/28/1990,Hibrido,49155
EI9303672ES,Analista de Credito,Credito,4/25/1993,Oficina,42027
EI2303673ES,Asistente de Credito,Credito,12/11/2023,Hibrido,29067
EI2303674ES,Asistente de Credito,Credito,11/21/2023,Oficina,34825
EI2203675ES,Director de Riesgo,Direccion,1/23/2022,Oficina,146698
EI9903676ES,Gerente de Area,Gerencia,7/28/1999,Hibrido,121136
EI0503677ES,Gerente Comercial,Comercial,4/30/2005,Oficina,82227
EI0103678ES,Cajero,Atencion al Cliente,6/1/2001,Oficina,24631
EI1203679ES,Analista RRHH,Talento Humano,12/3/2012,Hibrido,33093
EI2403680ES,Ejecutivo Comercial,Comercial,12/23/2024,Oficina,57948
EI0603681ES,Gerente Comercial,Comercial,3/1/2006,Hibrido,88246
EI9603682ES,Analista de Datos,IT,6/27/1996,Hibrido,62182
EI9403683ES,Asistente Comercial,Comercial,5/15/1994,Hibrido,32027
EI9103684ES,Asistente de Credito,Credito,6/2/1991,Hibrido,28166
EI9103685ES,Especialista RRHH,Talento Humano,4/8/1991,Hibrido,53586
EI9203686ES,Director IT,Direccion,11/1/1992,Remoto,150804
EI9203687ES,Asistente Comercial,Comercial,12/6/1992,Oficina,33450
EI0103688ES,Asistente Comercial,Comercial,8/9/2001,Oficina,34741
EI1403689ES,Asistente Comercial,Comercial,4/9/2014,Hibrido,25046
EI1403690ES,Ejecutivo Comercial,Comercial,9/22/2014,Oficina,39766
EI9303691ES,Asistente de Plataforma,Atencion al Cliente,7/28/1993,Oficina,30255
EI0803692ES,Ejecutivo Comercial,Comercial,7/23/2008,Oficina,51940
EI0403693ES,Arquitecto de Software,IT,8/23/2004,Remoto,82105
EI0103694ES,Gerente de Area,Gerencia,11/21/2001,Hibrido,125777
EI2103695ES,Director de Riesgo,Direccion,5/8/2021,Hibrido,158126
EI1403696ES,Soporte IT,IT,8/26/2014,Remoto,37214
EI0703697ES,Asistente de Credito,Credito,2/5/2007,Hibrido,34293
EI9403698ES,Asistente de Credito,Credito,1/19/1994,Hibrido,30362
EI0403699ES,Analista de Operaciones,Operaciones,1/25/2004,Oficina,56623
EI9503700ES,Cajero,Atencion al Cliente,7/27/1995,Oficina,27027
EI2203701ES,Gerente Comercial,Comercial,5/28/2022,Oficina,109263
EI2003702ES,Cajero,Atencion al Cliente,11/2/2020,Oficina,28398
EI0603703ES,Director IT,Direccion,3/17/2006,Remoto,136147
EI0503704ES,Gerente de Area,Gerencia,10/4/2005,Oficina,97431
EI9303705ES,Analista de Credito,Credito,7/11/1993,Oficina,48843
EI1603706ES,Cajero,Atencion al Cliente,9/25/2016,Oficina,26405
EI2603707ES,Soporte IT,IT,3/23/2026,Hibrido,36469
EI0403708ES,Analista de Credito,Credito,2/7/2004,Hibrido,43144
EI1903709ES,Asistente Comercial,Comercial,1/19/2019,Oficina,27060
EI0403710ES,Analista de Riesgo,Riesgo,9/12/2004,Oficina,52202
EI1103711ES,Ejecutivo Comercial,Comercial,10/12/2011,Oficina,35251
EI1603712ES,Gerente Comercial,Comercial,8/26/2016,Hibrido,107512
EI0303713ES,Cajero,Atencion al Cliente,5/27/2003,Oficina,26344
EI9803714ES,Analista de Operaciones,Operaciones,1/10/1998,Hibrido,36538
EI0603715ES,Ejecutivo Comercial,Comercial,10/28/2006,Hibrido,57361
EI1403716ES,Supervisor de Sucursal,Atencion al Cliente,12/22/2014,Oficina,49251
EI1203717ES,Director IT,Direccion,4/26/2012,Hibrido,146899
EI2503718ES,Ejecutivo Comercial,Comercial,5/26/2025,Hibrido,49280
EI9003719ES,Gerente de Credito,Credito,8/24/1990,Hibrido,90364
EI0603720ES,Ejecutivo Comercial,Comercial,5/3/2006,Hibrido,51057
EI1403721ES,Analista de Operaciones,Operaciones,2/10/2014,Hibrido,35956
EI2403722ES,Analista de Credito,Credito,6/14/2024,Oficina,45450
EI2503723ES,Gerente Comercial,Comercial,1/17/2025,Oficina,103188
EI9503724ES,Analista de Riesgo,Riesgo,11/14/1995,Hibrido,47946
EI2503725ES,Analista de Riesgo,Riesgo,11/2/2025,Hibrido,53252
EI1803726ES,Gerente de Credito,Credito,6/2/2018,Hibrido,82079
EI2103727ES,Desarrollador,IT,6/5/2021,Hibrido,58952
EI0703728ES,Gerente de Talento Humano,Talento Humano,10/15/2007,Hibrido,101889
EI9203729ES,Gerente de Credito,Credito,5/29/1992,Hibrido,70600
EI9803730ES,Arquitecto de Software,IT,5/18/1998,Hibrido,77760
EI0303731ES,Gerente de Riesgo,Riesgo,3/12/2003,Hibrido,91864
EI1103732ES,Ejecutivo Comercial,Comercial,6/17/2011,Hibrido,57739
EI0703733ES,Asistente de Plataforma,Atencion al Cliente,12/31/2007,Oficina,25200
EI1703734ES,Ejecutivo Comercial,Comercial,7/5/2017,Hibrido,37206
EI9403735ES,Cajero,Atencion al Cliente,8/26/1994,Oficina,22647
EI0203736ES,Arquitecto de Software,IT,8/8/2002,Hibrido,76548
EI1203737ES,Analista de Credito,Credito,7/31/2012,Hibrido,43231
EI9003738ES,Gerente Comercial,Comercial,4/11/1990,Oficina,105183
EI1103739ES,Gerente IT,IT,4/16/2011,Remoto,128588
EI2103740ES,Ejecutivo Comercial,Comercial,11/22/2021,Oficina,51204
EI9303741ES,Gerente de Credito,Credito,7/20/1993,Hibrido,81330
EI2503742ES,Analista de Credito,Credito,3/29/2025,Hibrido,35446
EI9603743ES,Analista de Datos,IT,1/20/1996,Remoto,71774
EI1803744ES,Cajero,Atencion al Cliente,8/24/2018,Oficina,28651
EI9303745ES,Analista de Credito,Credito,6/1/1993,Oficina,39825
EI9203746ES,Gerente Comercial,Comercial,5/26/1992,Hibrido,83362
EI2203747ES,Arquitecto de Software,IT,12/28/2022,Remoto,101373
EI0903748ES,Gerente de Credito,Credito,4/17/2009,Hibrido,92657
EI9203749ES,Soporte IT,IT,2/27/1992,Remoto,37556
EI9703750ES,Asistente Comercial,Comercial,7/28/1997,Hibrido,31037
EI9703751ES,Asistente Comercial,Comercial,11/4/1997,Oficina,30075
EI2003752ES,Gerente IT,IT,2/18/2020,Hibrido,126535
EI0403753ES,Soporte IT,IT,7/19/2004,Remoto,44395
EI2503754ES,Desarrollador,IT,9/30/2025,Hibrido,57586
EI2003755ES,Cajero,Atencion al Cliente,4/25/2020,Oficina,29737
EI0103756ES,Asistente de Plataforma,Atencion al Cliente,6/1/2001,Oficina,28005
EI0603757ES,Analista RRHH,Talento Humano,6/25/2006,Hibrido,39345
EI2303758ES,Ejecutivo Comercial,Comercial,3/9/2023,Oficina,39772
EI9403759ES,Cajero,Atencion al Cliente,12/31/1994,Oficina,23146
EI9603760ES,Gerente de Area,Gerencia,11/30/1996,Hibrido,119324
EI2003761ES,Gerente de Area,Gerencia,8/7/2020,Hibrido,95561
EI2403762ES,Analista de Operaciones,Operaciones,9/12/2024,Oficina,48046
EI1903763ES,Gerente Comercial,Comercial,10/23/2019,Oficina,89232
EI9703764ES,Director IT,Direccion,8/12/1997,Hibrido,122012
EI1403765ES,Soporte IT,IT,3/5/2014,Hibrido,36217
EI1103766ES,Gerente de Operaciones,Operaciones,4/19/2011,Oficina,103175
EI1403767ES,Asistente Comercial,Comercial,5/9/2014,Oficina,25995
EI2503768ES,Supervisor de Sucursal,Atencion al Cliente,3/3/2025,Oficina,47682
EI9103769ES,Gerente de Credito,Credito,11/15/1991,Hibrido,86707
EI9103770ES,Arquitecto de Software,IT,6/28/1991,Hibrido,95337
EI2203771ES,Gerente de Area,Gerencia,4/6/2022,Oficina,125738
EI1703772ES,Ejecutivo Comercial,Comercial,12/30/2017,Hibrido,42518
EI0303773ES,Arquitecto de Software,IT,9/16/2003,Hibrido,70774
EI2503774ES,Asistente de Credito,Credito,5/4/2025,Oficina,26701
EI0903775ES,Analista de Operaciones,Operaciones,10/5/2009,Hibrido,50537
EI9303776ES,Asistente Comercial,Comercial,1/2/1993,Hibrido,31962
EI0203777ES,Arquitecto de Software,IT,7/5/2002,Remoto,86652
EI0603778ES,Asistente de Credito,Credito,2/15/2006,Hibrido,29286
EI9203779ES,Analista de Credito,Credito,5/26/1992,Oficina,52423
EI2003780ES,Analista de Operaciones,Operaciones,11/18/2020,Hibrido,37161
EI1003781ES,Gerente de Operaciones,Operaciones,3/15/2010,Oficina,116206
EI1803782ES,Gerente Comercial,Comercial,10/16/2018,Oficina,91004
EI1603783ES,Asistente de Credito,Credito,9/21/2016,Oficina,27020
EI1003784ES,Asistente Comercial,Comercial,6/24/2010,Hibrido,33230
EI2203785ES,Soporte IT,IT,12/26/2022,Remoto,36324
EI2403786ES,Director de Riesgo,Direccion,4/14/2024,Oficina,165259
EI0403787ES,Analista de Credito,Credito,2/9/2004,Oficina,50769
EI9403788ES,Asistente de Plataforma,Atencion al Cliente,9/11/1994,Oficina,27493
EI2003789ES,Analista de Credito,Credito,7/19/2020,Hibrido,39506
EI0003790ES,Ejecutivo Comercial,Comercial,6/7/2000,Oficina,36193
EI1603791ES,Analista RRHH,Talento Humano,11/1/2016,Hibrido,47709
EI9703792ES,Analista de Operaciones,Operaciones,11/7/1997,Oficina,43775
EI1403793ES,Gerente Comercial,Comercial,12/22/2014,Hibrido,84836
EI1303794ES,Gerente de Credito,Credito,5/23/2013,Oficina,85431
EI2503795ES,Asistente Comercial,Comercial,7/17/2025,Oficina,26690
EI1803796ES,Gerente de Riesgo,Riesgo,12/25/2018,Hibrido,116025
EI0703797ES,Gerente Comercial,Comercial,7/31/2007,Oficina,80296
EI1303798ES,Gerente de Riesgo,Riesgo,3/12/2013,Oficina,113730
