numero_empleado,mes,feedback,reconocimiento,apoyo_supervisor,apoyo_equipo
IE0003989,2025-09,4,5,3,3
IE0003989,2025-10,1,4,5,4
IE0003989,2025-11,3,4,3,3
IE0003989,2025-12,3,5,2,4
IE0003989,2026-01,5,3,3,5
IE0003989,2026-02,2,2,4,1
IE0603023,2025-03,5,1,4,4
IE0603023,2025-04,3,3,4,3
IE0603023,2025-05,4,2,4,4
IE0603023,2025-06,4,5,2,3
IE0603023,2025-07,4,4,3,4
IE0603023,2025-08,2,5,5,4
IE0603023,2025-09,4,4,5,3
IE0603023,2025-10,4,4,3,4
IE0603023,2025-11,5,5,5,4
IE0603023,2025-12,4,5,5,5
IE0603023,2026-01,5,3,2,4
IE0603023,2026-02,4,4,3,5
IE9803917,2025-03,1,5,5,4
IE9803917,2025-04,4,2,3,3
IE9803917,2025-05,4,3,5,4
IE9803917,2025-06,4,5,5,5
IE9803917,2025-07,4,2,4,4
IE9803917,2025-08,4,5,4,5
IE9803917,2025-09,5,1,3,2
IE9803917,2025-10,3,4,3,5
IE9803917,2025-11,4,5,4,5
IE9803917,2025-12,5,3,5,3
IE9803917,2026-01,4,3,2,4
IE9803917,2026-02,4,5,4,5
IE0804808,2025-03,3,4,4,4
IE0804808,2025-04,4,4,3,4
IE0804808,2025-05,5,3,3,3
IE0804808,2025-06,5,5,3,2
IE0804808,2025-07,3,2,5,3
IE0804808,2025-08,5,5,4,4
IE0804808,2025-09,4,3,5,4
IE0804808,2025-10,4,5,4,4
IE0804808,2025-11,3,4,4,3
IE0804808,2025-12,4,3,4,1
IE0804808,2026-01,2,3,5,5
IE0804808,2026-02,3,4,3,4
IE9900879,2025-03,1,1,4,4
IE9900879,2025-04,5,2,2,4
IE9900879,2025-05,3,2,5,3
IE9900879,2025-06,3,4,5,5
IE9900879,2025-07,4,4,5,2
IE9900879,2025-08,4,5,4,3
IE9900879,2025-09,5,4,2,5
IE9900879,2025-10,1,3,1,4
IE9900879,2025-11,4,3,5,5
IE9900879,2025-12,5,4,4,2
IE9900879,2026-01,4,4,5,5
IE9900879,2026-02,2,4,3,4
IE9302973,2025-03,4,4,5,5
IE9302973,2025-04,4,4,4,4
IE9302973,2025-05,4,4,4,5
IE9302973,2025-06,3,5,3,5
IE9302973,2025-07,4,4,4,4
IE9302973,2025-08,4,4,5,4
IE9302973,2025-09,3,5,5,5
IE9302973,2025-10,3,3,4,5
IE9302973,2025-11,5,4,4,5
IE9302973,2025-12,2,2,4,5
IE9302973,2026-01,3,2,4,4
IE9302973,2026-02,4,3,3,4
IE9105086,2025-03,5,4,4,4
IE9105086,2025-04,5,4,4,4
IE9105086,2025-05,3,2,4,4
IE9105086,2025-06,1,4,5,5
IE9105086,2025-07,4,3,5,1
IE9105086,2025-08,4,4,3,3
IE9105086,2025-09,4,1,4,3
IE9105086,2025-10,3,2,4,3
IE9105086,2025-11,3,4,3,4
IE9105086,2025-12,3,4,4,1
IE9105086,2026-01,3,5,5,5
IE9105086,2026-02,3,2,5,4
IE0100327,2025-03,3,4,5,4
IE0100327,2025-04,4,3,4,3
IE0100327,2025-05,4,5,4,3
IE0100327,2025-06,4,5,1,4
IE0100327,2025-07,5,5,5,5
IE0100327,2025-08,5,5,5,5
IE0100327,2025-09,5,4,4,4
IE0100327,2025-10,5,3,4,1
IE0100327,2025-11,3,5,4,3
IE0100327,2025-12,4,3,5,4
IE0100327,2026-01,1,5,2,1
IE0100327,2026-02,4,4,2,3
IE9000604,2025-03,1,4,4,5
IE9000604,2025-04,2,5,5,3
IE9000604,2025-05,5,5,4,4
IE9000604,2025-06,2,4,2,2
IE9000604,2025-07,5,4,3,5
IE9000604,2025-08,4,5,2,4
IE9000604,2025-09,5,4,5,4
IE9000604,2025-10,5,5,3,3
IE9000604,2025-11,4,5,3,5
IE9000604,2025-12,5,4,4,5
IE9000604,2026-01,4,3,4,1
IE9000604,2026-02,3,3,5,4
IE9804469,2025-03,2,4,4,5
IE9804469,2025-04,3,4,1,5
IE9804469,2025-05,5,5,4,3
IE9804469,2025-06,1,1,5,2
IE9804469,2025-07,2,4,3,5
IE9804469,2025-08,4,4,5,5
IE9804469,2025-09,4,3,5,4
IE9804469,2025-10,3,4,5,5
IE9804469,2025-11,4,4,3,3
IE9804469,2025-12,5,5,4,3
IE9804469,2026-01,3,5,3,5
IE9804469,2026-02,5,4,4,2
IE1604140,2025-03,4,5,5,4
IE1604140,2025-04,5,4,3,2
IE1604140,2025-05,4,5,3,2
IE1604140,2025-06,4,3,4,3
IE1604140,2025-07,5,5,5,3
IE1604140,2025-08,5,5,4,5
IE1604140,2025-09,5,4,3,5
IE1604140,2025-10,4,3,4,2
IE1604140,2025-11,4,4,5,5
IE1604140,2025-12,5,5,5,3
IE1604140,2026-01,4,3,3,4
IE1604140,2026-02,4,2,2,5
IE9801546,2025-03,5,3,5,4
IE9801546,2025-04,5,5,5,2
IE9801546,2025-05,4,5,3,4
IE9801546,2025-06,4,5,5,3
IE9801546,2025-07,2,4,4,4
IE9801546,2025-08,4,5,3,3
IE9801546,2025-09,3,4,5,5
IE9801546,2025-10,4,3,4,2
IE9801546,2025-11,3,5,5,5
IE9801546,2025-12,5,4,1,4
IE9801546,2026-01,4,4,4,3
IE9801546,2026-02,5,4,5,4
IE0400511,2025-03,4,4,5,5
IE0400511,2025-04,4,4,3,3
IE0400511,2025-05,4,1,4,4
IE0400511,2025-06,1,4,4,2
IE0400511,2025-07,2,2,5,5
IE0400511,2025-08,4,2,3,5
IE0400511,2025-09,5,3,3,5
IE0400511,2025-10,5,5,3,3
IE0400511,2025-11,1,4,4,4
IE0400511,2025-12,5,3,4,4
IE0400511,2026-01,5,5,4,5
IE0400511,2026-02,3,3,5,5
IE0905142,2025-03,4,5,5,4
IE0905142,2025-04,4,5,5,2
IE0905142,2025-05,5,2,4,2
IE0905142,2025-06,4,4,4,1
IE0905142,2025-07,4,5,4,1
IE0905142,2025-08,3,5,3,2
IE0905142,2025-09,4,4,5,2
IE0905142,2025-10,5,5,5,4
IE0905142,2025-11,2,3,5,2
IE0905142,2025-12,5,2,3,4
IE0905142,2026-01,1,4,3,1
IE0905142,2026-02,5,4,5,5
IE1600670,2025-03,3,4,3,4
IE1600670,2025-04,5,5,1,1
IE1600670,2025-05,2,5,4,3
IE1600670,2025-06,5,3,1,4
IE1600670,2025-07,1,5,5,1
IE1600670,2025-08,4,4,3,5
IE1600670,2025-09,5,4,5,5
IE1600670,2025-10,1,5,5,4
IE1600670,2025-11,5,4,4,3
IE1600670,2025-12,4,5,4,4
IE1600670,2026-01,1,2,2,1
IE1600670,2026-02,3,1,4,4
IE9601423,2025-03,1,5,5,3
IE9601423,2025-04,4,4,4,5
IE9601423,2025-05,5,5,5,5
IE9601423,2025-06,2,5,5,5
IE9601423,2025-07,2,4,2,5
IE9601423,2025-08,4,4,4,3
IE9601423,2025-09,4,3,4,5
IE9601423,2025-10,5,5,5,2
IE9601423,2025-11,5,2,5,5
IE9601423,2025-12,2,4,2,4
IE9601423,2026-01,4,5,4,3
IE9601423,2026-02,5,5,4,4
IE1904213,2025-03,3,4,4,4
IE1904213,2025-04,4,5,5,2
IE1904213,2025-05,5,2,4,4
IE1904213,2025-06,4,2,5,4
IE1904213,2025-07,3,4,3,5
IE1904213,2025-08,5,5,3,4
IE1904213,2025-09,3,4,4,5
IE1904213,2025-10,4,3,1,2
IE1904213,2025-11,3,5,1,2
IE1904213,2025-12,3,3,5,3
IE1904213,2026-01,2,4,4,5
IE1904213,2026-02,4,4,5,4
IE0805123,2025-03,1,4,4,4
IE0805123,2025-04,5,5,4,4
IE0805123,2025-05,5,5,4,2
IE0805123,2025-06,4,4,4,4
IE0805123,2025-07,2,5,3,5
IE0805123,2025-08,2,2,4,5
IE0805123,2025-09,5,4,2,5
IE0805123,2025-10,5,3,4,5
IE0805123,2025-11,4,5,2,4
IE0805123,2025-12,5,3,4,3
IE0805123,2026-01,4,5,4,3
IE0805123,2026-02,4,1,5,4
IE0400472,2025-03,5,5,3,4
IE0400472,2025-04,5,5,3,2
IE0400472,2025-05,4,2,1,4
IE0400472,2025-06,5,1,4,3
IE0400472,2025-07,5,3,5,4
IE0400472,2025-08,5,4,2,4
IE0400472,2025-09,5,3,4,3
IE0400472,2025-10,1,4,5,4
IE0400472,2025-11,4,3,3,3
IE0400472,2025-12,5,3,5,2
IE0400472,2026-01,4,2,5,4
IE0400472,2026-02,5,4,1,2
IE2600939,2025-03,5,2,4,3
IE2600939,2025-04,4,3,2,4
IE2600939,2025-05,5,5,3,1
IE2600939,2025-06,4,3,4,4
IE2600939,2025-07,3,2,5,3
IE2600939,2025-08,5,4,4,5
IE2600939,2025-09,2,5,2,4
IE2600939,2025-10,4,4,5,2
IE2600939,2025-11,4,4,2,3
IE2600939,2025-12,4,3,2,5
IE2600939,2026-01,2,5,4,4
IE2600939,2026-02,4,5,2,4
IE2301378,2025-03,2,4,1,5
IE2301378,2025-04,5,3,4,4
IE2301378,2025-05,4,1,5,4
IE2301378,2025-06,2,3,4,2
IE2301378,2025-07,4,3,4,4
IE2301378,2025-08,4,5,5,5
IE2301378,2025-09,4,4,4,5
IE2301378,2025-10,2,3,3,5
IE2301378,2025-11,5,4,5,2
IE2301378,2025-12,4,3,4,5
IE2301378,2026-01,4,4,5,3
IE2301378,2026-02,4,4,4,3
IE0202364,2025-03,5,3,3,4
IE0202364,2025-04,4,4,5,4
IE0202364,2025-05,5,4,3,4
IE0202364,2025-06,3,4,3,4
IE0202364,2025-07,3,3,2,5
IE0202364,2025-08,5,3,5,4
IE0202364,2025-09,2,3,5,2
IE0202364,2025-10,3,3,5,5
IE0202364,2025-11,4,4,5,4
IE0202364,2025-12,3,5,3,5
IE0202364,2026-01,1,3,3,3
IE0202364,2026-02,4,3,2,3
IE9303290,2025-03,3,4,5,4
IE9303290,2025-04,5,3,5,2
IE9303290,2025-05,4,5,4,1
IE9303290,2025-06,3,3,4,4
IE9303290,2025-07,1,5,4,1
IE9303290,2025-08,2,4,2,5
IE9303290,2025-09,5,5,3,5
IE9303290,2025-10,5,4,3,5
IE9303290,2025-11,2,4,4,1
IE9303290,2025-12,5,2,5,3
IE9303290,2026-01,4,3,4,5
IE9303290,2026-02,2,4,3,4
IE2602812,2025-03,3,4,4,5
IE2602812,2025-04,4,3,4,5
IE2602812,2025-05,3,5,4,3
IE2602812,2025-06,3,5,3,5
IE2602812,2025-07,5,4,4,4
IE2602812,2025-08,4,5,5,5
IE2602812,2025-09,3,2,3,4
IE2602812,2025-10,5,5,4,5
IE2602812,2025-11,5,2,5,3
IE2602812,2025-12,4,2,4,5
IE2602812,2026-01,2,5,1,5
IE2602812,2026-02,2,3,5,2
IE0403383,2025-03,4,5,4,4
IE0403383,2025-04,5,5,4,4
IE0403383,2025-05,4,5,5,4
IE0403383,2025-06,5,5,4,5
IE0403383,2025-07,5,4,3,3
IE0403383,2025-08,3,4,5,5
IE0403383,2025-09,4,5,4,5
IE0403383,2025-10,5,4,4,3
IE0403383,2025-11,2,2,1,5
IE0403383,2025-12,5,4,5,2
IE0403383,2026-01,5,5,5,3
IE0403383,2026-02,4,3,5,5
IE2301521,2025-03,3,3,5,4
IE2301521,2025-04,4,4,4,5
IE2301521,2025-05,5,4,4,5
IE2301521,2025-06,5,5,2,5
IE2301521,2025-07,4,4,3,3
IE2301521,2025-08,5,4,5,4
IE2301521,2025-09,4,4,4,4
IE2301521,2025-10,3,2,4,3
IE2301521,2025-11,4,4,3,4
IE2301521,2025-12,4,4,4,4
IE2301521,2026-01,4,1,3,4
IE2301521,2026-02,2,3,2,4
IE0102674,2025-03,3,3,4,5
IE0102674,2025-04,5,4,4,4
IE0102674,2025-05,5,2,4,5
IE0102674,2025-06,4,1,2,4
IE0102674,2025-07,5,4,4,4
IE0102674,2025-08,5,3,2,5
IE0102674,2025-09,5,5,4,5
IE0102674,2025-10,3,5,3,3
IE0102674,2025-11,4,1,5,3
IE0102674,2025-12,5,4,4,4
IE0102674,2026-01,5,4,5,5
IE0102674,2026-02,3,5,4,2
IE1003856,2025-03,3,4,5,4
IE1003856,2025-04,4,5,4,5
IE1003856,2025-05,4,4,5,4
IE1003856,2025-06,4,4,5,4
IE1003856,2025-07,3,5,3,3
IE1003856,2025-08,5,5,2,5
IE1003856,2025-09,3,2,5,4
IE1003856,2025-10,5,5,5,5
IE1003856,2025-11,4,4,1,3
IE1003856,2025-12,3,5,4,4
IE1003856,2026-01,3,4,4,4
IE1003856,2026-02,5,5,2,4
IE2501366,2025-03,3,4,3,4
IE2501366,2025-04,5,4,5,4
IE2501366,2025-05,3,3,4,4
IE2501366,2025-06,3,4,5,3
IE2501366,2025-07,5,2,4,4
IE2501366,2025-08,3,3,1,3
IE2501366,2025-09,5,4,4,2
IE2501366,2025-10,5,4,5,4
IE2501366,2025-11,2,5,5,5
IE2501366,2025-12,2,2,4,5
IE2501366,2026-01,3,4,5,4
IE2501366,2026-02,3,4,5,4
IE9002739,2025-03,5,3,5,5
IE9002739,2025-04,5,4,5,5
IE9002739,2025-05,3,4,4,5
IE9002739,2025-06,4,2,3,5
IE9002739,2025-07,5,2,2,5
IE9002739,2025-08,4,5,5,4
IE9002739,2025-09,4,3,4,4
IE9002739,2025-10,2,3,2,4
IE9002739,2025-11,5,5,2,3
IE9002739,2025-12,3,5,5,4
IE9002739,2026-01,4,4,3,4
IE9002739,2026-02,3,3,4,1
IE2200891,2025-03,5,1,1,4
IE2200891,2025-04,1,4,1,3
IE2200891,2025-05,5,2,1,3
IE2200891,2025-06,4,3,4,4
IE2200891,2025-07,4,3,4,5
IE2200891,2025-08,4,5,4,4
IE2200891,2025-09,4,4,5,1
IE2200891,2025-10,4,5,4,3
IE2200891,2025-11,5,5,3,4
IE2200891,2025-12,5,4,3,5
IE2200891,2026-01,5,3,4,3
IE2200891,2026-02,5,3,4,4
IE1403690,2025-03,2,5,5,2
IE1403690,2025-04,2,3,3,2
IE1403690,2025-05,5,5,5,2
IE1403690,2025-06,4,4,5,4
IE1403690,2025-07,4,5,1,5
IE1403690,2025-08,3,5,3,4
IE1403690,2025-09,4,3,2,5
IE1403690,2025-10,5,4,5,4
IE1403690,2025-11,3,4,4,3
IE1403690,2025-12,4,4,4,3
IE1403690,2026-01,5,2,5,5
IE1403690,2026-02,3,2,3,5
IE2005206,2025-03,3,5,5,2
IE2005206,2025-04,5,4,4,3
IE2005206,2025-05,4,3,4,3
IE2005206,2025-06,3,5,3,5
IE2005206,2025-07,5,5,5,4
IE2005206,2025-08,4,3,4,5
IE2005206,2025-09,5,4,2,5
IE2005206,2025-10,5,1,4,4
IE2005206,2025-11,1,3,5,4
IE2005206,2025-12,4,4,4,2
IE2005206,2026-01,3,2,4,5
IE2005206,2026-02,5,5,5,4
IE1501673,2025-03,4,1,3,1
IE1501673,2025-04,4,5,5,3
IE1501673,2025-05,5,3,3,4
IE1501673,2025-06,5,4,3,4
IE1501673,2025-07,5,5,5,5
IE1501673,2025-08,5,3,5,2
IE1501673,2025-09,3,3,5,5
IE1501673,2025-10,1,4,5,5
IE1501673,2025-11,3,4,4,4
IE1501673,2025-12,4,4,5,3
IE1501673,2026-01,4,5,3,1
IE1501673,2026-02,4,3,5,4
IE1800542,2025-03,5,4,5,4
IE1800542,2025-04,2,2,5,3
IE1800542,2025-05,4,4,4,4
IE1800542,2025-06,5,1,4,5
IE1800542,2025-07,5,4,5,4
IE1800542,2025-08,3,3,2,3
IE1800542,2025-09,5,2,5,2
IE1800542,2025-10,3,3,3,5
IE1800542,2025-11,3,4,3,3
IE1800542,2025-12,2,4,3,4
IE1800542,2026-01,5,1,2,4
IE1800542,2026-02,4,4,3,4
IE9603573,2025-03,4,3,3,5
IE9603573,2025-04,1,4,3,1
IE9603573,2025-05,2,2,4,4
IE9603573,2025-06,3,3,4,4
IE9603573,2025-07,5,2,3,5
IE9603573,2025-08,4,3,4,4
IE9603573,2025-09,5,2,5,4
IE9603573,2025-10,4,4,3,4
IE9603573,2025-11,4,3,5,5
IE9603573,2025-12,3,5,3,5
IE9603573,2026-01,4,4,4,2
IE9603573,2026-02,4,5,4,5
IE9602370,2025-03,4,4,2,1
IE9602370,2025-04,4,4,3,3
IE9602370,2025-05,3,5,3,4
IE9602370,2025-06,3,4,3,5
IE9602370,2025-07,4,5,2,5
IE9602370,2025-08,5,3,5,3
IE9602370,2025-09,3,4,4,5
IE9602370,2025-10,2,5,1,4
IE9602370,2025-11,3,4,3,5
IE9602370,2025-12,3,5,2,4
IE9602370,2026-01,2,3,2,5
IE9602370,2026-02,4,4,4,3
IE1805327,2025-03,4,5,5,4
IE1805327,2025-04,3,3,5,4
IE1805327,2025-05,4,5,2,5
IE1805327,2025-06,3,3,4,4
IE1805327,2025-07,1,5,2,5
IE1805327,2025-08,4,5,4,5
IE1805327,2025-09,3,3,2,4
IE1805327,2025-10,3,5,2,1
IE1805327,2025-11,3,4,5,5
IE1805327,2025-12,3,5,4,4
IE1805327,2026-01,3,4,4,3
IE1805327,2026-02,4,5,5,1
IE9801167,2025-03,5,4,5,3
IE9801167,2025-04,5,2,3,4
IE9801167,2025-05,5,5,5,4
IE9801167,2025-06,4,5,4,5
IE9801167,2025-07,4,4,5,4
IE9801167,2025-08,3,3,3,5
IE9801167,2025-09,4,4,1,4
IE9801167,2025-10,5,5,4,4
IE9801167,2025-11,5,3,1,3
IE9801167,2025-12,3,3,3,4
IE9801167,2026-01,4,4,2,4
IE9801167,2026-02,4,4,5,5
IE0001131,2025-03,3,5,2,3
IE0001131,2025-04,4,5,5,5
IE0001131,2025-05,1,4,5,5
IE0001131,2025-06,5,3,4,4
IE0001131,2025-07,4,5,2,5
IE0001131,2025-08,3,4,5,4
IE0001131,2025-09,2,4,5,5
IE0001131,2025-10,5,4,4,5
IE0001131,2025-11,3,4,4,5
IE0001131,2025-12,4,4,3,4
IE0001131,2026-01,2,5,4,3
IE0001131,2026-02,4,3,3,5
IE0304791,2025-03,4,5,4,4
IE0304791,2025-04,5,4,4,5
IE0304791,2025-05,5,4,4,5
IE0304791,2025-06,5,4,4,4
IE0304791,2025-07,4,4,5,5
IE0304791,2025-08,3,4,3,5
IE0304791,2025-09,3,5,3,5
IE0304791,2025-10,5,4,4,4
IE0304791,2025-11,4,1,3,3
IE0304791,2025-12,5,4,5,5
IE0304791,2026-01,5,5,5,5
IE0304791,2026-02,1,3,4,3
IE9602602,2025-03,5,5,4,5
IE9602602,2025-04,5,5,4,5
IE9602602,2025-05,4,5,5,4
IE9602602,2025-06,3,4,3,3
IE9602602,2025-07,3,4,5,4
IE9602602,2025-08,4,5,2,4
IE9602602,2025-09,2,5,5,5
IE9602602,2025-10,3,3,3,4
IE9602602,2025-11,2,4,4,1
IE9602602,2025-12,2,4,2,5
IE9602602,2026-01,5,4,3,3
IE9602602,2026-02,3,2,4,3
IE9802009,2025-03,4,2,4,2
IE9802009,2025-04,3,5,4,3
IE9802009,2025-05,3,5,4,4
IE9802009,2025-06,2,4,4,4
IE9802009,2025-07,4,4,4,4
IE9802009,2025-08,4,4,3,4
IE9802009,2025-09,4,4,3,4
IE9802009,2025-10,4,3,1,4
IE9802009,2025-11,5,5,4,4
IE9802009,2025-12,1,3,4,4
IE9802009,2026-01,4,1,4,1
IE9802009,2026-02,4,2,3,5
IE1502616,2025-03,4,4,4,3
IE1502616,2025-04,5,5,4,2
IE1502616,2025-05,4,1,4,5
IE1502616,2025-06,4,5,5,4
IE1502616,2025-07,4,2,5,4
IE1502616,2025-08,5,4,3,4
IE1502616,2025-09,5,4,3,4
IE1502616,2025-10,5,4,4,4
IE1502616,2025-11,3,2,5,2
IE1502616,2025-12,4,3,3,4
IE1502616,2026-01,3,5,4,5
IE1502616,2026-02,5,4,2,5
IE1800884,2025-03,3,4,4,3
IE1800884,2025-04,4,3,4,4
IE1800884,2025-05,1,5,4,5
IE1800884,2025-06,3,4,5,4
IE1800884,2025-07,2,4,2,5
IE1800884,2025-08,5,3,3,3
IE1800884,2025-09,5,5,5,4
IE1800884,2025-10,5,5,4,4
IE1800884,2025-11,2,4,5,5
IE1800884,2025-12,4,5,4,5
IE1800884,2026-01,5,4,2,5
IE1800884,2026-02,4,5,4,4
IE1105064,2025-03,5,5,3,4
IE1105064,2025-04,4,4,3,4
IE1105064,2025-05,4,4,4,4
IE1105064,2025-06,3,4,5,5
IE1105064,2025-07,3,2,4,5
IE1105064,2025-08,5,1,4,4
IE1105064,2025-09,3,5,4,2
IE1105064,2025-10,4,4,4,5
IE1105064,2025-11,5,4,5,3
IE1105064,2025-12,4,4,4,1
IE1105064,2026-01,5,2,2,4
IE1105064,2026-02,5,5,4,5
IE1104477,2025-03,3,5,5,3
IE1104477,2025-04,4,4,3,3
IE1104477,2025-05,2,4,5,4
IE1104477,2025-06,5,4,4,4
IE1104477,2025-07,2,4,4,4
IE1104477,2025-08,5,5,3,3
IE1104477,2025-09,4,4,5,4
IE1104477,2025-10,3,5,3,5
IE1104477,2025-11,3,4,4,1
IE1104477,2025-12,3,3,5,4
IE1104477,2026-01,4,3,4,4
IE1104477,2026-02,5,4,4,4
IE9904115,2025-03,5,3,4,3
IE9904115,2025-04,2,4,5,5
IE9904115,2025-05,5,3,5,5
IE9904115,2025-06,4,2,3,5
IE9904115,2025-07,1,4,4,4
IE9904115,2025-08,3,5,5,5
IE9904115,2025-09,3,4,2,3
IE9904115,2025-10,5,3,4,5
IE9904115,2025-11,2,4,3,4
IE9904115,2025-12,2,3,4,4
IE9904115,2026-01,5,5,4,5
IE9904115,2026-02,3,5,5,5
IE2304026,2025-03,4,4,4,4
IE2304026,2025-04,2,3,4,5
IE2304026,2025-05,2,4,5,4
IE2304026,2025-06,4,4,3,3
IE2304026,2025-07,3,4,3,2
IE2304026,2025-08,5,1,4,1
IE2304026,2025-09,5,4,4,5
IE2304026,2025-10,4,4,3,5
IE2304026,2025-11,4,5,5,4
IE2304026,2025-12,4,5,4,4
IE2304026,2026-01,3,3,4,5
IE2304026,2026-02,5,3,2,3
IE9502981,2025-03,3,3,3,4
IE9502981,2025-04,4,5,4,5
IE9502981,2025-05,4,4,4,5
IE9502981,2025-06,5,3,5,4
IE9502981,2025-07,5,5,5,5
IE9502981,2025-08,4,5,4,3
IE9502981,2025-09,3,3,5,2
IE9502981,2025-10,5,4,3,5
IE9502981,2025-11,4,5,4,4
IE9502981,2025-12,4,5,5,4
IE9502981,2026-01,2,4,4,5
IE9502981,2026-02,4,2,4,4
IE9703022,2025-03,4,5,5,5
IE9703022,2025-04,4,4,2,4
IE9703022,2025-05,5,1,4,4
IE9703022,2025-06,2,5,2,5
IE9703022,2025-07,5,3,5,4
IE9703022,2025-08,3,1,5,4
IE9703022,2025-09,4,5,5,5
IE9703022,2025-10,4,4,2,4
IE9703022,2025-11,4,5,5,2
IE9703022,2025-12,4,4,4,4
IE9703022,2026-01,1,3,2,4
IE9703022,2026-02,5,4,4,4
IE1203597,2025-03,4,4,3,4
IE1203597,2025-04,5,5,5,5
IE1203597,2025-05,4,3,2,3
IE1203597,2025-06,5,4,4,3
IE1203597,2025-07,4,5,3,4
IE1203597,2025-08,4,4,5,4
IE1203597,2025-09,5,5,2,4
IE1203597,2025-10,2,3,3,4
IE1203597,2025-11,5,3,4,5
IE1203597,2025-12,5,4,3,5
IE1203597,2026-01,3,4,4,5
IE1203597,2026-02,4,3,4,5
IE2004108,2025-03,4,5,4,2
IE2004108,2025-04,5,3,2,2
IE2004108,2025-05,4,2,4,4
IE2004108,2025-06,4,5,1,4
IE2004108,2025-07,1,5,3,5
IE2004108,2025-08,4,3,4,2
IE2004108,2025-09,4,5,3,2
IE2004108,2025-10,2,1,5,5
IE2004108,2025-11,4,5,5,3
IE2004108,2025-12,5,5,2,5
IE2004108,2026-01,5,5,5,4
IE2004108,2026-02,5,2,5,4
IE9504168,2025-03,4,3,5,5
IE9504168,2025-04,3,2,3,3
IE9504168,2025-05,5,4,2,4
IE9504168,2025-06,2,4,4,4
IE9504168,2025-07,4,2,5,5
IE9504168,2025-08,4,4,4,2
IE9504168,2025-09,4,4,4,5
IE9504168,2025-10,4,4,5,4
IE9504168,2025-11,5,4,4,2
IE9504168,2025-12,4,5,4,1
IE9504168,2026-01,4,3,3,4
IE9504168,2026-02,5,5,3,5
IE1402332,2025-03,3,5,4,4
IE1402332,2025-04,4,5,3,4
IE1402332,2025-05,3,4,2,1
IE1402332,2025-06,5,4,3,2
IE1402332,2025-07,4,1,3,4
IE1402332,2025-08,3,5,2,5
IE1402332,2025-09,3,2,5,2
IE1402332,2025-10,4,3,5,3
IE1402332,2025-11,2,3,3,4
IE1402332,2025-12,4,4,1,4
IE1402332,2026-01,4,2,5,4
IE1402332,2026-02,5,3,5,5
IE9403762,2025-03,2,1,5,5
IE9403762,2025-04,4,1,5,4
IE9403762,2025-05,3,4,3,4
IE9403762,2025-06,2,2,3,3
IE9403762,2025-07,4,4,5,3
IE9403762,2025-08,4,5,5,5
IE9403762,2025-09,4,1,5,5
IE9403762,2025-10,3,3,2,2
IE9403762,2025-11,3,3,5,4
IE9403762,2025-12,4,4,5,5
IE9403762,2026-01,4,1,2,3
IE9403762,2026-02,5,2,4,4
IE0303084,2025-03,5,2,1,5
IE0303084,2025-04,5,4,4,2
IE0303084,2025-05,5,3,3,4
IE0303084,2025-06,3,5,5,5
IE0303084,2025-07,5,5,1,3
IE0303084,2025-08,5,2,2,4
IE0303084,2025-09,5,1,4,5
IE0303084,2025-10,5,4,4,4
IE0303084,2025-11,4,4,5,5
IE0303084,2025-12,4,4,4,5
IE0303084,2026-01,2,4,5,4
IE0303084,2026-02,3,3,4,5
IE1204445,2025-03,5,4,4,4
IE1204445,2025-04,3,3,5,5
IE1204445,2025-05,5,5,2,3
IE1204445,2025-06,2,5,5,4
IE1204445,2025-07,5,4,1,3
IE1204445,2025-08,5,3,5,3
IE1204445,2025-09,2,4,3,5
IE1204445,2025-10,2,4,2,3
IE1204445,2025-11,5,4,5,3
IE1204445,2025-12,2,5,4,5
IE1204445,2026-01,3,4,3,4
IE1204445,2026-02,2,5,2,5
IE2604630,2025-03,4,5,3,2
IE2604630,2025-04,5,4,3,3
IE2604630,2025-05,4,1,3,4
IE2604630,2025-06,5,4,5,4
IE2604630,2025-07,4,3,5,3
IE2604630,2025-08,5,4,1,5
IE2604630,2025-09,4,2,4,3
IE2604630,2025-10,4,3,3,4
IE2604630,2025-11,2,2,4,5
IE2604630,2025-12,4,4,5,2
IE2604630,2026-01,1,3,4,4
IE2604630,2026-02,3,2,5,1
IE9500010,2025-03,4,1,5,5
IE9500010,2025-04,4,4,4,5
IE9500010,2025-05,5,5,4,4
IE9500010,2025-06,3,4,4,1
IE9500010,2025-07,5,3,3,5
IE9500010,2025-08,4,4,4,4
IE9500010,2025-09,1,5,3,5
IE9500010,2025-10,3,4,4,5
IE9500010,2025-11,3,2,5,3
IE9500010,2025-12,3,3,5,1
IE9500010,2026-01,2,3,4,4
IE9500010,2026-02,3,4,3,5
IE9001197,2025-03,4,4,5,5
IE9001197,2025-04,1,5,5,5
IE9001197,2025-05,4,5,5,2
IE9001197,2025-06,4,4,3,4
IE9001197,2025-07,4,4,3,4
IE9001197,2025-08,4,3,3,4
IE9001197,2025-09,5,5,5,4
IE9001197,2025-10,5,2,4,4
IE9001197,2025-11,4,1,3,5
IE9001197,2025-12,1,5,3,4
IE9001197,2026-01,4,4,4,4
IE9001197,2026-02,3,1,5,3
IE2002363,2025-03,4,3,5,2
IE2002363,2025-04,5,5,3,4
IE2002363,2025-05,5,5,5,5
IE2002363,2025-06,5,2,5,5
IE2002363,2025-07,3,5,3,3
IE2002363,2025-08,5,4,5,3
IE2002363,2025-09,4,5,5,5
IE2002363,2025-10,5,4,3,5
