numero_empleado,mes,horas_trabajadas,ausencias_justificadas,ausencias_no_justificadas,rating_desempeno
IE1703133,2025-05,166,2,0,Needs Improvement
IE1703133,2025-06,175,1,1,Meets
IE1703133,2025-07,145,0,0,Exceeds
IE1703133,2025-08,168,1,0,Meets
IE1703133,2025-09,155,0,0,Exceeds
IE1703133,2025-10,177,1,0,Meets
IE1703133,2025-11,164,1,0,Meets
IE1703133,2025-12,161,0,1,Meets
IE1703133,2026-01,165,1,0,Meets
IE1703133,2026-02,162,1,0,Needs Improvement
IE2303134,2025-03,163,1,0,Exceeds
IE2303134,2025-04,168,0,0,Meets
IE2303134,2025-05,181,0,0,Meets
IE2303134,2025-06,173,1,0,Meets
IE2303134,2025-07,152,3,0,Needs Improvement
IE2303134,2025-08,177,1,0,Exceeds
IE2303134,2025-09,172,2,0,Meets
IE2303134,2025-10,155,0,0,Meets
IE2303134,2025-11,175,1,0,Meets
IE2303134,2025-12,170,0,0,Meets
IE2303134,2026-01,163,0,0,Exceeds
IE2303134,2026-02,158,2,1,Meets
IE9403135,2025-03,184,0,0,Meets
IE9403135,2025-04,168,0,0,Meets
IE9403135,2025-05,155,1,1,Meets
IE9403135,2025-06,165,0,2,Meets
IE9403135,2025-07,172,0,0,Meets
IE9403135,2025-08,153,1,1,Needs Improvement
IE9403135,2025-09,168,1,0,Meets
IE9403135,2025-10,196,1,0,Exceeds
IE9403135,2025-11,179,0,0,Meets
IE9403135,2025-12,177,2,1,Needs Improvement
IE9403135,2026-01,151,0,0,Needs Improvement
IE9403135,2026-02,155,2,0,Needs Improvement
IE2103136,2025-03,167,2,0,Needs Improvement
IE2103136,2025-04,165,0,0,Meets
IE2103136,2025-05,184,2,0,Exceeds
IE2103136,2025-06,182,0,0,Meets
IE2103136,2025-07,161,1,1,Meets
IE2103136,2025-08,189,0,0,Exceeds
IE2103136,2025-09,141,1,0,Meets
IE2103136,2025-10,177,1,0,Meets
IE2103136,2025-11,166,0,0,Exceeds
IE2103136,2025-12,164,1,1,Meets
IE2103136,2026-01,162,1,0,Meets
IE2103136,2026-02,159,0,0,Exceeds
IE1803137,2025-03,173,1,0,Meets
IE1803137,2025-04,166,2,0,Meets
IE1803137,2025-05,160,2,0,Needs Improvement
IE1803137,2025-06,171,0,0,Meets
IE1803137,2025-07,156,2,0,Meets
IE1803137,2025-08,164,1,0,Exceeds
IE1803137,2025-09,150,0,1,Meets
IE1803137,2025-10,153,1,0,Meets
IE1803137,2025-11,139,1,0,Meets
IE1803137,2025-12,182,0,1,Needs Improvement
IE1803137,2026-01,171,0,1,Meets
IE1803137,2026-02,153,1,0,Meets
IE9203138,2025-03,161,0,0,Meets
IE9203138,2025-04,184,0,0,Meets
IE9203138,2025-05,179,0,0,Meets
IE9203138,2025-06,175,1,0,Exceeds
IE9203138,2025-07,166,3,0,Meets
IE9203138,2025-08,172,0,1,Exceeds
IE9203138,2025-09,174,2,0,Needs Improvement
IE9203138,2025-10,161,2,0,Meets
IE9203138,2025-11,156,1,0,Meets
IE9203138,2025-12,184,0,0,Exceeds
IE9203138,2026-01,159,0,0,Meets
IE9203138,2026-02,180,1,1,Needs Improvement
IE9203139,2025-03,151,1,0,Needs Improvement
IE9203139,2025-04,175,0,1,Exceeds
IE9203139,2025-05,157,1,1,Meets
IE9203139,2025-06,183,2,1,Meets
IE9203139,2025-07,135,1,0,Meets
IE9203139,2025-08,188,4,0,Needs Improvement
IE9203139,2025-09,188,0,1,Exceeds
IE9203139,2025-10,180,2,1,Needs Improvement
IE9203139,2025-11,166,1,0,Meets
IE9203139,2025-12,161,0,0,Exceeds
IE9203139,2026-01,169,0,0,Needs Improvement
IE9203139,2026-02,157,1,0,Meets
IE9503140,2025-03,166,0,2,Meets
IE9503140,2025-04,169,1,0,Exceeds
IE9503140,2025-05,174,1,0,Meets
IE9503140,2025-06,172,1,0,Exceeds
IE9503140,2025-07,156,0,0,Meets
IE9503140,2025-08,165,2,0,Needs Improvement
IE9503140,2025-09,167,1,0,Meets
IE9503140,2025-10,149,0,0,Exceeds
IE9503140,2025-11,155,0,0,Outstanding
IE9503140,2025-12,167,1,1,Meets
IE9503140,2026-01,155,0,0,Exceeds
IE9503140,2026-02,178,1,0,Exceeds
IE1003141,2025-03,160,2,1,Meets
IE1003141,2025-04,193,1,0,Exceeds
IE1003141,2025-05,160,0,1,Meets
IE1003141,2025-06,179,1,0,Meets
IE1003141,2025-07,184,1,0,Needs Improvement
IE1003141,2025-08,157,1,1,Meets
IE1003141,2025-09,160,1,1,Meets
IE1003141,2025-10,153,0,1,Exceeds
IE1003141,2025-11,158,1,0,Exceeds
IE1003141,2025-12,162,2,0,Meets
IE1003141,2026-01,174,1,0,Meets
IE1003141,2026-02,155,1,0,Needs Improvement
IE0703142,2025-03,172,0,0,Meets
IE0703142,2025-04,171,0,0,Meets
IE0703142,2025-05,152,0,0,Exceeds
IE0703142,2025-06,177,0,1,Exceeds
IE0703142,2025-07,181,3,0,Needs Improvement
IE0703142,2025-08,143,0,0,Meets
IE0703142,2025-09,168,1,0,Exceeds
IE0703142,2025-10,177,0,0,Meets
IE0703142,2025-11,163,1,0,Exceeds
IE0703142,2025-12,180,0,0,Meets
IE0703142,2026-01,173,1,0,Exceeds
IE0703142,2026-02,150,0,0,Exceeds
IE9503143,2025-03,168,1,1,Meets
IE9503143,2025-04,177,1,0,Meets
IE9503143,2025-05,148,0,0,Meets
IE9503143,2025-06,164,4,0,Needs Improvement
IE9503143,2025-07,173,1,1,Meets
IE9503143,2025-08,160,0,1,Meets
IE9503143,2025-09,181,0,1,Meets
IE9503143,2025-10,157,2,0,Needs Improvement
IE9503143,2025-11,173,0,0,Exceeds
IE9503143,2025-12,158,0,0,Meets
IE9503143,2026-01,177,1,0,Exceeds
IE9503143,2026-02,148,1,0,Meets
IE2103144,2025-03,153,0,2,Meets
IE2103144,2025-04,161,1,0,Meets
IE2103144,2025-05,168,0,0,Meets
IE2103144,2025-06,169,0,0,Meets
IE2103144,2025-07,169,2,1,Needs Improvement
IE2103144,2025-08,153,0,0,Meets
IE2103144,2025-09,167,0,0,Meets
IE2103144,2025-10,158,0,0,Exceeds
IE2103144,2025-11,157,1,0,Meets
IE2103144,2025-12,182,0,1,Meets
IE2103144,2026-01,183,3,1,Needs Improvement
IE2103144,2026-02,163,0,1,Meets
IE2403145,2025-03,150,1,0,Meets
IE2403145,2025-04,185,0,0,Exceeds
IE2403145,2025-05,181,0,0,Exceeds
IE2403145,2025-06,144,1,0,Exceeds
IE2403145,2025-07,187,0,1,Meets
IE2403145,2025-08,172,1,1,Meets
IE2403145,2025-09,153,0,0,Meets
IE2403145,2025-10,181,0,0,Meets
IE2403145,2025-11,157,0,1,Meets
IE2403145,2025-12,174,1,0,Meets
IE2403145,2026-01,184,0,0,Meets
IE2403145,2026-02,153,0,0,Meets
IE1903146,2025-03,160,1,0,Meets
IE1903146,2025-04,169,1,0,Meets
IE1903146,2025-05,158,1,1,Meets
IE1903146,2025-06,153,1,1,Meets
IE1903146,2025-07,161,0,1,Needs Improvement
IE1903146,2025-08,159,1,0,Meets
IE1903146,2025-09,168,1,1,Needs Improvement
IE1903146,2025-10,177,0,0,Exceeds
IE1903146,2025-11,201,1,0,Meets
IE1903146,2025-12,184,1,1,Meets
IE1903146,2026-01,165,1,1,Meets
IE1903146,2026-02,177,1,0,Meets
IE1103147,2025-03,181,0,0,Meets
IE1103147,2025-04,148,1,0,Meets
IE1103147,2025-05,166,1,0,Meets
IE1103147,2025-06,168,1,0,Exceeds
IE1103147,2025-07,159,1,0,Exceeds
IE1103147,2025-08,169,0,0,Meets
IE1103147,2025-09,174,0,1,Meets
IE1103147,2025-10,168,1,0,Meets
IE1103147,2025-11,176,0,0,Exceeds
IE1103147,2025-12,153,1,0,Needs Improvement
IE1103147,2026-01,170,0,0,Meets
IE1103147,2026-02,176,2,0,Needs Improvement
IE2003148,2025-03,178,0,1,Meets
IE2003148,2025-04,169,0,0,Exceeds
IE2003148,2025-05,189,0,0,Exceeds
IE2003148,2025-06,171,1,0,Meets
IE2003148,2025-07,163,1,0,Meets
IE2003148,2025-08,175,0,1,Meets
IE2003148,2025-09,155,0,0,Exceeds
IE2003148,2025-10,163,0,1,Meets
IE2003148,2025-11,169,0,0,Exceeds
IE2003148,2025-12,166,0,1,Needs Improvement
IE2003148,2026-01,162,1,0,Meets
IE2003148,2026-02,161,1,1,Needs Improvement
IE9203149,2025-03,154,4,0,Meets
IE9203149,2025-04,141,0,1,Meets
IE9203149,2025-05,164,0,1,Meets
IE9203149,2025-06,181,2,0,Meets
IE9203149,2025-07,168,0,1,Meets
IE9203149,2025-08,158,2,1,Meets
IE9203149,2025-09,154,1,0,Meets
IE9203149,2025-10,138,0,1,Exceeds
IE9203149,2025-11,162,1,0,Meets
IE9203149,2025-12,182,1,0,Meets
IE9203149,2026-01,171,3,0,Meets
IE9203149,2026-02,173,1,1,Needs Improvement
IE2003150,2025-03,170,1,0,Meets
IE2003150,2025-04,178,0,0,Exceeds
IE2003150,2025-05,196,1,0,Needs Improvement
IE2003150,2025-06,180,0,0,Meets
IE2003150,2025-07,178,2,0,Needs Improvement
IE2003150,2025-08,158,1,1,Meets
IE2003150,2025-09,163,3,0,Meets
IE2003150,2025-10,147,0,0,Meets
IE2003150,2025-11,165,0,2,Meets
IE2003150,2025-12,153,0,0,Exceeds
IE2003150,2026-01,162,1,0,Exceeds
IE2003150,2026-02,160,1,0,Exceeds
IE9103151,2025-03,167,0,1,Meets
IE9103151,2025-04,168,1,0,Meets
IE9103151,2025-05,155,1,0,Meets
IE9103151,2025-06,165,0,0,Meets
IE9103151,2025-07,154,1,0,Needs Improvement
IE9103151,2025-08,152,2,0,Meets
IE9103151,2025-09,186,1,0,Meets
IE9103151,2025-10,161,1,0,Exceeds
IE9103151,2025-11,163,0,1,Meets
IE9103151,2025-12,147,0,0,Meets
IE9103151,2026-01,161,2,0,Meets
IE9103151,2026-02,163,1,0,Exceeds
IE9203152,2025-03,162,2,0,Meets
IE9203152,2025-04,179,3,1,Needs Improvement
IE9203152,2025-05,180,0,0,Exceeds
IE9203152,2025-06,182,2,1,Meets
IE9203152,2025-07,159,0,0,Meets
IE9203152,2025-08,158,1,0,Meets
IE9203152,2025-09,174,0,0,Exceeds
IE9203152,2025-10,160,0,1,Meets
IE9203152,2025-11,177,0,1,Meets
IE9203152,2025-12,169,1,0,Meets
IE9203152,2026-01,178,1,2,Meets
IE9203152,2026-02,172,2,0,Meets
IE2103153,2025-03,181,2,1,Needs Improvement
IE2103153,2025-04,179,1,1,Needs Improvement
IE2103153,2025-05,165,3,0,Needs Improvement
IE2103153,2025-06,172,1,1,Meets
IE2103153,2025-07,176,2,1,Needs Improvement
IE2103153,2025-08,181,0,0,Meets
IE2103153,2025-09,195,0,1,Exceeds
IE2103153,2025-10,178,1,0,Meets
IE2103153,2025-11,136,0,1,Meets
IE2103153,2025-12,175,0,0,Exceeds
IE2103153,2026-01,162,0,0,Exceeds
IE2103153,2026-02,155,1,1,Meets
IE0303154,2025-03,164,0,1,Meets
IE0303154,2025-04,170,0,0,Meets
IE0303154,2025-05,171,0,0,Meets
IE0303154,2025-06,169,1,0,Meets
IE0303154,2025-07,158,1,0,Meets
IE0303154,2025-08,151,4,0,Needs Improvement
IE0303154,2025-09,154,1,0,Meets
IE0303154,2025-10,140,2,0,Meets
IE0303154,2025-11,190,1,1,Meets
IE0303154,2025-12,181,0,0,Meets
IE0303154,2026-01,168,0,0,Exceeds
IE0303154,2026-02,169,1,0,Meets
IE0403155,2025-03,168,1,0,Meets
IE0403155,2025-04,164,2,1,Needs Improvement
IE0403155,2025-05,169,2,0,Meets
IE0403155,2025-06,183,0,0,Exceeds
IE0403155,2025-07,158,2,1,Needs Improvement
IE0403155,2025-08,185,0,1,Meets
IE0403155,2025-09,177,1,0,Meets
IE0403155,2025-10,144,0,0,Meets
IE0403155,2025-11,171,1,0,Meets
IE0403155,2025-12,163,2,0,Needs Improvement
IE0403155,2026-01,168,0,0,Exceeds
IE0403155,2026-02,176,0,0,Exceeds
IE1903156,2025-03,150,0,0,Meets
IE1903156,2025-04,181,0,0,Exceeds
IE1903156,2025-05,176,1,1,Needs Improvement
IE1903156,2025-06,186,4,1,Needs Improvement
IE1903156,2025-07,154,2,0,Meets
IE1903156,2025-08,157,0,0,Meets
IE1903156,2025-09,149,1,0,Needs Improvement
IE1903156,2025-10,169,1,1,Meets
IE1903156,2025-11,155,1,1,Meets
IE1903156,2025-12,168,1,0,Exceeds
IE1903156,2026-01,174,1,2,Meets
IE1903156,2026-02,167,4,0,Needs Improvement
IE1903157,2025-03,173,1,0,Meets
IE1903157,2025-04,166,3,0,Meets
IE1903157,2025-05,171,0,0,Meets
IE1903157,2025-06,165,1,0,Meets
IE1903157,2025-07,152,1,0,Meets
IE1903157,2025-08,168,0,0,Exceeds
IE1903157,2025-09,167,1,0,Exceeds
IE1903157,2025-10,180,1,1,Meets
IE1903157,2025-11,154,1,0,Exceeds
IE1903157,2025-12,159,0,0,Exceeds
IE1903157,2026-01,152,1,1,Meets
IE1903157,2026-02,164,1,0,Meets
IE1503158,2025-03,166,1,1,Needs Improvement
IE1503158,2025-04,171,0,0,Meets
IE1503158,2025-05,155,1,0,Meets
IE1503158,2025-06,168,1,0,Meets
IE1503158,2025-07,195,4,0,Needs Improvement
IE1503158,2025-08,163,0,0,Exceeds
IE1503158,2025-09,160,0,0,Exceeds
IE1503158,2025-10,162,2,0,Needs Improvement
IE1503158,2025-11,160,0,0,Meets
IE1503158,2025-12,172,2,0,Meets
IE1503158,2026-01,171,2,0,Meets
IE1503158,2026-02,156,0,0,Exceeds
IE2103159,2025-03,166,0,0,Meets
IE2103159,2025-04,173,1,1,Exceeds
IE2103159,2025-05,157,0,0,Exceeds
IE2103159,2025-06,175,2,1,Meets
IE2103159,2025-07,171,1,0,Exceeds
IE2103159,2025-08,144,1,0,Meets
IE2103159,2025-09,172,1,0,Exceeds
IE2103159,2025-10,173,0,2,Meets
IE2103159,2025-11,166,1,0,Meets
IE2103159,2025-12,185,1,1,Needs Improvement
IE2103159,2026-01,154,1,0,Exceeds
IE2103159,2026-02,163,2,0,Needs Improvement
IE2503160,2025-03,171,0,1,Meets
IE2503160,2025-04,168,3,0,Meets
IE2503160,2025-05,179,1,0,Meets
IE2503160,2025-06,160,1,0,Exceeds
IE2503160,2025-07,173,1,0,Meets
IE2503160,2025-08,154,1,0,Needs Improvement
IE2503160,2025-09,168,1,0,Needs Improvement
IE2503160,2025-10,175,0,0,Exceeds
IE2503160,2025-11,160,1,0,Needs Improvement
IE2503160,2025-12,156,3,0,Meets
IE2503160,2026-01,171,0,0,Meets
IE2503160,2026-02,164,1,0,Meets
IE9903161,2025-03,122,0,0,Meets
IE9903161,2025-04,167,2,0,Needs Improvement
IE9903161,2025-05,180,2,0,Meets
IE9903161,2025-06,171,1,0,Exceeds
IE9903161,2025-07,149,0,0,Meets
IE9903161,2025-08,147,2,1,Meets
IE9903161,2025-09,186,3,0,Needs Improvement
IE9903161,2025-10,158,2,1,Meets
IE9903161,2025-11,166,1,0,Meets
IE9903161,2025-12,162,1,1,Meets
IE9903161,2026-01,158,0,2,Meets
IE9903161,2026-02,157,2,0,Meets
IE9203162,2025-03,165,2,0,Meets
IE9203162,2025-04,150,0,1,Meets
IE9203162,2025-05,177,0,0,Meets
IE9203162,2025-06,162,0,0,Meets
IE9203162,2025-07,187,0,0,Exceeds
IE9203162,2025-08,157,0,1,Meets
IE9203162,2025-09,169,0,0,Meets
IE9203162,2025-10,148,0,0,Meets
IE9203162,2025-11,169,1,1,Needs Improvement
IE9203162,2025-12,160,0,1,Exceeds
IE9203162,2026-01,159,0,0,Exceeds
IE9203162,2026-02,190,1,0,Meets
IE9003163,2025-03,178,1,0,Meets
IE9003163,2025-04,180,0,1,Meets
IE9003163,2025-05,178,0,0,Exceeds
IE9003163,2025-06,151,2,1,Needs Improvement
IE9003163,2025-07,195,0,0,Meets
IE9003163,2025-08,156,1,0,Meets
IE9003163,2025-09,167,2,0,Meets
IE9003163,2025-10,148,2,0,Exceeds
IE9003163,2025-11,167,1,1,Needs Improvement
IE9003163,2025-12,164,1,0,Exceeds
IE9003163,2026-01,168,1,1,Exceeds
IE9003163,2026-02,177,0,0,Exceeds
IE2303164,2025-03,170,0,0,Exceeds
IE2303164,2025-04,170,1,0,Needs Improvement
IE2303164,2025-05,185,0,0,Exceeds
IE2303164,2025-06,164,0,0,Needs Improvement
IE2303164,2025-07,149,1,0,Meets
IE2303164,2025-08,168,0,0,Meets
IE2303164,2025-09,158,0,0,Meets
IE2303164,2025-10,160,3,0,Needs Improvement
IE2303164,2025-11,184,0,1,Meets
IE2303164,2025-12,170,0,0,Exceeds
IE2303164,2026-01,167,1,1,Needs Improvement
IE2303164,2026-02,163,1,0,Outstanding
IE1903165,2025-03,165,0,1,Meets
IE1903165,2025-04,170,1,0,Meets
IE1903165,2025-05,151,0,0,Meets
IE1903165,2025-06,163,0,1,Needs Improvement
IE1903165,2025-07,179,1,0,Exceeds
IE1903165,2025-08,175,0,0,Meets
IE1903165,2025-09,159,2,0,Needs Improvement
IE1903165,2025-10,172,2,1,Meets
IE1903165,2025-11,166,1,0,Exceeds
IE1903165,2025-12,166,1,0,Meets
IE1903165,2026-01,174,1,0,Meets
IE1903165,2026-02,182,2,1,Meets
IE1903166,2025-03,172,0,0,Exceeds
IE1903166,2025-04,176,0,1,Exceeds
IE1903166,2025-05,174,0,0,Meets
IE1903166,2025-06,178,0,0,Meets
IE1903166,2025-07,174,2,0,Needs Improvement
IE1903166,2025-08,176,2,0,Meets
IE1903166,2025-09,165,1,0,Meets
IE1903166,2025-10,165,0,0,Meets
IE1903166,2025-11,172,0,0,Exceeds
IE1903166,2025-12,206,0,1,Exceeds
IE1903166,2026-01,172,0,2,Meets
IE1903166,2026-02,154,2,0,Needs Improvement
IE0903167,2025-03,172,2,1,Meets
IE0903167,2025-04,177,0,0,Exceeds
IE0903167,2025-05,179,1,1,Needs Improvement
IE0903167,2025-06,161,0,2,Needs Improvement
IE0903167,2025-07,170,1,0,Exceeds
IE0903167,2025-08,140,4,1,Needs Improvement
IE0903167,2025-09,173,0,0,Exceeds
IE0903167,2025-10,159,1,1,Meets
IE0903167,2025-11,167,0,1,Meets
IE0903167,2025-12,168,0,0,Exceeds
IE0903167,2026-01,163,0,0,Exceeds
IE0903167,2026-02,160,0,1,Meets
IE2503168,2025-03,162,0,0,Exceeds
IE2503168,2025-04,162,0,0,Meets
IE2503168,2025-05,180,2,0,Meets
IE2503168,2025-06,173,1,0,Meets
IE2503168,2025-07,176,0,1,Meets
IE2503168,2025-08,148,1,0,Meets
IE2503168,2025-09,172,2,1,Needs Improvement
IE2503168,2025-10,174,0,0,Meets
IE2503168,2025-11,169,3,0,Meets
IE2503168,2025-12,175,1,0,Meets
IE2503168,2026-01,156,1,1,Meets
IE2503168,2026-02,150,1,0,Meets
IE9903169,2025-03,178,2,1,Needs Improvement
IE9903169,2025-04,160,0,0,Exceeds
IE9903169,2025-05,154,1,0,Exceeds
IE9903169,2025-06,160,0,0,Exceeds
IE9903169,2025-07,172,0,0,Meets
IE9903169,2025-08,168,0,0,Exceeds
IE9903169,2025-09,149,0,1,Meets
IE9903169,2025-10,172,1,0,Exceeds
IE9903169,2025-11,155,0,0,Exceeds
IE9903169,2025-12,161,0,0,Meets
IE9903169,2026-01,189,1,0,Needs Improvement
IE9903169,2026-02,163,2,0,Meets
IE9003170,2025-03,154,0,0,Meets
IE9003170,2025-04,167,1,0,Meets
IE9003170,2025-05,183,1,0,Needs Improvement
IE9003170,2025-06,159,0,0,Exceeds
IE9003170,2025-07,162,0,1,Outstanding
IE9003170,2025-08,166,0,1,Meets
IE9003170,2025-09,140,1,0,Meets
IE9003170,2025-10,171,0,0,Meets
IE9003170,2025-11,161,1,0,Needs Improvement
IE9003170,2025-12,152,1,0,Meets
IE9003170,2026-01,149,0,0,Meets
IE9003170,2026-02,177,1,0,Meets
IE1403171,2025-03,169,0,0,Exceeds
IE1403171,2025-04,181,0,0,Meets
IE1403171,2025-05,183,0,1,Needs Improvement
IE1403171,2025-06,151,2,0,Meets
IE1403171,2025-07,188,1,0,Exceeds
IE1403171,2025-08,148,1,0,Meets
IE1403171,2025-09,162,2,2,Needs Improvement
IE1403171,2025-10,168,1,0,Meets
IE1403171,2025-11,177,1,0,Meets
IE1403171,2025-12,164,0,0,Meets
IE1403171,2026-01,182,1,0,Meets
IE1403171,2026-02,173,1,0,Meets
IE0203172,2025-03,177,1,1,Meets
IE0203172,2025-04,159,0,0,Exceeds
IE0203172,2025-05,164,0,0,Meets
IE0203172,2025-06,184,0,1,Exceeds
IE0203172,2025-07,174,0,0,Meets
IE0203172,2025-08,155,1,0,Meets
IE0203172,2025-09,168,2,0,Meets
IE0203172,2025-10,178,0,1,Meets
IE0203172,2025-11,167,1,1,Meets
IE0203172,2025-12,168,2,2,Needs Improvement
IE0203172,2026-01,173,0,0,Exceeds
IE0203172,2026-02,159,0,1,Meets
IE9803173,2025-03,173,2,0,Needs Improvement
IE9803173,2025-04,193,0,1,Exceeds
IE9803173,2025-05,178,1,0,Needs Improvement
IE9803173,2025-06,167,0,0,Exceeds
IE9803173,2025-07,130,0,0,Exceeds
IE9803173,2025-08,141,2,1,Meets
IE9803173,2025-09,178,0,0,Meets
IE9803173,2025-10,185,0,0,Exceeds
IE9803173,2025-11,191,1,0,Meets
IE9803173,2025-12,164,0,0,Exceeds
IE9803173,2026-01,152,3,0,Needs Improvement
IE9803173,2026-02,193,0,0,Meets
IE2003174,2025-03,161,2,0,Meets
IE2003174,2025-04,148,1,0,Exceeds
IE2003174,2025-05,191,1,0,Exceeds
IE2003174,2025-06,174,1,0,Meets
IE2003174,2025-07,141,1,0,Exceeds
IE2003174,2025-08,170,1,1,Needs Improvement
IE2003174,2025-09,160,0,0,Meets
IE2003174,2025-10,164,0,0,Meets
IE2003174,2025-11,155,0,1,Meets
IE2003174,2025-12,166,0,0,Exceeds
IE2003174,2026-01,169,1,0,Meets
IE2003174,2026-02,178,0,1,Needs Improvement
IE0703175,2025-03,170,1,0,Meets
IE0703175,2025-04,163,1,1,Meets
IE0703175,2025-05,168,0,0,Outstanding
IE0703175,2025-06,172,2,3,Needs Improvement
IE0703175,2025-07,172,0,0,Meets
IE0703175,2025-08,167,0,0,Meets
IE0703175,2025-09,180,1,0,Meets
IE0703175,2025-10,156,1,0,Exceeds
IE0703175,2025-11,186,2,1,Meets
IE0703175,2025-12,157,1,0,Meets
IE0703175,2026-01,167,0,0,Exceeds
IE0703175,2026-02,188,0,0,Outstanding
IE1003176,2025-03,165,0,1,Meets
IE1003176,2025-04,174,1,0,Meets
IE1003176,2025-05,166,3,0,Needs Improvement
IE1003176,2025-06,169,1,0,Meets
IE1003176,2025-07,165,1,0,Exceeds
IE1003176,2025-08,187,0,0,Exceeds
IE1003176,2025-09,160,0,0,Exceeds
IE1003176,2025-10,158,1,0,Meets
IE1003176,2025-11,160,1,0,Meets
IE1003176,2025-12,168,1,0,Meets
IE1003176,2026-01,172,2,1,Meets
IE1003176,2026-02,184,0,0,Meets
IE2103177,2025-03,129,1,0,Exceeds
IE2103177,2025-04,165,0,0,Meets
IE2103177,2025-05,155,0,0,Meets
IE2103177,2025-06,179,0,0,Meets
IE2103177,2025-07,161,1,0,Meets
IE2103177,2025-08,199,0,0,Meets
IE2103177,2025-09,170,0,0,Meets
IE2103177,2025-10,173,0,0,Meets
IE2103177,2025-11,170,0,0,Exceeds
IE2103177,2025-12,166,1,0,Meets
IE2103177,2026-01,170,0,0,Exceeds
IE2103177,2026-02,158,0,0,Exceeds
IE0103178,2025-03,183,1,0,Meets
IE0103178,2025-04,181,0,0,Meets
IE0103178,2025-05,169,1,1,Meets
IE0103178,2025-06,160,2,0,Needs Improvement
IE0103178,2025-07,159,1,1,Exceeds
IE0103178,2025-08,186,1,0,Meets
IE0103178,2025-09,147,2,1,Needs Improvement
IE0103178,2025-10,157,1,0,Exceeds
IE0103178,2025-11,151,0,0,Exceeds
IE0103178,2025-12,163,1,0,Meets
IE0103178,2026-01,180,1,0,Exceeds
IE0103178,2026-02,167,0,0,Exceeds
IE1103179,2025-03,174,1,0,Meets
IE1103179,2025-04,168,0,1,Meets
IE1103179,2025-05,172,0,0,Exceeds
IE1103179,2025-06,164,0,0,Exceeds
IE1103179,2025-07,161,0,0,Exceeds
IE1103179,2025-08,170,1,0,Exceeds
IE1103179,2025-09,178,1,0,Meets
IE1103179,2025-10,171,1,0,Meets
IE1103179,2025-11,150,1,0,Meets
IE1103179,2025-12,171,0,0,Exceeds
IE1103179,2026-01,163,2,1,Meets
IE1103179,2026-02,168,1,0,Meets
IE0703180,2025-03,173,1,0,Meets
IE0703180,2025-04,182,3,0,Exceeds
IE0703180,2025-05,155,0,0,Meets
IE0703180,2025-06,187,1,0,Exceeds
IE0703180,2025-07,167,0,0,Meets
IE0703180,2025-08,168,1,0,Meets
IE0703180,2025-09,175,1,0,Needs Improvement
IE0703180,2025-10,186,0,0,Exceeds
IE0703180,2025-11,183,2,1,Needs Improvement
IE0703180,2025-12,153,1,1,Needs Improvement
IE0703180,2026-01,164,0,0,Meets
IE0703180,2026-02,178,3,0,Needs Improvement
IE1403181,2025-03,166,1,0,Exceeds
IE1403181,2025-04,152,0,2,Meets
IE1403181,2025-05,136,0,0,Exceeds
IE1403181,2025-06,177,1,0,Meets
IE1403181,2025-07,154,1,1,Meets
IE1403181,2025-08,158,0,0,Exceeds
IE1403181,2025-09,180,1,2,Needs Improvement
IE1403181,2025-10,169,2,0,Meets
IE1403181,2025-11,180,3,0,Meets
IE1403181,2025-12,160,1,0,Meets
IE1403181,2026-01,170,0,0,Meets
IE1403181,2026-02,166,0,0,Exceeds
IE0803182,2025-03,192,0,0,Meets
IE0803182,2025-04,144,0,0,Exceeds
IE0803182,2025-05,166,1,0,Needs Improvement
IE0803182,2025-06,159,0,0,Exceeds
IE0803182,2025-07,165,4,0,Meets
IE0803182,2025-08,166,1,0,Needs Improvement
IE0803182,2025-09,170,0,0,Meets
IE0803182,2025-10,167,0,0,Exceeds
IE0803182,2025-11,159,0,0,Exceeds
IE0803182,2025-12,157,0,1,Exceeds
IE0803182,2026-01,177,0,0,Exceeds
IE0803182,2026-02,174,0,0,Meets
IE2003183,2025-03,179,1,0,Meets
IE2003183,2025-04,169,0,0,Exceeds
IE2003183,2025-05,151,2,1,Needs Improvement
IE2003183,2025-06,172,1,0,Meets
IE2003183,2025-07,154,1,1,Meets
IE2003183,2025-08,175,1,0,Meets
IE2003183,2025-09,191,1,1,Meets
IE2003183,2025-10,161,0,1,Meets
IE2003183,2025-11,179,0,0,Exceeds
IE2003183,2025-12,164,2,1,Meets
IE2003183,2026-01,191,0,0,Exceeds
IE2003183,2026-02,159,1,0,Meets
IE9703184,2025-03,163,0,0,Meets
IE9703184,2025-04,182,0,0,Meets
IE9703184,2025-05,154,0,0,Meets
IE9703184,2025-06,179,2,0,Needs Improvement
IE9703184,2025-07,175,1,0,Meets
IE9703184,2025-08,166,1,0,Meets
IE9703184,2025-09,167,1,1,Meets
IE9703184,2025-10,167,3,0,Meets
IE9703184,2025-11,154,0,0,Exceeds
IE9703184,2025-12,171,1,0,Meets
IE9703184,2026-01,173,2,0,Meets
IE9703184,2026-02,161,0,0,Exceeds
IE9203185,2025-03,187,4,0,Meets
IE9203185,2025-04,164,1,0,Exceeds
IE9203185,2025-05,167,1,0,Meets
IE9203185,2025-06,162,0,0,Exceeds
IE9203185,2025-07,165,2,0,Meets
IE9203185,2025-08,186,1,0,Needs Improvement
IE9203185,2025-09,166,1,1,Meets
