numero_empleado,titulo,modalidad_trabajo,salario_eur,fecha_de_entrada
IE9102612,Gerente Comercial,Oficina,83982,1991
IE0102613,Ejecutivo Comercial,Remoto,57998,2001
IE0802614,Gerente Comercial,Hibrido,83845,2008
IE9802615,Gerente Comercial,Oficina,105731,1998
IE1502616,Ejecutivo Comercial,Oficina,59786,2015
IE2002617,Gerente Comercial,Oficina,95600,2020
IE9602618,Gerente Comercial,Oficina,108669,1996
IE9202619,Gerente Comercial,Oficina,91601,1992
IE2302620,Gerente Comercial,Oficina,101480,2023
IE1702621,Gerente Comercial,Hibrido,104975,2017
IE9002622,Ejecutivo Comercial,Remoto,55408,1990
IE1602623,Ejecutivo Comercial,Oficina,46052,2016
IE0202624,Gerente Comercial,Hibrido,93538,2002
IE9502625,Ejecutivo Comercial,Hibrido,46219,1995
IE9702626,Ejecutivo Comercial,Hibrido,42916,1997
IE1802627,Ejecutivo Comercial,Oficina,40946,2018
IE2002628,Gerente Comercial,Hibrido,79882,2020
IE2202629,Ejecutivo Comercial,Remoto,41039,2022
IE1102630,Ejecutivo Comercial,Hibrido,55014,2011
IE2002631,Ejecutivo Comercial,Remoto,58949,2020
IE9202632,Ejecutivo Comercial,Oficina,50379,1992
IE9702633,Gerente Comercial,Oficina,99382,1997
IE9602634,Gerente Comercial,Oficina,84401,1996
IE2502635,Gerente Comercial,Oficina,105134,2025
IE9802636,Gerente Comercial,Oficina,92481,1998
IE0702637,Ejecutivo Comercial,Remoto,52244,2007
IE9702638,Gerente Comercial,Hibrido,75230,1997
IE9102639,Gerente Comercial,Oficina,80539,1991
IE9202640,Ejecutivo Comercial,Hibrido,53988,1992
IE0402641,Gerente Comercial,Oficina,84331,2004
IE9602642,Ejecutivo Comercial,Hibrido,52319,1996
IE9502643,Gerente Comercial,Oficina,75467,1995
IE1102644,Gerente Comercial,Oficina,105388,2011
IE2102645,Ejecutivo Comercial,Remoto,58767,2021
IE0202646,Ejecutivo Comercial,Remoto,43905,2002
IE9802647,Gerente Comercial,Hibrido,87822,1998
IE0402648,Ejecutivo Comercial,Hibrido,38477,2004
IE2602649,Gerente Comercial,Hibrido,87462,2026
IE9402650,Ejecutivo Comercial,Remoto,56488,1994
IE2602651,Ejecutivo Comercial,Remoto,47666,2026
IE9702652,Gerente Comercial,Oficina,92349,1997
IE0502653,Ejecutivo Comercial,Oficina,57420,2005
IE1102654,Gerente Comercial,Hibrido,73903,2011
IE2402655,Ejecutivo Comercial,Remoto,57895,2024
IE9402656,Ejecutivo Comercial,Hibrido,50516,1994
IE0402657,Ejecutivo Comercial,Hibrido,56233,2004
IE2102658,Ejecutivo Comercial,Remoto,43321,2021
IE2202659,Ejecutivo Comercial,Oficina,58066,2022
IE0902660,Gerente Comercial,Oficina,104577,2009
IE0002661,Ejecutivo Comercial,Remoto,53961,2000
IE9202662,Ejecutivo Comercial,Hibrido,40603,1992
IE9102663,Ejecutivo Comercial,Remoto,51174,1991
IE0302664,Gerente Comercial,Oficina,71795,2003
IE1502665,Ejecutivo Comercial,Remoto,55431,2015
IE2002666,Gerente Comercial,Oficina,101182,2020
IE1702667,Gerente Comercial,Hibrido,84351,2017
IE9502668,Ejecutivo Comercial,Remoto,49927,1995
IE9602669,Ejecutivo Comercial,Remoto,37837,1996
IE0102670,Gerente Comercial,Oficina,109823,2001
IE0702671,Ejecutivo Comercial,Hibrido,38394,2007
IE2002672,Ejecutivo Comercial,Hibrido,39588,2020
IE1502673,Ejecutivo Comercial,Remoto,39351,2015
IE0102674,Ejecutivo Comercial,Hibrido,59301,2001
IE2102675,Gerente Comercial,Oficina,74450,2021
IE2602676,Gerente Comercial,Hibrido,108176,2026
IE0802677,Ejecutivo Comercial,Hibrido,52377,2008
IE9902678,Ejecutivo Comercial,Remoto,42623,1999
IE9102679,Gerente Comercial,Hibrido,92377,1991
IE9502680,Gerente Comercial,Oficina,86741,1995
IE2302681,Ejecutivo Comercial,Hibrido,42520,2023
IE0202682,Ejecutivo Comercial,Hibrido,42892,2002
IE2002683,Ejecutivo Comercial,Remoto,37179,2020
IE9102684,Ejecutivo Comercial,Hibrido,48048,1991
IE9102685,Ejecutivo Comercial,Remoto,37311,1991
IE9802686,Gerente Comercial,Oficina,109204,1998
IE1302687,Gerente Comercial,Oficina,95576,2013
IE9302688,Gerente Comercial,Oficina,108186,1993
IE9702689,Ejecutivo Comercial,Hibrido,57806,1997
IE0302690,Ejecutivo Comercial,Hibrido,40775,2003
IE1402691,Ejecutivo Comercial,Remoto,40318,2014
IE2102692,Ejecutivo Comercial,Oficina,55223,2021
IE9002693,Ejecutivo Comercial,Oficina,44506,1990
IE9502694,Gerente Comercial,Oficina,107391,1995
IE1602695,Ejecutivo Comercial,Remoto,42909,2016
IE9702696,Gerente Comercial,Hibrido,107751,1997
IE1402697,Gerente Comercial,Hibrido,81551,2014
IE0302698,Gerente Comercial,Hibrido,72785,2003
IE2402699,Gerente Comercial,Oficina,88623,2024
IE1502700,Ejecutivo Comercial,Hibrido,44267,2015
IE9902701,Ejecutivo Comercial,Oficina,41065,1999
IE1802702,Ejecutivo Comercial,Hibrido,48946,2018
IE1102703,Ejecutivo Comercial,Oficina,38006,2011
IE9402704,Ejecutivo Comercial,Oficina,58192,1994
IE9302705,Ejecutivo Comercial,Remoto,43354,1993
IE2002706,Gerente Comercial,Hibrido,109668,2020
IE1202707,Gerente Comercial,Hibrido,90577,2012
IE9002708,Ejecutivo Comercial,Remoto,59966,1990
IE9702709,Gerente Comercial,Hibrido,96920,1997
IE0702710,Ejecutivo Comercial,Oficina,49990,2007
IE1102711,Gerente Comercial,Oficina,74082,2011
IE1802712,Ejecutivo Comercial,Remoto,39214,2018
IE2602713,Ejecutivo Comercial,Oficina,54690,2026
IE2202714,Ejecutivo Comercial,Oficina,41000,2022
IE2402715,Gerente Comercial,Oficina,93573,2024
IE9002716,Gerente Comercial,Hibrido,88078,1990
IE0902717,Ejecutivo Comercial,Hibrido,36862,2009
IE1702718,Ejecutivo Comercial,Hibrido,42912,2017
IE2402719,Gerente Comercial,Oficina,93519,2024
IE0302720,Ejecutivo Comercial,Hibrido,49725,2003
IE1102721,Gerente Comercial,Oficina,93894,2011
IE0102722,Ejecutivo Comercial,Hibrido,45461,2001
IE1202723,Ejecutivo Comercial,Oficina,57128,2012
IE9002724,Gerente Comercial,Hibrido,91585,1990
IE1902725,Gerente Comercial,Oficina,107575,2019
IE0702726,Ejecutivo Comercial,Oficina,57544,2007
IE9902727,Gerente Comercial,Hibrido,84352,1999
IE0302728,Ejecutivo Comercial,Remoto,37147,2003
IE9202729,Ejecutivo Comercial,Remoto,37002,1992
IE2602730,Ejecutivo Comercial,Hibrido,46027,2026
IE2502731,Gerente Comercial,Hibrido,70366,2025
IE1402732,Gerente Comercial,Oficina,75641,2014
IE0102733,Gerente Comercial,Oficina,91759,2001
IE2502734,Ejecutivo Comercial,Hibrido,39610,2025
IE2402735,Ejecutivo Comercial,Hibrido,54926,2024
IE1602736,Ejecutivo Comercial,Remoto,40023,2016
IE0802737,Gerente Comercial,Oficina,84387,2008
IE1602738,Ejecutivo Comercial,Remoto,58909,2016
IE9002739,Gerente Comercial,Oficina,96315,1990
IE2402740,Ejecutivo Comercial,Hibrido,52448,2024
IE0702741,Gerente Comercial,Hibrido,109650,2007
IE2402742,Gerente Comercial,Hibrido,75324,2024
IE2102743,Gerente Comercial,Hibrido,107928,2021
IE0402744,Gerente Comercial,Oficina,80452,2004
IE1002745,Gerente Comercial,Oficina,88797,2010
IE2102746,Gerente Comercial,Hibrido,104002,2021
IE2002747,Ejecutivo Comercial,Hibrido,58943,2020
IE9502748,Gerente Comercial,Hibrido,86202,1995
IE9902749,Gerente Comercial,Hibrido,78571,1999
IE0502750,Gerente Comercial,Hibrido,87800,2005
IE2402751,Gerente Comercial,Hibrido,71608,2024
IE0902752,Ejecutivo Comercial,Oficina,38651,2009
IE0702753,Gerente Comercial,Oficina,77361,2007
IE0702754,Gerente Comercial,Hibrido,97078,2007
IE0302755,Ejecutivo Comercial,Hibrido,46578,2003
IE1102756,Gerente Comercial,Hibrido,83813,2011
IE9802757,Gerente Comercial,Oficina,70855,1998
IE0102758,Ejecutivo Comercial,Oficina,50091,2001
IE2302759,Gerente Comercial,Oficina,100374,2023
IE1802760,Gerente Comercial,Oficina,71511,2018
IE9102761,Ejecutivo Comercial,Hibrido,52548,1991
IE9602762,Gerente Comercial,Oficina,79973,1996
IE0502763,Gerente Comercial,Hibrido,72197,2005
IE0102764,Gerente Comercial,Hibrido,82468,2001
IE0202765,Gerente Comercial,Oficina,74944,2002
IE0602766,Ejecutivo Comercial,Hibrido,46077,2006
IE1702767,Gerente Comercial,Hibrido,98424,2017
IE9102768,Ejecutivo Comercial,Hibrido,53825,1991
IE2302769,Ejecutivo Comercial,Hibrido,54498,2023
IE9002770,Ejecutivo Comercial,Remoto,56787,1990
IE1502771,Ejecutivo Comercial,Hibrido,41889,2015
IE0102772,Ejecutivo Comercial,Oficina,47095,2001
IE0502773,Ejecutivo Comercial,Oficina,50403,2005
IE9002774,Gerente Comercial,Hibrido,95249,1990
IE2002775,Ejecutivo Comercial,Hibrido,46340,2020
IE0102776,Ejecutivo Comercial,Hibrido,41589,2001
IE9002777,Gerente Comercial,Hibrido,98504,1990
IE2202778,Gerente Comercial,Oficina,72695,2022
IE9902779,Ejecutivo Comercial,Hibrido,58868,1999
IE2402780,Gerente Comercial,Hibrido,73693,2024
IE1902781,Gerente Comercial,Oficina,72844,2019
IE1502782,Ejecutivo Comercial,Remoto,50009,2015
IE0402783,Ejecutivo Comercial,Hibrido,58762,2004
IE0002784,Ejecutivo Comercial,Oficina,46388,2000
IE2002785,Ejecutivo Comercial,Remoto,59657,2020
IE0102786,Gerente Comercial,Hibrido,98614,2001
IE1902787,Ejecutivo Comercial,Hibrido,50215,2019
IE0502788,Ejecutivo Comercial,Hibrido,57463,2005
IE0002789,Ejecutivo Comercial,Remoto,46540,2000
IE0202790,Gerente Comercial,Oficina,99067,2002
IE0602791,Ejecutivo Comercial,Remoto,37394,2006
IE9602792,Ejecutivo Comercial,Oficina,50552,1996
IE1102793,Gerente Comercial,Hibrido,72655,2011
IE0302794,Gerente Comercial,Hibrido,77718,2003
IE1102795,Ejecutivo Comercial,Oficina,57936,2011
IE0202796,Gerente Comercial,Oficina,107599,2002
IE2602797,Ejecutivo Comercial,Remoto,43154,2026
IE9402798,Ejecutivo Comercial,Hibrido,38970,1994
IE9002799,Gerente Comercial,Hibrido,77328,1990
IE1302800,Gerente Comercial,Hibrido,91409,2013
IE1402801,Gerente Comercial,Hibrido,94161,2014
IE2102802,Gerente Comercial,Oficina,103502,2021
IE9202803,Ejecutivo Comercial,Hibrido,50321,1992
IE2502804,Gerente Comercial,Oficina,75305,2025
IE2302805,Gerente Comercial,Hibrido,98047,2023
IE9802806,Gerente Comercial,Hibrido,96474,1998
IE0102807,Ejecutivo Comercial,Oficina,52897,2001
IE9202808,Gerente Comercial,Hibrido,107967,1992
IE1202809,Gerente Comercial,Oficina,78397,2012
IE1902810,Ejecutivo Comercial,Oficina,48737,2019
IE9902811,Ejecutivo Comercial,Oficina,49701,1999
IE2602812,Gerente Comercial,Oficina,105794,2026
IE9902813,Gerente Comercial,Oficina,88170,1999
IE1702814,Ejecutivo Comercial,Remoto,40346,2017
IE0102815,Gerente Comercial,Hibrido,83181,2001
IE1102816,Gerente Comercial,Oficina,85532,2011
IE9402817,Ejecutivo Comercial,Remoto,49437,1994
IE9402818,Ejecutivo Comercial,Remoto,56199,1994
IE0802819,Ejecutivo Comercial,Oficina,47551,2008
IE0202820,Ejecutivo Comercial,Hibrido,39941,2002
IE2602821,Gerente Comercial,Hibrido,82373,2026
IE0402822,Gerente Comercial,Oficina,76106,2004
IE2002823,Gerente Comercial,Hibrido,81661,2020
IE1902824,Gerente Comercial,Oficina,95627,2019
IE2002825,Ejecutivo Comercial,Hibrido,48912,2020
IE2602826,Gerente Comercial,Hibrido,91633,2026
IE1802827,Gerente Comercial,Hibrido,92294,2018
IE2602828,Ejecutivo Comercial,Oficina,36093,2026
IE1702829,Ejecutivo Comercial,Remoto,50004,2017
IE0002830,Gerente Comercial,Oficina,74854,2000
IE1402831,Ejecutivo Comercial,Hibrido,36040,2014
IE1702832,Gerente Comercial,Oficina,109881,2017
IE1902833,Gerente Comercial,Hibrido,88595,2019
IE0802834,Ejecutivo Comercial,Hibrido,37647,2008
IE9302835,Gerente Comercial,Oficina,72934,1993
IE1702836,Ejecutivo Comercial,Oficina,44222,2017
IE9902837,Ejecutivo Comercial,Hibrido,59832,1999
IE1502838,Ejecutivo Comercial,Remoto,44497,2015
IE2402839,Ejecutivo Comercial,Oficina,50383,2024
IE0402840,Ejecutivo Comercial,Hibrido,42397,2004
IE0502841,Ejecutivo Comercial,Remoto,39131,2005
IE9802842,Ejecutivo Comercial,Remoto,51591,1998
IE2402843,Ejecutivo Comercial,Hibrido,40090,2024
IE9902844,Gerente Comercial,Oficina,88287,1999
IE2602845,Ejecutivo Comercial,Oficina,47482,2026
IE1402846,Ejecutivo Comercial,Hibrido,56706,2014
IE0002847,Ejecutivo Comercial,Oficina,58329,2000
IE9402848,Gerente Comercial,Hibrido,97782,1994
IE9902849,Ejecutivo Comercial,Hibrido,54476,1999
IE0502850,Ejecutivo Comercial,Remoto,50515,2005
IE1502851,Gerente Comercial,Oficina,94515,2015
IE1302852,Gerente Comercial,Hibrido,102549,2013
IE1102853,Ejecutivo Comercial,Oficina,59196,2011
IE1102854,Ejecutivo Comercial,Hibrido,40238,2011
IE9502855,Ejecutivo Comercial,Remoto,40826,1995
IE9802856,Gerente Comercial,Hibrido,76403,1998
IE2302857,Ejecutivo Comercial,Remoto,41285,2023
IE9702858,Gerente Comercial,Oficina,79210,1997
IE1902859,Gerente Comercial,Oficina,81879,2019
IE1502860,Ejecutivo Comercial,Remoto,58818,2015
IE9102861,Gerente Comercial,Oficina,107013,1991
IE9402862,Gerente Comercial,Oficina,75469,1994
IE0502863,Ejecutivo Comercial,Remoto,35923,2005
IE9302864,Ejecutivo Comercial,Oficina,54176,1993
IE1602865,Gerente Comercial,Hibrido,87050,2016
IE1802866,Gerente Comercial,Oficina,98477,2018
IE1802867,Ejecutivo Comercial,Hibrido,59565,2018
IE9502868,Gerente Comercial,Oficina,106675,1995
IE9802869,Gerente Comercial,Hibrido,96848,1998
IE0202870,Gerente Comercial,Hibrido,72821,2002
IE2602871,Gerente Comercial,Hibrido,107752,2026
IE9402872,Gerente Comercial,Oficina,92156,1994
IE1602873,Ejecutivo Comercial,Remoto,42865,2016
IE0502874,Gerente Comercial,Oficina,104631,2005
IE1002875,Gerente Comercial,Oficina,76122,2010
IE1102876,Gerente Comercial,Oficina,85100,2011
IE1102877,Gerente Comercial,Hibrido,96470,2011
IE9302878,Ejecutivo Comercial,Hibrido,58768,1993
IE0702879,Gerente Comercial,Hibrido,95916,2007
IE0002880,Gerente Comercial,Hibrido,108160,2000
IE9802881,Gerente Comercial,Oficina,98392,1998
IE2402882,Ejecutivo Comercial,Hibrido,52413,2024
IE0102883,Ejecutivo Comercial,Remoto,54864,2001
IE0402884,Ejecutivo Comercial,Hibrido,46900,2004
IE2002885,Ejecutivo Comercial,Hibrido,48057,2020
IE2102886,Gerente Comercial,Hibrido,93808,2021
IE2202887,Gerente Comercial,Oficina,103157,2022
IE2502888,Gerente Comercial,Oficina,109935,2025
IE9702889,Ejecutivo Comercial,Remoto,46622,1997
IE1802890,Ejecutivo Comercial,Remoto,50859,2018
IE2602891,Ejecutivo Comercial,Hibrido,37474,2026
IE2302892,Ejecutivo Comercial,Oficina,50214,2023
IE2102893,Gerente Comercial,Oficina,83623,2021
IE1302894,Gerente Comercial,Oficina,92358,2013
IE0402895,Gerente Comercial,Oficina,78362,2004
IE0802896,Gerente Comercial,Oficina,108814,2008
IE9602897,Ejecutivo Comercial,Hibrido,36042,1996
IE1102898,Gerente Comercial,Oficina,89957,2011
IE1602899,Gerente Comercial,Hibrido,95205,2016
IE2202900,Gerente Comercial,Oficina,90281,2022
IE2002901,Gerente Comercial,Oficina,75438,2020
IE2102902,Ejecutivo Comercial,Remoto,45483,2021
IE9902903,Ejecutivo Comercial,Oficina,44714,1999
IE9402904,Ejecutivo Comercial,Oficina,53403,1994
IE1602905,Ejecutivo Comercial,Hibrido,53756,2016
IE1202906,Ejecutivo Comercial,Oficina,56456,2012
IE1502907,Ejecutivo Comercial,Oficina,50745,2015
IE9302908,Gerente Comercial,Hibrido,87293,1993
IE2502909,Ejecutivo Comercial,Oficina,48908,2025
IE1202910,Gerente Comercial,Hibrido,103134,2012
IE0202911,Ejecutivo Comercial,Hibrido,50412,2002
IE2602912,Gerente Comercial,Hibrido,93486,2026
IE2502913,Gerente Comercial,Oficina,90263,2025
IE9002914,Gerente Comercial,Oficina,70895,1990
IE1002915,Ejecutivo Comercial,Oficina,55847,2010
IE0402916,Gerente Comercial,Oficina,71785,2004
IE1002917,Gerente Comercial,Hibrido,91086,2010
IE2202918,Ejecutivo Comercial,Oficina,54360,2022
IE0202919,Ejecutivo Comercial,Oficina,38559,2002
IE1602920,Gerente Comercial,Hibrido,91425,2016
IE9902921,Ejecutivo Comercial,Oficina,58923,1999
IE2502922,Gerente Comercial,Hibrido,78035,2025
IE0702923,Ejecutivo Comercial,Remoto,57044,2007
IE1202924,Gerente Comercial,Hibrido,71349,2012
IE1902925,Gerente Comercial,Hibrido,86534,2019
IE0702926,Ejecutivo Comercial,Remoto,49700,2007
IE0102927,Gerente Comercial,Oficina,76767,2001
IE0402928,Ejecutivo Comercial,Hibrido,40578,2004
IE2602929,Ejecutivo Comercial,Hibrido,55083,2026
IE0902930,Ejecutivo Comercial,Remoto,37991,2009
IE2202931,Ejecutivo Comercial,Hibrido,50121,2022
IE9102932,Ejecutivo Comercial,Remoto,45947,1991
IE0702933,Gerente Comercial,Hibrido,82617,2007
IE2402934,Gerente Comercial,Oficina,109292,2024
IE2402935,Gerente Comercial,Hibrido,76719,2024
IE9902936,Ejecutivo Comercial,Hibrido,56091,1999
IE2502937,Ejecutivo Comercial,Oficina,58687,2025
IE0002938,Gerente Comercial,Hibrido,99271,2000
IE1002939,Gerente Comercial,Oficina,98686,2010
IE0202940,Gerente Comercial,Hibrido,103219,2002
IE9902941,Ejecutivo Comercial,Remoto,54917,1999
IE9302942,Gerente Comercial,Oficina,109926,1993
IE2602943,Ejecutivo Comercial,Remoto,50167,2026
IE1802944,Ejecutivo Comercial,Oficina,49137,2018
IE9302945,Ejecutivo Comercial,Oficina,54303,1993
IE9702946,Ejecutivo Comercial,Oficina,51971,1997
IE0402947,Gerente Comercial,Oficina,101168,2004
IE2002948,Gerente Comercial,Hibrido,92307,2020
IE9302949,Gerente Comercial,Oficina,97174,1993
IE1402950,Gerente Comercial,Oficina,90907,2014
IE1402951,Gerente Comercial,Oficina,70486,2014
IE2402952,Ejecutivo Comercial,Oficina,36303,2024
IE1202953,Ejecutivo Comercial,Hibrido,50237,2012
IE2102954,Ejecutivo Comercial,Oficina,46919,2021
IE0002955,Gerente Comercial,Oficina,99036,2000
IE2602956,Ejecutivo Comercial,Remoto,58589,2026
IE0302957,Gerente Comercial,Oficina,85395,2003
IE0402958,Ejecutivo Comercial,Hibrido,52255,2004
IE2002959,Ejecutivo Comercial,Remoto,56842,2020
IE9902960,Gerente Comercial,Hibrido,74716,1999
IE0702961,Gerente Comercial,Oficina,101986,2007
IE9802962,Ejecutivo Comercial,Oficina,56155,1998
IE1202963,Ejecutivo Comercial,Remoto,42618,2012
IE1002964,Gerente Comercial,Oficina,86069,2010
IE0802965,Ejecutivo Comercial,Hibrido,56917,2008
IE0502966,Ejecutivo Comercial,Hibrido,58844,2005
IE9902967,Ejecutivo Comercial,Remoto,56805,1999
IE9002968,Ejecutivo Comercial,Oficina,48493,1990
IE9902969,Ejecutivo Comercial,Hibrido,37979,1999
IE2102970,Gerente Comercial,Hibrido,97619,2021
IE9702971,Gerente Comercial,Oficina,103824,1997
IE1002972,Gerente Comercial,Oficina,76149,2010
IE9302973,Gerente Comercial,Oficina,73945,1993
IE1002974,Gerente Comercial,Oficina,74575,2010
IE2602975,Gerente Comercial,Oficina,105880,2026
IE0702976,Ejecutivo Comercial,Hibrido,52475,2007
IE0802977,Gerente Comercial,Hibrido,76024,2008
IE2002978,Gerente Comercial,Oficina,95386,2020
IE0802979,Gerente Comercial,Hibrido,94744,2008
IE2502980,Gerente Comercial,Hibrido,101786,2025
IE9502981,Gerente Comercial,Oficina,97410,1995
IE0002982,Gerente Comercial,Oficina,87854,2000
IE9602983,Ejecutivo Comercial,Remoto,45125,1996
IE9502984,Gerente Comercial,Hibrido,74388,1995
IE1702985,Ejecutivo Comercial,Remoto,52470,2017
IE0002986,Ejecutivo Comercial,Remoto,41146,2000
IE9802987,Gerente Comercial,Hibrido,85729,1998
IE1202988,Gerente Comercial,Hibrido,86777,2012
IE9802989,Gerente Comercial,Oficina,81884,1998
IE0002990,Gerente Comercial,Oficina,102862,2000
IE1302991,Gerente Comercial,Hibrido,86253,2013
IE1602992,Ejecutivo Comercial,Remoto,42075,2016
IE2102993,Gerente Comercial,Hibrido,100044,2021
IE1502994,Gerente Comercial,Oficina,83379,2015
IE0802995,Gerente Comercial,Oficina,78923,2008
IE0102996,Ejecutivo Comercial,Hibrido,45616,2001
IE9602997,Gerente Comercial,Oficina,86827,1996
IE1402998,Ejecutivo Comercial,Oficina,47407,2014
IE9302999,Gerente Comercial,Hibrido,93977,1993
IE0703000,Gerente Comercial,Hibrido,101377,2007
IE9703001,Gerente Comercial,Hibrido,96962,1997
IE9103002,Ejecutivo Comercial,Oficina,47683,1991
IE1503003,Ejecutivo Comercial,Oficina,53173,2015
IE2503004,Gerente Comercial,Hibrido,97825,2025
IE2503005,Gerente Comercial,Hibrido,100511,2025
IE0403006,Gerente Comercial,Hibrido,90993,2004
IE1103007,Ejecutivo Comercial,Remoto,59224,2011
IE9103008,Gerente Comercial,Hibrido,85080,1991
IE9203009,Ejecutivo Comercial,Oficina,38072,1992
IE9203010,Gerente Comercial,Oficina,107599,1992
IE9503011,Ejecutivo Comercial,Oficina,49557,1995
IE0603012,Ejecutivo Comercial,Hibrido,59918,2006
IE1503013,Gerente Comercial,Oficina,85150,2015
IE2503014,Ejecutivo Comercial,Remoto,44762,2025
IE0103015,Gerente Comercial,Hibrido,89101,2001
IE0703016,Gerente Comercial,Oficina,76335,2007
IE2203017,Ejecutivo Comercial,Oficina,58460,2022
IE1903018,Gerente Comercial,Hibrido,100928,2019
IE1803019,Gerente Comercial,Hibrido,78330,2018
IE9703020,Ejecutivo Comercial,Hibrido,43947,1997
IE1803021,Ejecutivo Comercial,Hibrido,44101,2018
IE9703022,Ejecutivo Comercial,Hibrido,54976,1997
IE0603023,Ejecutivo Comercial,Hibrido,49433,2006
IE0603024,Ejecutivo Comercial,Hibrido,47932,2006
IE0503025,Gerente Comercial,Oficina,92320,2005
IE1803026,Gerente Comercial,Hibrido,109412,2018
IE9603027,Gerente Comercial,Hibrido,103203,1996
IE1603028,Ejecutivo Comercial,Hibrido,50283,2016
IE2403029,Gerente Comercial,Hibrido,84321,2024
IE1503030,Gerente Comercial,Hibrido,94576,2015
IE0503031,Gerente Comercial,Hibrido,92521,2005
IE9303032,Gerente Comercial,Oficina,74524,1993
IE9203033,Gerente Comercial,Oficina,96640,1992
IE1503034,Gerente Comercial,Oficina,82425,2015
IE0803035,Gerente Comercial,Hibrido,86807,2008
IE9903036,Gerente Comercial,Hibrido,88697,1999
IE9003037,Ejecutivo Comercial,Remoto,57302,1990
IE9903038,Ejecutivo Comercial,Oficina,49967,1999
IE9103039,Ejecutivo Comercial,Hibrido,53519,1991
IE1203040,Ejecutivo Comercial,Oficina,40614,2012
IE2303041,Ejecutivo Comercial,Hibrido,44847,2023
IE1403042,Ejecutivo Comercial,Hibrido,59828,2014
IE2303043,Ejecutivo Comercial,Oficina,56353,2023
IE9803044,Gerente Comercial,Oficina,105673,1998
IE0303045,Ejecutivo Comercial,Remoto,51248,2003
IE0103046,Ejecutivo Comercial,Oficina,54226,2001
IE1603047,Gerente Comercial,Hibrido,84659,2016
IE1803048,Gerente Comercial,Hibrido,71070,2018
IE0903049,Gerente Comercial,Oficina,108457,2009
IE9403050,Gerente Comercial,Oficina,103249,1994
IE9803051,Gerente Comercial,Hibrido,84128,1998
IE1803052,Gerente Comercial,Oficina,75932,2018
IE1803053,Ejecutivo Comercial,Hibrido,39348,2018
IE0303054,Gerente Comercial,Oficina,90749,2003
IE0903055,Gerente Comercial,Oficina,107511,2009
IE2503056,Ejecutivo Comercial,Remoto,51101,2025
IE9503057,Gerente Comercial,Oficina,88428,1995
IE9203058,Ejecutivo Comercial,Remoto,55278,1992
IE9903059,Gerente Comercial,Hibrido,99620,1999
IE0403060,Gerente Comercial,Oficina,73766,2004
IE9103061,Ejecutivo Comercial,Hibrido,50159,1991
IE0103062,Ejecutivo Comercial,Oficina,35485,2001
IE9903063,Ejecutivo Comercial,Hibrido,37092,1999
IE2303064,Ejecutivo Comercial,Oficina,43326,2023
IE2403065,Gerente Comercial,Oficina,73008,2024
IE9903066,Ejecutivo Comercial,Oficina,55241,1999
IE9203067,Gerente Comercial,Oficina,84837,1992
IE2403068,Gerente Comercial,Oficina,99700,2024
IE9703069,Gerente Comercial,Oficina,99845,1997
IE1003070,Ejecutivo Comercial,Oficina,56048,2010
IE9703071,Ejecutivo Comercial,Hibrido,37864,1997
IE2603072,Gerente Comercial,Hibrido,70575,2026
IE1203073,Ejecutivo Comercial,Oficina,51059,2012
IE9103074,Gerente Comercial,Hibrido,80104,1991
IE9303075,Gerente Comercial,Hibrido,89484,1993
IE1803076,Gerente Comercial,Hibrido,95847,2018
IE1803077,Ejecutivo Comercial,Remoto,50507,2018
IE0803078,Ejecutivo Comercial,Hibrido,36164,2008
IE1303079,Ejecutivo Comercial,Remoto,48101,2013
IE9103080,Ejecutivo Comercial,Hibrido,59591,1991
IE2603081,Gerente de Credito,Hibrido,87613,2026
IE1003082,Gerente de Credito,Oficina,65519,2010
IE0403083,Gerente de Credito,Oficina,75159,2004
IE0303084,Gerente de Credito,Oficina,88076,2003
IE2303085,Analista de Credito,Oficina,32483,2023
IE2503086,Gerente de Credito,Oficina,69447,2025
IE1303087,Analista de Credito,Hibrido,39857,2013
IE9303088,Gerente de Credito,Hibrido,86061,1993
IE2403089,Analista de Credito,Hibrido,47438,2024
IE0003090,Analista de Credito,Oficina,45917,2000
IE9903091,Analista de Credito,Hibrido,38557,1999
IE0703092,Gerente de Credito,Hibrido,86333,2007
IE1803093,Analista de Credito,Oficina,45127,2018
IE9103094,Analista de Credito,Oficina,37689,1991
IE1703095,Analista de Credito,Oficina,42186,2017
IE9103096,Analista de Credito,Hibrido,44596,1991
IE9703097,Gerente de Credito,Hibrido,78810,1997
IE1403098,Gerente de Credito,Hibrido,80770,2014
IE0303099,Analista de Credito,Hibrido,40799,2003
IE0303100,Analista de Credito,Remoto,40764,2003
IE0003101,Analista de Credito,Hibrido,46043,2000
IE2503102,Analista de Credito,Hibrido,46481,2025
IE0703103,Analista de Credito,Oficina,37054,2007
IE1803104,Analista de Credito,Hibrido,32982,2018
IE0003105,Analista de Credito,Oficina,44175,2000
IE1103106,Gerente de Credito,Oficina,93013,2011
IE2303107,Analista de Credito,Oficina,34664,2023
IE0503108,Gerente de Credito,Hibrido,68748,2005
IE0303109,Analista de Credito,Hibrido,38624,2003
IE0903110,Analista de Credito,Oficina,46207,2009
IE0203111,Analista de Credito,Hibrido,47722,2002
IE9403112,Gerente de Credito,Oficina,85808,1994
IE0703113,Gerente de Credito,Oficina,78087,2007
